,species,decimalLatitude,decimalLongitude
1598,Ostrya virginiana,44.907283,-86.038361
1618,Ostrya virginiana,44.9073,-86.038392
397,Acer saccharum,44.929859,-87.24403
1579,Ostrya virginiana,44.929859,-87.24403
2825,Ulmus americana,44.957531,-87.240138
1977,Quercus macrocarpa,44.968494,-87.75058
2597,Tsuga canadensis,44.968899,-87.77215
1823,Populus deltoides,44.979996,-87.182848
862,Fagus grandifolia,44.995575,-87.330872
2609,Tsuga canadensis,44.99605,-87.332593
2602,Tsuga canadensis,44.996808,-87.331345
2721,Tsuga canadensis,44.997612,-87.315591
913,Fagus grandifolia,44.998347,-87.33245
120,Acer pensylvanicum,45.002257,-72.199613
304,Acer rubrum,45.002276,-72.465677
718,Betula populifolia,45.002327,-72.201129
1254,Fraxinus pennsylvanica,45.002483,-72.199996
1831,Populus deltoides,45.002797,-74.848539
651,Betula alleghaniensis,45.003556,-72.474208
2802,Ulmus americana,45.003567,-72.440903
697,Betula alleghaniensis,45.003695,-72.206784
2486,Tilia americana,45.004019,-72.466147
2605,Tsuga canadensis,45.004243,-72.587067
194,Acer pensylvanicum,45.004251,-72.587149
2180,Quercus rubra,45.004309,-73.059115
1028,Fagus grandifolia,45.004768,-72.206484
359,Acer saccharum,45.004844,-72.206271
726,Carya cordiformis,45.005062,-73.058889
2177,Quercus rubra,45.005305,-72.088519
1872,Prunus serotina,45.005703,-73.308617
980,Fagus grandifolia,45.006033,-72.481783
1123,Fagus grandifolia,45.006056,-72.480761
1226,Fraxinus americana,45.006783,-73.090308
2399,Tilia americana,45.006827,-73.090183
734,Carya ovata,45.006939,-73.091051
1655,Ostrya virginiana,45.007011,-73.089841
360,Acer saccharum,45.007061,-73.089799
1874,Prunus serotina,45.007126,-73.091217
2085,Quercus rubra,45.007135,-73.091207
2176,Quercus rubra,45.007183,-73.089781
857,Fagus grandifolia,45.007197,-73.0897
1836,Populus deltoides,45.007428,-73.089258
1833,Populus deltoides,45.007799,-73.0894
353,Acer saccharinum,45.007994,-73.091411
1,Acer negundo,45.009064,-73.213483
,,,
1599,Ostrya virginiana,45.01065,-73.090356
2826,Ulmus americana,45.012664,-73.084127
1597,Ostrya virginiana,45.013672,-73.079348
452,Acer saccharum,45.013812,-73.080482
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1822,Populus deltoides,45.075837,-87.58163
,,,
,,,
,,,
,,,
,,,
,,,
1826,Populus deltoides,45.096748,-87.591278
1824,Populus deltoides,45.097317,-87.592216
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2473,Tilia americana,45.136434,-87.599544
,,,
,,,
2604,Tsuga canadensis,45.139331,-87.598105
1829,Populus deltoides,45.139576,-87.597221
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1329,Juglans cinerea,45.17992,-87.58085
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1185,Fagus grandifolia,45.182208,-87.355388
1562,Ostrya virginiana,45.182208,-87.355388
1830,Populus deltoides,45.183839,-87.563464
,,,
,,,
1057,Fagus grandifolia,45.188564,-87.580818
,,,
,,,
,,,
572,Betula alleghaniensis,45.230106,-87.512001
,,,
2742,Tsuga canadensis,45.232475,-87.530914
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2779,Tsuga canadensis,45.26628,-87.470706
860,Fagus grandifolia,45.266425,-87.470868
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
1818,Populus deltoides,45.281657,-87.460987
,,,
,,,
,,,
2483,Tilia americana,45.285736,-87.451454
,,,
,,,
2065,Quercus rubra,45.290726,-87.444727
,,,
2673,Tsuga canadensis,45.291307,-87.443495
2171,Quercus rubra,45.291363,-87.443611
2705,Tsuga canadensis,45.292001,-87.443774
,,,
,,,
2123,Quercus rubra,45.293972,-87.439336
,,,
2632,Tsuga canadensis,45.294158,-87.440556
2793,Tsuga canadensis,45.294541,-87.440086
,,,
,,,
,,,
,,,
,,,
,,,
1983,Quercus macrocarpa,45.303131,-92.666881
2420,Tilia americana,45.309288,-87.437721
1060,Fagus grandifolia,45.319163,-87.431125
1827,Populus deltoides,45.320826,-87.433086
2095,Quercus rubra,45.325981,-87.646243
721,Carpinus caroliniana,45.326061,-87.625794
2072,Quercus rubra,45.326061,-87.625794
2819,Ulmus americana,45.33306,-88.23829
763,Celtis occidentalis,45.333233,-93.921505
1342,Juniperus virginiana,45.393256,-92.666931
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
216,Acer pensylvanicum,46,-83.66667
1202,Fagus grandifolia,46,-83.66667
1063,Fagus grandifolia,46.013026,-83.709951
392,Acer saccharum,46.020224,-83.686702
2406,Tilia americana,46.020224,-83.686702
1662,Ostrya virginiana,46.020224,-83.686445
861,Fagus grandifolia,46.02046,-83.731569
187,Acer pensylvanicum,46.020545,-83.733123
1005,Fagus grandifolia,46.020545,-83.733123
11,Acer pensylvanicum,46.020636,-83.739588
2559,Tsuga canadensis,46.022554,-83.731601
214,Acer pensylvanicum,46.030311,-83.713462
1255,Fraxinus pennsylvanica,46.041862,-83.654713
1616,Ostrya virginiana,46.048372,-91.839419
2197,Quercus rubra,46.050781,-91.942935
443,Acer saccharum,46.059891,-83.756933
2794,Tsuga canadensis,46.078649,-83.665531
1943,Quercus ellipsoidalis,46.156703,-91.733409
1942,Quercus ellipsoidalis,46.1725,-91.795
1965,Quercus macrocarpa,46.176512,-91.98768
1980,Quercus macrocarpa,46.293767,-91.83158
1928,Quercus alba,46.302643,-91.828453
1986,Quercus macrocarpa,46.305582,-91.834071
671,Betula alleghaniensis,46.333058,-87.085294
1971,Quercus macrocarpa,46.33322,-94.38002
711,Betula alleghaniensis,46.333447,-86.797374
1094,Fagus grandifolia,46.333517,-86.796984
645,Betula alleghaniensis,46.333522,-86.797373
1156,Fagus grandifolia,46.333619,-86.79716
1591,Ostrya virginiana,46.333855,-95.666803
855,Fagus grandifolia,46.334092,-87.085211
1879,Prunus serotina,46.335124,-86.4837
1193,Fagus grandifolia,46.338748,-87.086387
2682,Tsuga canadensis,46.339696,-86.799526
1037,Fagus grandifolia,46.339757,-86.720618
1901,Prunus serotina,46.340188,-86.720442
852,Fagus grandifolia,46.340247,-86.798523
1862,Prunus serotina,46.34081,-86.799273
1851,Prunus serotina,46.341333,-86.788194
1837,Prunus serotina,46.344286,-86.657281
490,Acer saccharum,46.34778,-86.92889
265,Acer rubrum,46.347794,-84.863708
1045,Fagus grandifolia,46.348104,-86.656307
683,Betula alleghaniensis,46.348108,-86.658162
2160,Quercus rubra,46.349995,-84.865905
2186,Quercus rubra,46.350025,-84.865738
2161,Quercus rubra,46.350028,-84.865897
2140,Quercus rubra,46.350033,-84.865892
309,Acer rubrum,46.350666,-84.869596
2753,Tsuga canadensis,46.351868,-87.116251
1003,Fagus grandifolia,46.353178,-87.116539
1242,Fraxinus pennsylvanica,46.35367,-84.13542
1664,Ostrya virginiana,46.35367,-84.13542
2221,Quercus rubra,46.35367,-84.13542
2405,Tilia americana,46.35367,-84.13542
2591,Tsuga canadensis,46.35367,-84.13542
1130,Fagus grandifolia,46.354191,-87.116302
687,Betula alleghaniensis,46.354207,-87.116272
626,Betula alleghaniensis,46.354528,-87.220074
2552,Tsuga canadensis,46.354783,-87.116533
1004,Fagus grandifolia,46.354841,-87.116461
999,Fagus grandifolia,46.354853,-87.11766
484,Acer saccharum,46.35545,-87.116379
132,Acer pensylvanicum,46.355904,-84.135939
2063,Quercus rubra,46.355907,-84.877739
29,Acer pensylvanicum,46.359111,-84.138885
2203,Quercus rubra,46.359985,-84.784746
567,Betula alleghaniensis,46.360167,-87.301413
2803,Ulmus americana,46.36052,-84.428397
633,Betula alleghaniensis,46.366482,-86.925805
2817,Ulmus americana,46.368231,-86.375601
438,Acer saccharum,46.369373,-87.117462
1017,Fagus grandifolia,46.369899,-86.777887
661,Betula alleghaniensis,46.371431,-86.779535
1878,Prunus serotina,46.371457,-86.77954
2663,Tsuga canadensis,46.37422,-86.787391
1978,Quercus macrocarpa,46.374787,-84.40902
2804,Ulmus americana,46.375192,-84.41037
296,Acer rubrum,46.37588,-84.656058
618,Betula alleghaniensis,46.376488,-86.616378
412,Acer saccharum,46.383049,-87.068271
613,Betula alleghaniensis,46.383785,-87.06929
660,Betula alleghaniensis,46.38382,-87.06928
1621,Ostrya virginiana,46.383838,-87.068439
1890,Prunus serotina,46.384317,-86.89467
1079,Fagus grandifolia,46.388047,-86.647613
2606,Tsuga canadensis,46.388089,-86.647803
1022,Fagus grandifolia,46.388446,-86.648385
1089,Fagus grandifolia,46.388531,-86.648781
864,Fagus grandifolia,46.388655,-86.648995
2456,Tilia americana,46.390193,-87.032902
2765,Tsuga canadensis,46.390678,-87.06795
1594,Ostrya virginiana,46.391023,-87.067815
924,Fagus grandifolia,46.391577,-87.030382
2470,Tilia americana,46.391633,-87.069839
1104,Fagus grandifolia,46.391649,-87.031343
588,Betula alleghaniensis,46.391656,-87.030107
2795,Tsuga canadensis,46.39166,-87.03134
1051,Fagus grandifolia,46.391664,-87.031502
887,Fagus grandifolia,46.392255,-87.026657
2415,Tilia americana,46.392579,-87.034658
2576,Tsuga canadensis,46.392978,-86.647592
856,Fagus grandifolia,46.39308,-86.647987
2451,Tilia americana,46.393559,-87.018148
1176,Fagus grandifolia,46.393714,-87.018537
2481,Tilia americana,46.394087,-87.024444
2461,Tilia americana,46.394128,-87.036565
2476,Tilia americana,46.39419,-87.024243
2477,Tilia americana,46.394224,-87.037071
2428,Tilia americana,46.39443,-87.038175
708,Betula alleghaniensis,46.394457,-87.023594
706,Betula alleghaniensis,46.394607,-87.023271
441,Acer saccharum,46.394912,-87.023418
2429,Tilia americana,46.394926,-87.023357
652,Betula alleghaniensis,46.395239,-87.038642
643,Betula alleghaniensis,46.395503,-87.023196
2453,Tilia americana,46.395552,-87.022789
1544,Ostrya virginiana,46.395556,-87.023152
692,Betula alleghaniensis,46.395591,-87.038755
2441,Tilia americana,46.395598,-87.020967
635,Betula alleghaniensis,46.395599,-87.036482
657,Betula alleghaniensis,46.395608,-87.02106
2769,Tsuga canadensis,46.395659,-87.036445
2728,Tsuga canadensis,46.395779,-87.039574
2478,Tilia americana,46.395814,-87.03917
365,Acer saccharum,46.396242,-87.039479
646,Betula alleghaniensis,46.396243,-87.039478
2484,Tilia americana,46.396283,-87.040063
493,Acer saccharum,46.396469,-87.038384
960,Fagus grandifolia,46.396655,-87.039752
1035,Fagus grandifolia,46.396755,-87.039833
2396,Tilia americana,46.396923,-87.040108
2458,Tilia americana,46.397553,-87.023931
629,Betula alleghaniensis,46.397617,-87.025179
1543,Ostrya virginiana,46.397685,-87.02601
659,Betula alleghaniensis,46.397727,-87.021249
688,Betula alleghaniensis,46.397782,-87.018467
641,Betula alleghaniensis,46.397916,-87.021665
2650,Tsuga canadensis,46.397943,-87.019908
2586,Tsuga canadensis,46.398067,-87.021633
620,Betula alleghaniensis,46.398069,-87.022696
1622,Ostrya virginiana,46.39816,-87.021312
1666,Ostrya virginiana,46.398169,-87.040932
2738,Tsuga canadensis,46.398177,-87.019551
405,Acer saccharum,46.398594,-87.041145
2459,Tilia americana,46.39862,-87.063096
2432,Tilia americana,46.398621,-87.022848
2757,Tsuga canadensis,46.398635,-87.022839
1605,Ostrya virginiana,46.399013,-87.017505
1897,Prunus serotina,46.39917,-87.017282
468,Acer saccharum,46.399177,-87.036722
699,Betula alleghaniensis,46.399232,-87.017151
1032,Fagus grandifolia,46.399291,-87.036553
1894,Prunus serotina,46.400103,-87.015438
2400,Tilia americana,46.40137,-87.034972
701,Betula alleghaniensis,46.4017,-87.056003
332,Acer rubrum,46.402275,-84.589682
982,Fagus grandifolia,46.402812,-87.057757
372,Acer saccharum,46.402908,-87.057619
937,Fagus grandifolia,46.402974,-87.040391
1558,Ostrya virginiana,46.403334,-87.002669
284,Acer rubrum,46.40412,-84.572308
577,Betula alleghaniensis,46.405298,-84.572272
675,Betula alleghaniensis,46.407618,-84.278579
1014,Fagus grandifolia,46.409689,-86.797889
634,Betula alleghaniensis,46.410025,-86.789129
970,Fagus grandifolia,46.413757,-84.805916
361,Acer saccharum,46.413971,-84.805878
25,Acer pensylvanicum,46.414032,-84.805824
2751,Tsuga canadensis,46.414402,-84.279293
39,Acer pensylvanicum,46.416294,-84.559333
636,Betula alleghaniensis,46.42146,-86.743472
597,Betula alleghaniensis,46.422538,-86.797722
628,Betula alleghaniensis,46.422836,-86.741674
1653,Ostrya virginiana,46.422922,-86.743602
1881,Prunus serotina,46.423045,-86.743482
850,Fagus grandifolia,46.424853,-87.064399
664,Betula alleghaniensis,46.424901,-87.057053
2702,Tsuga canadensis,46.424995,-87.055465
418,Acer saccharum,46.426024,-87.066811
266,Acer rubrum,46.426895,-84.495737
978,Fagus grandifolia,46.427508,-84.944544
566,Betula alleghaniensis,46.427661,-87.055235
1103,Fagus grandifolia,46.427667,-87.055133
1105,Fagus grandifolia,46.429004,-87.055146
632,Betula alleghaniensis,46.429339,-87.052974
2580,Tsuga canadensis,46.429342,-87.053
492,Acer saccharum,46.43333,-84.21667
488,Acer saccharum,46.4342,-87.189688
245,Acer rubrum,46.439483,-84.82007
2438,Tilia americana,46.443152,-87.261433
423,Acer saccharum,46.445486,-84.837056
444,Acer saccharum,46.446478,-86.435426
383,Acer saccharum,46.446885,-86.886023
226,Acer rubrum,46.44883,-84.784378
957,Fagus grandifolia,46.452884,-86.793318
321,Acer rubrum,46.453647,-84.759362
313,Acer rubrum,46.453653,-84.759378
262,Acer rubrum,46.453778,-84.75933
286,Acer rubrum,46.4542,-84.75947
240,Acer rubrum,46.454388,-84.75947
1012,Fagus grandifolia,46.454513,-84.759513
280,Acer rubrum,46.454825,-84.759383
320,Acer rubrum,46.454863,-84.759278
329,Acer rubrum,46.45487,-84.759292
2196,Quercus rubra,46.454872,-84.759287
282,Acer rubrum,46.455333,-84.759963
994,Fagus grandifolia,46.455428,-84.761567
2134,Quercus rubra,46.455428,-84.761567
2077,Quercus rubra,46.455433,-84.761558
430,Acer saccharum,46.455464,-86.793494
1140,Fagus grandifolia,46.455504,-86.546042
292,Acer rubrum,46.455528,-84.75892
328,Acer rubrum,46.455597,-84.758758
324,Acer rubrum,46.455853,-84.760763
1043,Fagus grandifolia,46.456038,-86.428775
381,Acer saccharum,46.456636,-86.428795
2558,Tsuga canadensis,46.458002,-87.324711
2210,Quercus rubra,46.459483,-84.7489
88,Acer pensylvanicum,46.459678,-84.639783
2152,Quercus rubra,46.462538,-84.331884
2173,Quercus rubra,46.462741,-84.332182
34,Acer pensylvanicum,46.464489,-84.64255
637,Betula alleghaniensis,46.464577,-87.319498
2665,Tsuga canadensis,46.465394,-86.734001
450,Acer saccharum,46.465512,-86.734154
1040,Fagus grandifolia,46.465531,-86.734153
299,Acer rubrum,46.466273,-84.361763
345,Acer rubrum,46.466517,-84.954067
920,Fagus grandifolia,46.46701,-86.734856
300,Acer rubrum,46.467646,-84.642723
691,Betula alleghaniensis,46.467758,-86.735682
669,Betula alleghaniensis,46.467918,-87.223725
2564,Tsuga canadensis,46.468037,-87.222156
179,Acer pensylvanicum,46.468205,-84.641557
2068,Quercus rubra,46.468738,-84.640663
101,Acer pensylvanicum,46.46875,-84.640647
318,Acer rubrum,46.468753,-84.640638
2109,Quercus rubra,46.468763,-84.640617
2056,Quercus rubra,46.46877,-84.640555
285,Acer rubrum,46.468937,-84.64083
478,Acer saccharum,46.469342,-84.639763
2724,Tsuga canadensis,46.469503,-84.639405
242,Acer rubrum,46.469913,-84.640962
45,Acer pensylvanicum,46.470233,-84.6391
91,Acer pensylvanicum,46.470255,-84.640013
232,Acer rubrum,46.470262,-84.64003
2087,Quercus rubra,46.4703,-84.640062
203,Acer pensylvanicum,46.470372,-84.650008
272,Acer rubrum,46.470372,-84.639917
323,Acer rubrum,46.470375,-84.640412
330,Acer rubrum,46.470387,-84.640038
2204,Quercus rubra,46.471138,-84.425316
407,Acer saccharum,46.472174,-84.638768
639,Betula alleghaniensis,46.472559,-84.956364
193,Acer pensylvanicum,46.472709,-84.638819
481,Acer saccharum,46.47293,-84.312295
1132,Fagus grandifolia,46.472948,-87.055171
431,Acer saccharum,46.473097,-84.311343
565,Betula alleghaniensis,46.473155,-84.311258
650,Betula alleghaniensis,46.473159,-84.311287
433,Acer saccharum,46.473363,-86.539175
2694,Tsuga canadensis,46.473381,-84.956911
487,Acer saccharum,46.473403,-86.541245
1033,Fagus grandifolia,46.473422,-86.542345
1039,Fagus grandifolia,46.47347,-86.542396
2435,Tilia americana,46.473774,-86.545495
1155,Fagus grandifolia,46.473908,-84.956785
971,Fagus grandifolia,46.473964,-84.956731
140,Acer pensylvanicum,46.474011,-84.630726
1172,Fagus grandifolia,46.474075,-86.542915
1098,Fagus grandifolia,46.474125,-86.542908
476,Acer saccharum,46.474598,-86.534414
409,Acer saccharum,46.47462,-84.956778
619,Betula alleghaniensis,46.47462,-84.956778
967,Fagus grandifolia,46.47462,-84.956778
2542,Tsuga canadensis,46.47462,-84.956778
989,Fagus grandifolia,46.474674,-86.532822
2619,Tsuga canadensis,46.474767,-86.53269
460,Acer saccharum,46.474839,-86.543784
614,Betula alleghaniensis,46.475405,-84.30703
93,Acer pensylvanicum,46.475435,-84.640138
358,Acer saccharum,46.475611,-84.957305
686,Betula alleghaniensis,46.475699,-84.957424
305,Acer rubrum,46.476267,-84.960085
60,Acer pensylvanicum,46.476788,-84.351852
2589,Tsuga canadensis,46.476788,-84.351852
2225,Quercus rubra,46.476788,-84.344299
2787,Tsuga canadensis,46.476967,-84.346873
291,Acer rubrum,46.477164,-84.959301
1239,Fraxinus pennsylvanica,46.477261,-84.345673
1853,Prunus serotina,46.483062,-87.065305
2198,Quercus rubra,46.483452,-84.417935
90,Acer pensylvanicum,46.48385,-84.630787
2078,Quercus rubra,46.483997,-84.631364
642,Betula alleghaniensis,46.484223,-87.295246
2082,Quercus rubra,46.484268,-84.300891
144,Acer pensylvanicum,46.484668,-84.633178
2149,Quercus rubra,46.484712,-84.630745
2125,Quercus rubra,46.489153,-87.295067
568,Betula alleghaniensis,46.490337,-84.237817
1646,Ostrya virginiana,46.493817,-87.051878
2736,Tsuga canadensis,46.494945,-86.550012
704,Betula alleghaniensis,46.495286,-87.050485
42,Acer pensylvanicum,46.4953,-84.345317
2102,Quercus rubra,46.4953,-84.345317
2600,Tsuga canadensis,46.4953,-84.345317
2822,Ulmus americana,46.496628,-84.369845
1884,Prunus serotina,46.525179,-86.356437
432,Acer saccharum,46.525264,-86.356493
54,Acer pensylvanicum,46.555755,-86.366067
2660,Tsuga canadensis,46.555755,-86.366067
79,Acer pensylvanicum,46.55643,-86.366653
2599,Tsuga canadensis,46.556605,-86.368378
666,Betula alleghaniensis,46.557676,-86.363598
2714,Tsuga canadensis,46.558044,-86.334565
137,Acer pensylvanicum,46.558403,-86.36833
2704,Tsuga canadensis,46.558567,-86.33898
2709,Tsuga canadensis,46.558586,-86.362161
36,Acer pensylvanicum,46.55907,-86.406883
2778,Tsuga canadensis,46.560662,-86.36767
2113,Quercus rubra,46.560887,-86.368462
617,Betula alleghaniensis,46.561032,-86.368507
2080,Quercus rubra,46.562245,-86.366425
2205,Quercus rubra,46.56256,-86.361851
2568,Tsuga canadensis,46.563388,-86.366287
2175,Quercus rubra,46.565319,-86.354594
1181,Fagus grandifolia,46.566312,-86.38108
269,Acer rubrum,46.566412,-86.381067
119,Acer pensylvanicum,46.567117,-86.378037
840,Fagus grandifolia,46.567745,-86.377013
2532,Tsuga canadensis,46.567928,-86.377137
2577,Tsuga canadensis,46.568328,-86.373663
2066,Quercus rubra,46.577081,-86.350744
1631,Ostrya virginiana,46.666783,-92.353692
2193,Quercus rubra,46.666851,-92.353014
1612,Ostrya virginiana,46.666892,-92.325613
1641,Ostrya virginiana,46.666908,-92.353005
489,Acer saccharum,46.66694,-88.74028
192,Acer pensylvanicum,46.666942,-87.546855
2181,Quercus rubra,46.666975,-87.575896
26,Acer pensylvanicum,46.667047,-86.019503
15,Acer pensylvanicum,46.667078,-86.018715
104,Acer pensylvanicum,46.667125,-86.01954
102,Acer pensylvanicum,46.667219,-86.017914
623,Betula alleghaniensis,46.66724,-87.546755
2,Acer pensylvanicum,46.667289,-86.013506
486,Acer saccharum,46.667358,-86.017338
363,Acer saccharum,46.667576,-86.017226
153,Acer pensylvanicum,46.667651,-86.013846
1186,Fagus grandifolia,46.667651,-86.013846
98,Acer pensylvanicum,46.667961,-86.013839
81,Acer pensylvanicum,46.668108,-86.013903
43,Acer pensylvanicum,46.668114,-87.547068
1086,Fagus grandifolia,46.668121,-86.014099
2148,Quercus rubra,46.66814,-86.014099
1600,Ostrya virginiana,46.668167,-87.546984
173,Acer pensylvanicum,46.668194,-86.014024
2224,Quercus rubra,46.668264,-86.014161
113,Acer pensylvanicum,46.668287,-86.139678
2182,Quercus rubra,46.668405,-87.56596
2111,Quercus rubra,46.668471,-86.014002
2807,Ulmus americana,46.668521,-85.859123
500,Acer saccharum,46.668611,-89.552499
2411,Tilia americana,46.668793,-87.551621
929,Fagus grandifolia,46.668866,-86.0135
1013,Fagus grandifolia,46.668938,-86.013458
463,Acer saccharum,46.669231,-86.013222
2122,Quercus rubra,46.669281,-86.013161
14,Acer pensylvanicum,46.669395,-87.545885
398,Acer saccharum,46.669495,-86.159866
690,Betula alleghaniensis,46.669722,-87.545717
1008,Fagus grandifolia,46.669911,-86.010953
2129,Quercus rubra,46.670116,-87.545307
76,Acer pensylvanicum,46.670442,-86.013848
574,Betula alleghaniensis,46.670442,-86.013848
695,Betula alleghaniensis,46.670612,-86.156792
2623,Tsuga canadensis,46.670698,-87.545176
2671,Tsuga canadensis,46.670703,-86.149595
155,Acer pensylvanicum,46.671742,-85.985066
1570,Ostrya virginiana,46.67195,-89.470304
210,Acer pensylvanicum,46.672516,-87.543346
2452,Tilia americana,46.6727,-87.543766
1575,Ostrya virginiana,46.672748,-87.548746
2219,Quercus rubra,46.672798,-85.860705
211,Acer pensylvanicum,46.672804,-87.54835
168,Acer pensylvanicum,46.672868,-85.995385
710,Betula alleghaniensis,46.673099,-87.544392
439,Acer saccharum,46.673183,-85.987544
1018,Fagus grandifolia,46.673187,-85.993701
306,Acer rubrum,46.673233,-85.031867
2444,Tilia americana,46.67324,-87.543912
647,Betula alleghaniensis,46.673428,-87.543855
67,Acer pensylvanicum,46.673455,-87.544062
307,Acer rubrum,46.673642,-85.032342
264,Acer rubrum,46.673808,-85.033198
2172,Quercus rubra,46.674198,-85.028841
325,Acer rubrum,46.674223,-85.033356
2480,Tilia americana,46.67488,-89.632257
31,Acer pensylvanicum,46.675647,-85.650809
110,Acer pensylvanicum,46.676489,-85.733131
184,Acer pensylvanicum,46.677278,-85.622624
141,Acer pensylvanicum,46.678458,-85.934247
133,Acer pensylvanicum,46.67847,-85.934188
30,Acer pensylvanicum,46.6798,-85.6575
1967,Quercus macrocarpa,46.683491,-91.604699
1845,Prunus serotina,46.684038,-87.582412
2631,Tsuga canadensis,46.684238,-89.377516
1568,Ostrya virginiana,46.684378,-91.667313
2141,Quercus rubra,46.697996,-85.425706
289,Acer rubrum,46.699656,-85.419042
297,Acer rubrum,46.700083,-85.418412
2156,Quercus rubra,46.700542,-85.415886
417,Acer saccharum,46.700712,-89.987738
1659,Ostrya virginiana,46.700727,-89.707588
1074,Fagus grandifolia,46.702122,-87.582481
1589,Ostrya virginiana,46.702221,-87.582375
249,Acer rubrum,46.703252,-87.579791
595,Betula alleghaniensis,46.703536,-87.579457
581,Betula alleghaniensis,46.703683,-89.980942
2805,Ulmus americana,46.703965,-87.579277
479,Acer saccharum,46.704199,-87.579293
580,Betula alleghaniensis,46.704205,-87.582431
2829,Ulmus americana,46.704362,-87.579454
72,Acer pensylvanicum,46.705232,-87.583028
2536,Tsuga canadensis,46.706805,-87.583364
2150,Quercus rubra,46.712142,-85.064408
598,Betula alleghaniensis,46.712727,-87.581555
209,Acer pensylvanicum,46.713413,-87.584442
2544,Tsuga canadensis,46.713497,-87.584292
151,Acer pensylvanicum,46.714914,-87.587231
621,Betula alleghaniensis,46.71615,-87.587478
2691,Tsuga canadensis,46.716512,-87.579967
658,Betula alleghaniensis,46.716525,-87.579604
157,Acer pensylvanicum,46.716697,-87.5808
2785,Tsuga canadensis,46.716794,-87.586829
114,Acer pensylvanicum,46.716938,-87.584643
2570,Tsuga canadensis,46.717041,-87.584221
178,Acer pensylvanicum,46.717089,-87.583972
2790,Tsuga canadensis,46.717099,-87.58385
707,Betula alleghaniensis,46.717243,-87.583298
670,Betula alleghaniensis,46.717401,-87.582978
2620,Tsuga canadensis,46.71769,-87.582474
247,Acer rubrum,46.717947,-85.060007
21,Acer pensylvanicum,46.718901,-87.582839
2653,Tsuga canadensis,46.719978,-87.580008
2672,Tsuga canadensis,46.719989,-87.579926
96,Acer pensylvanicum,46.720149,-87.65807
48,Acer pensylvanicum,46.720893,-87.585381
2652,Tsuga canadensis,46.721199,-89.827756
674,Betula alleghaniensis,46.722159,-87.658565
150,Acer pensylvanicum,46.723422,-87.587079
2546,Tsuga canadensis,46.72406,-87.587408
571,Betula alleghaniensis,46.724425,-89.833486
2466,Tilia americana,46.724647,-89.83295
1966,Quercus macrocarpa,46.729168,-89.389
2627,Tsuga canadensis,46.733793,-87.629269
2567,Tsuga canadensis,46.737888,-89.40992
436,Acer saccharum,46.740597,-89.756753
720,Carpinus caroliniana,46.743118,-89.652386
648,Betula alleghaniensis,46.745924,-85.191783
2615,Tsuga canadensis,46.747899,-87.65663
415,Acer saccharum,46.752975,-89.902275
600,Betula alleghaniensis,46.753822,-89.897567
2110,Quercus rubra,46.754416,-87.663822
2625,Tsuga canadensis,46.754579,-87.663988
2098,Quercus rubra,46.755063,-85.080156
2545,Tsuga canadensis,46.755333,-89.89753
2116,Quercus rubra,46.75607,-85.031119
2628,Tsuga canadensis,46.756497,-89.895355
2155,Quercus rubra,46.758522,-85.031503
406,Acer saccharum,46.759306,-89.872367
2230,Quercus rubra,46.759587,-85.137032
267,Acer rubrum,46.760297,-85.031311
2214,Quercus rubra,46.760642,-85.031289
277,Acer rubrum,46.760835,-85.032374
270,Acer rubrum,46.76245,-85.024742
288,Acer rubrum,46.765025,-84.97105
238,Acer rubrum,46.766787,-84.960153
2096,Quercus rubra,46.766881,-84.975066
281,Acer rubrum,46.769725,-84.962036
261,Acer rubrum,46.77036,-84.957186
2740,Tsuga canadensis,46.793322,-89.78837
2677,Tsuga canadensis,46.807925,-89.693297
709,Betula alleghaniensis,46.809188,-89.693787
1617,Ostrya virginiana,46.811229,-89.731352
2688,Tsuga canadensis,46.811577,-89.727277
475,Acer saccharum,46.812417,-89.694768
1979,Quercus macrocarpa,46.813153,-89.718588
