,species,decimalLatitude,decimalLongitude
514,Ailanthus altissima,37.612903,-76.493417
2348,Sassafras albidum,37.626963,-76.568628
1991,Quercus michauxii,37.62738,-76.66468
1344,Juniperus virginiana,37.633529,-76.572693
2055,Quercus phellos,37.641296,-76.591278
770,Cornus florida,37.651251,-76.589487
1540,Nyssa sylvatica,37.659238,-76.581641
1270,Ilex opaca,37.666828,-77.809986
537,Asimina triloba,37.666918,-77.890031
1271,Ilex opaca,37.666933,-77.450536
833,Diospyros virginiana,37.676936,-75.836956
1277,Ilex opaca,37.676936,-75.836956
1391,Liquidambar styraciflua,37.676936,-75.836956
1791,Pinus taeda,37.676936,-75.836956
1473,Liriodendron tulipifera,37.677443,-75.673353
799,Diospyros virginiana,37.679299,-75.630581
2297,Sassafras albidum,37.685693,-75.70264
333,Acer rubrum,37.686138,-75.666486
1679,Paulownia tomentosa,37.686948,-75.65341
769,Cornus florida,37.687247,-75.650827
2346,Sassafras albidum,37.6873,-75.650784
743,Cercis canadensis,37.687334,-75.650698
1351,Juniperus virginiana,37.687351,-75.650527
1319,Ilex opaca,37.68747,-75.650569
740,Cercis canadensis,37.687523,-75.650559
736,Cercis canadensis,37.687534,-75.650537
768,Cornus florida,37.687534,-75.650537
1317,Ilex opaca,37.687534,-75.650537
1381,Liquidambar styraciflua,37.687534,-75.650537
1466,Liriodendron tulipifera,37.687534,-75.650537
1539,Nyssa sylvatica,37.687534,-75.650537
1777,Pinus taeda,37.687534,-75.650537
1925,Quercus alba,37.687534,-75.650537
2025,Quercus nigra,37.687534,-75.650537
2242,Quercus velutina,37.687534,-75.650537
2314,Sassafras albidum,37.687534,-75.650537
1676,Paulownia tomentosa,37.687608,-75.650205
2009,Quercus nigra,37.690575,-75.665485
1362,Juniperus virginiana,37.693197,-75.746
1333,Juglans nigra,37.698761,-75.751198
1408,Liquidambar styraciflua,37.70479,-75.789658
1923,Quercus alba,37.705128,-75.701906
1378,Liquidambar styraciflua,37.70655,-75.814758
2034,Quercus nigra,37.70655,-75.814719
1959,Quercus falcata,37.707383,-75.817589
2301,Sassafras albidum,37.707491,-75.752289
788,Diospyros virginiana,37.709011,-75.751442
2052,Quercus phellos,37.709481,-75.751774
2002,Quercus nigra,37.709503,-75.750916
1779,Pinus taeda,37.709623,-75.74963
1442,Liquidambar styraciflua,37.710636,-75.822328
1361,Juniperus virginiana,37.71101,-75.752342
1306,Ilex opaca,37.711144,-75.747597
1304,Ilex opaca,37.711273,-75.747299
2053,Quercus phellos,37.711285,-75.747307
2037,Quercus palustris,37.711629,-75.747344
2338,Sassafras albidum,37.711788,-75.748863
2048,Quercus phellos,37.711864,-75.750404
771,Cornus florida,37.712095,-75.747055
1295,Ilex opaca,37.712685,-75.770653
766,Cornus florida,37.712952,-75.770355
1331,Juglans nigra,37.71532,-75.752588
2363,Sassafras albidum,37.717406,-75.670715
1795,Pinus taeda,37.722037,-75.812167
1905,Prunus serotina,37.726722,-75.786443
1904,Prunus serotina,37.728211,-75.656719
1358,Juniperus virginiana,37.73873,-76.310888
1395,Liquidambar styraciflua,37.740775,-76.313359
1440,Liquidambar styraciflua,37.741683,-76.315067
1457,Liriodendron tulipifera,37.7432,-76.315008
337,Acer rubrum,37.747445,-75.671371
1842,Prunus serotina,37.74813,-75.670337
731,Carya glabra,37.748255,-75.670552
1347,Juniperus virginiana,37.748255,-75.670552
1424,Liquidambar styraciflua,37.748255,-75.670552
1781,Pinus taeda,37.748255,-75.670552
1876,Prunus serotina,37.748255,-75.670552
2298,Sassafras albidum,37.748255,-75.670552
1752,Pinus taeda,37.752889,-75.769783
1772,Pinus taeda,37.753958,-75.767853
2038,Quercus pagoda,37.75413,-75.773287
1377,Liquidambar styraciflua,37.754414,-75.765678
1338,Juniperus virginiana,37.754528,-75.773636
2041,Quercus pagoda,37.754628,-75.773475
1364,Juniperus virginiana,37.754628,-75.773247
1305,Ilex opaca,37.756489,-75.766839
2320,Sassafras albidum,37.764939,-75.756557
1278,Ilex opaca,37.768078,-75.575951
1274,Ilex opaca,37.76874,-76.321722
1340,Juniperus virginiana,37.769055,-76.321668
1412,Liquidambar styraciflua,37.769234,-75.574913
1380,Liquidambar styraciflua,37.769558,-75.574661
1315,Ilex opaca,37.770037,-76.32042
1366,Juniperus virginiana,37.770128,-75.574196
2371,Salix nigra,37.770175,-75.574027
786,Diospyros virginiana,37.770216,-75.575702
1839,Prunus serotina,37.770267,-75.574116
2047,Quercus phellos,37.770301,-75.574139
1296,Ilex opaca,37.770803,-75.569308
1902,Prunus serotina,37.771001,-75.570176
1354,Juniperus virginiana,37.771518,-75.563108
820,Diospyros virginiana,37.771748,-75.572647
1409,Liquidambar styraciflua,37.771976,-75.57196
1394,Liquidambar styraciflua,37.772083,-75.571952
2334,Sassafras albidum,37.772108,-75.571916
1439,Liquidambar styraciflua,37.772205,-75.571838
809,Diospyros virginiana,37.772263,-75.571806
1402,Liquidambar styraciflua,37.77268,-75.586243
1774,Pinus taeda,37.7729,-75.584326
2357,Sassafras albidum,37.773053,-75.583557
1265,Ilex opaca,37.77307,-75.584416
1914,Quercus alba,37.773706,-75.594378
2039,Quercus pagoda,37.778955,-76.312222
1370,Liquidambar styraciflua,37.782041,-75.596256
806,Diospyros virginiana,37.782968,-76.307295
1350,Juniperus virginiana,37.784325,-76.307308
814,Diospyros virginiana,37.784628,-76.307173
821,Diospyros virginiana,37.784664,-76.30712
1341,Juniperus virginiana,37.785936,-75.544365
831,Diospyros virginiana,37.793228,-76.312395
739,Cercis canadensis,37.793437,-76.31299
1312,Ilex opaca,37.793586,-76.312383
1683,Paulownia tomentosa,37.793793,-76.312649
1369,Liquidambar styraciflua,37.795403,-76.313561
1463,Liriodendron tulipifera,37.795424,-76.31376
1482,Liriodendron tulipifera,37.81175,-75.592587
1453,Liriodendron tulipifera,37.812049,-75.570499
1513,Magnolia virginiana,37.812049,-75.570499
2238,Quercus velutina,37.812049,-75.570499
1405,Liquidambar styraciflua,37.829808,-76.331383
1438,Liquidambar styraciflua,37.838531,-75.571349
2354,Sassafras albidum,37.841397,-75.529812
1411,Liquidambar styraciflua,37.841448,-75.529543
1353,Juniperus virginiana,37.843367,-75.661137
1793,Pinus taeda,37.843436,-75.661123
1467,Liriodendron tulipifera,37.846588,-76.307793
1841,Prunus serotina,37.84777,-75.69972
1268,Ilex opaca,37.85306,-75.47444
1373,Liquidambar styraciflua,37.85306,-75.47444
1531,Nyssa sylvatica,37.853365,-75.473263
2306,Sassafras albidum,37.863603,-76.295248
2312,Sassafras albidum,37.866578,-75.557092
1444,Liquidambar styraciflua,37.876125,-75.558428
1464,Liriodendron tulipifera,37.876925,-76.297106
1954,Quercus falcata,37.882998,-76.290537
1783,Pinus taeda,37.889938,-75.34468
775,Cornus florida,37.890801,-75.345486
1445,Liquidambar styraciflua,37.890801,-75.345486
1758,Pinus taeda,37.892026,-75.357049
1770,Pinus taeda,37.893514,-75.357769
2032,Quercus nigra,37.894897,-75.358749
2016,Quercus nigra,37.895012,-75.360772
2001,Quercus nigra,37.895172,-75.360612
2033,Quercus nigra,37.895179,-75.360802
2015,Quercus nigra,37.895262,-75.360655
2000,Quercus nigra,37.89542,-75.360419
2021,Quercus nigra,37.895523,-75.36053
2030,Quercus nigra,37.895604,-75.360427
2022,Quercus nigra,37.895638,-75.360438
1792,Pinus taeda,37.895808,-75.359933
1790,Pinus taeda,37.896564,-75.359052
2029,Quercus nigra,37.900464,-75.343178
2351,Sassafras albidum,37.901142,-75.354295
1775,Pinus taeda,37.901519,-75.339187
1785,Pinus taeda,37.901627,-75.347373
2333,Sassafras albidum,37.901875,-75.339942
1441,Liquidambar styraciflua,37.901934,-75.355534
1782,Pinus taeda,37.901934,-75.355534
2011,Quercus nigra,37.903333,-75.338787
1797,Pinus taeda,37.90371,-75.339475
1789,Pinus taeda,37.903997,-75.336825
1893,Prunus serotina,37.90485,-75.337151
1365,Juniperus virginiana,37.905161,-75.337499
1766,Pinus taeda,37.905322,-75.337762
1892,Prunus serotina,37.905338,-75.337967
1352,Juniperus virginiana,37.905338,-75.337905
2339,Sassafras albidum,37.905375,-75.338093
1355,Juniperus virginiana,37.905401,-75.337905
1776,Pinus taeda,37.907554,-75.334877
824,Diospyros virginiana,37.907932,-75.351101
1537,Nyssa sylvatica,37.90932,-75.527374
1787,Pinus taeda,37.909612,-75.348792
1379,Liquidambar styraciflua,37.909628,-75.34886
1310,Ilex opaca,37.909888,-75.349053
1325,Ilex opaca,37.909908,-75.349113
1437,Liquidambar styraciflua,37.910286,-75.349297
1280,Ilex opaca,37.91081,-75.348391
1429,Liquidambar styraciflua,37.911125,-75.347585
1337,Juniperus virginiana,37.911194,-75.347339
825,Diospyros virginiana,37.912005,-75.345275
1384,Liquidambar styraciflua,37.912138,-75.344938
268,Acer rubrum,37.9125,-75.3472
805,Diospyros virginiana,37.9125,-75.3472
1272,Ilex opaca,37.9125,-75.3472
1446,Liquidambar styraciflua,37.9125,-75.3472
1509,Magnolia virginiana,37.9125,-75.3472
1761,Pinus taeda,37.9125,-75.3472
1854,Prunus serotina,37.9125,-75.3472
1952,Quercus falcata,37.9125,-75.3472
2008,Quercus nigra,37.9125,-75.3472
2319,Sassafras albidum,37.9125,-75.3472
255,Acer rubrum,37.913049,-75.343951
810,Diospyros virginiana,37.913422,-75.341591
2020,Quercus nigra,37.913425,-75.341355
1960,Quercus falcata,37.913478,-75.341247
1318,Ilex opaca,37.914038,-75.3397
1368,Liquidambar styraciflua,37.915113,-75.481911
1474,Liriodendron tulipifera,37.915113,-75.481911
1263,Ilex opaca,37.91556,-75.481882
1399,Liquidambar styraciflua,37.91556,-75.481882
1460,Liriodendron tulipifera,37.91556,-75.481882
1671,Paulownia tomentosa,37.91556,-75.481882
811,Diospyros virginiana,37.915567,-75.336045
1382,Liquidambar styraciflua,37.915792,-75.481612
1427,Liquidambar styraciflua,37.915809,-75.481651
1336,Juniperus virginiana,37.919297,-75.474993
1803,Pinus virginiana,37.919297,-75.474993
1896,Prunus serotina,37.919297,-75.474993
1951,Quercus falcata,37.919297,-75.474993
2299,Sassafras albidum,37.919297,-75.474993
818,Diospyros virginiana,37.921211,-75.321487
1768,Pinus taeda,37.92359,-75.485497
1786,Pinus taeda,37.926462,-75.318995
781,Cornus florida,37.92727,-75.479918
767,Cornus florida,37.931063,-75.481799
1526,Morus rubra,37.932121,-75.483842
1510,Magnolia virginiana,37.932486,-75.484037
729,Carya glabra,37.932561,-75.482426
1447,Liriodendron tulipifera,37.932736,-75.484829
2046,Quercus phellos,37.933482,-75.625492
2076,Quercus rubra,37.93363,-75.48004
875,Fagus grandifolia,37.934389,-75.479908
336,Acer rubrum,37.934472,-75.481475
1508,Magnolia virginiana,37.934638,-75.482345
349,Acer saccharinum,37.935297,-75.498472
1674,Paulownia tomentosa,37.935342,-75.485537
1520,Magnolia virginiana,37.93552,-75.48147
2343,Sassafras albidum,37.935763,-75.480617
1481,Liriodendron tulipifera,37.936375,-75.484445
1357,Juniperus virginiana,37.936528,-75.482925
1422,Liquidambar styraciflua,37.936839,-75.479436
1345,Juniperus virginiana,37.937905,-75.313647
1796,Pinus taeda,37.939275,-75.315178
2003,Quercus nigra,37.94138,-75.31583
1275,Ilex opaca,37.942833,-75.539411
759,Celtis occidentalis,37.94577,-75.434891
241,Acer rubrum,37.947375,-75.504085
1432,Liquidambar styraciflua,37.947647,-75.504058
2344,Sassafras albidum,37.947647,-75.504058
2355,Sassafras albidum,37.947789,-75.504273
1292,Ilex opaca,37.94791,-75.504392
1321,Ilex opaca,37.947954,-75.504647
2018,Quercus nigra,37.948014,-75.504697
1451,Liriodendron tulipifera,37.948026,-75.504165
1468,Liriodendron tulipifera,37.948042,-75.503639
1471,Liriodendron tulipifera,37.948047,-75.504078
227,Acer rubrum,37.948061,-75.504881
1418,Liquidambar styraciflua,37.948073,-75.504127
1452,Liriodendron tulipifera,37.948073,-75.504127
2353,Sassafras albidum,37.948073,-75.504127
2347,Sassafras albidum,37.948097,-75.504603
1479,Liriodendron tulipifera,37.948116,-75.503975
1469,Liriodendron tulipifera,37.948197,-75.504106
1477,Liriodendron tulipifera,37.948347,-75.504164
2328,Sassafras albidum,37.948389,-75.504578
2358,Sassafras albidum,37.948508,-75.504708
2010,Quercus nigra,37.948618,-75.503161
1222,Fraxinus americana,37.949786,-75.501842
1410,Liquidambar styraciflua,37.950026,-75.504477
2367,Salix nigra,37.950812,-75.626422
1307,Ilex opaca,37.950946,-75.502926
1958,Quercus falcata,37.951127,-75.503096
1920,Quercus alba,37.951795,-75.501906
1957,Quercus falcata,37.951795,-75.501906
1926,Quercus alba,37.951872,-75.502356
1931,Quercus alba,37.951981,-75.501878
2050,Quercus phellos,37.952131,-75.501719
1286,Ilex opaca,37.952652,-75.50154
1924,Quercus alba,37.952652,-75.50154
1956,Quercus falcata,37.953041,-75.501395
1855,Prunus serotina,37.958246,-75.443292
802,Diospyros virginiana,37.959287,-75.445051
1511,Magnolia virginiana,37.965043,-75.583136
1763,Pinus taeda,37.965043,-75.583136
1512,Magnolia virginiana,37.96527,-75.609855
2366,Salix nigra,37.96527,-75.609855
1668,Oxydendrum arboreum,37.965348,-75.583308
2049,Quercus phellos,37.965348,-75.583308
1849,Prunus serotina,37.9732,-75.611015
789,Diospyros virginiana,37.9785,-75.295222
795,Diospyros virginiana,37.9785,-75.2952
2045,Quercus phellos,37.97888,-75.53111
1267,Ilex opaca,37.98215,-75.684569
1276,Ilex opaca,37.982161,-75.685067
243,Acer rubrum,37.9836,-75.2886
794,Diospyros virginiana,37.9836,-75.2886
1266,Ilex opaca,37.9836,-75.2886
1392,Liquidambar styraciflua,37.9836,-75.2886
1759,Pinus taeda,37.9836,-75.2886
2304,Sassafras albidum,37.9836,-75.2886
322,Acer rubrum,37.985014,-75.550115
1283,Ilex opaca,37.985248,-75.776451
1754,Pinus taeda,37.985248,-75.776451
1211,Fraxinus americana,37.985632,-75.550209
1990,Quercus michauxii,37.985632,-75.550209
1343,Juniperus virginiana,37.987242,-75.777679
1891,Prunus serotina,37.987265,-75.777619
1433,Liquidambar styraciflua,37.988692,-75.533519
1320,Ilex opaca,37.988797,-75.533747
1180,Fagus grandifolia,37.9888,-75.533781
1443,Liquidambar styraciflua,37.989672,-75.535053
2028,Quercus nigra,37.991331,-75.661319
1372,Liquidambar styraciflua,37.991572,-75.661597
762,Celtis occidentalis,37.992273,-75.561589
2239,Quercus velutina,37.992989,-75.56319
351,Acer saccharinum,37.993483,-75.839133
1388,Liquidambar styraciflua,37.993844,-75.839483
1533,Nyssa sylvatica,37.993906,-75.839069
2051,Quercus phellos,37.993931,-75.839097
2365,Salix nigra,37.994078,-75.839114
1302,Ilex opaca,37.994367,-75.732667
1771,Pinus taeda,37.994397,-75.728683
1383,Liquidambar styraciflua,37.994412,-75.728692
1417,Liquidambar styraciflua,37.994749,-75.458963
1462,Liriodendron tulipifera,37.994768,-75.458945
1349,Juniperus virginiana,37.995022,-75.731163
1279,Ilex opaca,37.995243,-75.842323
1375,Liquidambar styraciflua,37.997247,-75.835331
2042,Quercus pagoda,37.997311,-75.835142
1756,Pinus taeda,37.99759,-75.728392
1528,Morus rubra,37.997859,-75.566623
1953,Quercus falcata,37.997859,-75.566623
293,Acer rubrum,37.998172,-75.566525
2341,Sassafras albidum,37.998494,-75.567603
719,Carpinus caroliniana,37.999006,-75.568636
2379,Taxodium distichum,37.999194,-75.569097
722,Carpinus caroliniana,37.999208,-75.569106
822,Diospyros virginiana,37.999226,-75.279159
1816,Platanus occidentalis,37.99925,-75.568915
1281,Ilex opaca,37.999267,-75.569575
1809,Platanus occidentalis,37.999275,-75.569736
1299,Ilex opaca,37.999323,-75.569107
1815,Platanus occidentalis,37.999436,-75.569019
1403,Liquidambar styraciflua,37.999461,-75.569403
1393,Liquidambar styraciflua,39.328793,-74.995524
928,Fagus grandifolia,42.191368,-74.666898
254,Acer rubrum,42.26943,-72.666936
2327,Sassafras albidum,42.404888,-71.333083
2768,Tsuga canadensis,43.422953,-70.547117
391,Acer saccharum,44.001633,-86.468383
2407,Tilia americana,44.002933,-86.470617
1660,Ostrya virginiana,44.003033,-86.469617
1919,Quercus alba,44.01115,-86.471833
2797,Tsuga canadensis,44.02215,-86.471867
2587,Tsuga canadensis,44.022504,-86.45564
2241,Quercus velutina,44.024633,-86.47575
257,Acer rubrum,44.025067,-86.479433
1126,Fagus grandifolia,44.026858,-86.491897
230,Acer rubrum,44.027747,-86.414247
480,Acer saccharum,44.027857,-86.415247
2780,Tsuga canadensis,44.027872,-86.414581
1115,Fagus grandifolia,44.027896,-86.414568
2676,Tsuga canadensis,44.027916,-86.414941
1195,Fagus grandifolia,44.031883,-86.482917
1609,Ostrya virginiana,44.032092,-86.500258
609,Betula alleghaniensis,44.0327,-86.489533
2556,Tsuga canadensis,44.034798,-86.49302
684,Betula alleghaniensis,44.0353,-86.50058
2323,Sassafras albidum,44.035867,-86.5008
1832,Populus deltoides,44.03815,-86.494819
2635,Tsuga canadensis,44.03815,-86.494819
854,Fagus grandifolia,44.038152,-86.502563
2345,Sassafras albidum,44.038195,-86.502495
1027,Fagus grandifolia,44.038532,-86.501485
2237,Quercus velutina,44.038587,-86.492778
2573,Tsuga canadensis,44.038872,-86.501333
2539,Tsuga canadensis,44.039019,-86.503885
1000,Fagus grandifolia,44.040002,-86.441675
859,Fagus grandifolia,44.040146,-86.492375
2538,Tsuga canadensis,44.040665,-86.493195
2093,Quercus rubra,44.0409,-86.508767
2565,Tsuga canadensis,44.041288,-86.44062
953,Fagus grandifolia,44.041733,-86.50463
935,Fagus grandifolia,44.04264,-86.501016
1197,Fagus grandifolia,44.043697,-86.512664
1834,Populus deltoides,44.044326,-86.511523
1169,Fagus grandifolia,44.046112,-86.497002
1189,Fagus grandifolia,44.046756,-86.492333
1106,Fagus grandifolia,44.047889,-86.50402
1129,Fagus grandifolia,44.048172,-86.504088
2734,Tsuga canadensis,44.05409,-86.491008
1900,Prunus serotina,44.055518,-86.455017
958,Fagus grandifolia,44.057831,-86.488777
841,Fagus grandifolia,44.061836,-86.392777
2540,Tsuga canadensis,44.064108,-86.39334
1807,Platanus occidentalis,44.06703,-86.37175
2240,Quercus velutina,44.06775,-86.4857
1069,Fagus grandifolia,44.068855,-86.474627
940,Fagus grandifolia,44.075719,-86.372814
1536,Nyssa sylvatica,44.085829,-86.431095
976,Fagus grandifolia,44.086892,-86.440287
2578,Tsuga canadensis,44.086986,-86.446703
965,Fagus grandifolia,44.087274,-86.444865
2560,Tsuga canadensis,44.087274,-86.444865
896,Fagus grandifolia,44.089571,-86.379118
1160,Fagus grandifolia,44.090389,-86.450713
2762,Tsuga canadensis,44.090447,-86.450867
713,Betula alleghaniensis,44.09282,-86.45691
871,Fagus grandifolia,44.09282,-86.45691
1821,Populus deltoides,44.09282,-86.45691
1909,Prunus serotina,44.09282,-86.45691
1937,Quercus alba,44.09282,-86.45691
2243,Quercus velutina,44.09282,-86.45691
2423,Tilia americana,44.09282,-86.45691
1825,Populus deltoides,44.09285,-86.46843
1256,Fraxinus pennsylvanica,44.09409,-86.447317
235,Acer rubrum,44.099576,-86.425601
2360,Sassafras albidum,44.100803,-86.452417
2321,Sassafras albidum,44.102165,-86.450321
2326,Sassafras albidum,44.102801,-86.450547
1545,Ostrya virginiana,44.105225,-86.447578
2236,Quercus velutina,44.106725,-86.405088
2541,Tsuga canadensis,44.118311,-86.389324
1541,Nyssa sylvatica,44.11833,-86.35028
2633,Tsuga canadensis,44.121548,-86.426193
975,Fagus grandifolia,44.140491,-87.584534
2656,Tsuga canadensis,44.19719,-86.371119
2554,Tsuga canadensis,44.30038,-83.6602
1940,Quercus ellipsoidalis,44.31982,-83.60022
2234,Quercus velutina,44.31982,-83.60022
2460,Tilia americana,44.322653,-87.54666
1820,Populus deltoides,44.325489,-87.544739
1029,Fagus grandifolia,44.327298,-87.544855
2467,Tilia americana,44.327298,-87.544855
1941,Quercus ellipsoidalis,44.32836,-83.6031
2235,Quercus velutina,44.32836,-83.6031
348,Acer saccharinum,44.333184,-96.139996
1916,Quercus alba,44.630775,-93.333136
2165,Quercus rubra,44.666814,-85.523959
685,Betula alleghaniensis,44.666906,-85.524056
1546,Ostrya virginiana,44.666922,-85.524031
950,Fagus grandifolia,44.667912,-86.254105
2592,Tsuga canadensis,44.668325,-86.034653
2579,Tsuga canadensis,44.668378,-86.03451
2741,Tsuga canadensis,44.668461,-86.034735
725,Carya cordiformis,44.669025,-87.73313
735,Carya ovata,44.669025,-87.73313
1142,Fagus grandifolia,44.674011,-86.156114
1581,Ostrya virginiana,44.67993,-86.125813
2637,Tsuga canadensis,44.684325,-86.06045
442,Acer saccharum,44.685287,-86.241974
1632,Ostrya virginiana,44.685423,-86.061917
2674,Tsuga canadensis,44.686894,-86.140629
992,Fagus grandifolia,44.69189,-86.0691
445,Acer saccharum,44.691905,-86.069028
510,Ailanthus altissima,44.695623,-86.182143
1200,Fagus grandifolia,44.69563,-86.194523
898,Fagus grandifolia,44.698733,-86.083161
1360,Juniperus virginiana,44.699285,-93.333181
1871,Prunus serotina,44.699475,-86.084839
2569,Tsuga canadensis,44.699997,-86.085822
870,Fagus grandifolia,44.704011,-86.197813
997,Fagus grandifolia,44.70419,-86.184175
2571,Tsuga canadensis,44.705375,-86.186875
1933,Quercus alba,44.708702,-86.12572
2675,Tsuga canadensis,44.708742,-86.125285
869,Fagus grandifolia,44.709086,-86.198914
1553,Ostrya virginiana,44.711913,-86.192045
863,Fagus grandifolia,44.712067,-86.103798
2188,Quercus rubra,44.714176,-86.072388
2191,Quercus rubra,44.718197,-86.114006
853,Fagus grandifolia,44.718362,-86.112454
275,Acer rubrum,44.719944,-86.11625
1927,Quercus alba,44.720283,-86.1166
1913,Quercus alba,44.72124,-86.101293
2220,Quercus rubra,44.722101,-86.153659
2816,Ulmus americana,44.724153,-86.0752
2073,Quercus rubra,44.725995,-86.102185
1934,Quercus alba,44.727317,-86.099783
715,Betula alleghaniensis,44.729035,-86.065361
2151,Quercus rubra,44.730089,-86.103587
258,Acer rubrum,44.733106,-86.046535
1938,Quercus alba,44.737638,-86.06523
1166,Fagus grandifolia,44.74155,-86.066002
2174,Quercus rubra,44.742346,-86.066275
2731,Tsuga canadensis,44.743141,-84.666796
1859,Prunus serotina,44.757753,-86.073228
2057,Quercus rubra,44.758488,-86.076928
2781,Tsuga canadensis,44.759222,-86.073812
1856,Prunus serotina,44.75925,-86.075547
2735,Tsuga canadensis,44.759432,-86.073781
2618,Tsuga canadensis,44.759444,-86.073831
2770,Tsuga canadensis,44.759458,-86.073821
2713,Tsuga canadensis,44.75946,-86.073742
2716,Tsuga canadensis,44.75948,-86.07372
2755,Tsuga canadensis,44.759484,-86.073683
2723,Tsuga canadensis,44.759653,-86.07378
2112,Quercus rubra,44.763022,-86.07378
2069,Quercus rubra,44.763886,-86.074878
1102,Fagus grandifolia,44.764467,-86.074186
919,Fagus grandifolia,44.764481,-86.07429
2594,Tsuga canadensis,44.766666,-86.060909
2422,Tilia americana,44.76742,-86.043661
368,Acer saccharum,44.769188,-86.035808
1858,Prunus serotina,44.771697,-87.93828
2837,Ulmus rubra,44.772157,-86.07101
1877,Prunus serotina,44.786463,-86.005278
453,Acer saccharum,44.786499,-86.005231
378,Acer saccharum,44.786556,-86.005306
1071,Fagus grandifolia,44.786561,-86.005132
914,Fagus grandifolia,44.789415,-86.005699
1145,Fagus grandifolia,44.790786,-86.067633
991,Fagus grandifolia,44.791897,-87.316467
944,Fagus grandifolia,44.79202,-87.3163
575,Betula alleghaniensis,44.792171,-86.06095
1078,Fagus grandifolia,44.792174,-87.318263
654,Betula alleghaniensis,44.792761,-86.061183
1070,Fagus grandifolia,44.792761,-86.061183
2574,Tsuga canadensis,44.792761,-86.061183
2622,Tsuga canadensis,44.793447,-87.315454
1042,Fagus grandifolia,44.79902,-86.044769
878,Fagus grandifolia,44.799805,-86.062988
885,Fagus grandifolia,44.799947,-86.065869
959,Fagus grandifolia,44.799977,-86.061932
1148,Fagus grandifolia,44.800086,-86.063508
427,Acer saccharum,44.800925,-86.067191
2835,Ulmus americana,44.801243,-86.056145
2715,Tsuga canadensis,44.801468,-87.307773
2464,Tilia americana,44.801482,-86.069776
1564,Ostrya virginiana,44.80172,-86.068645
395,Acer saccharum,44.816692,-87.28944
1875,Prunus serotina,44.817412,-86.051327
1112,Fagus grandifolia,44.833773,-86.049755
1847,Prunus serotina,44.834738,-86.05919
915,Fagus grandifolia,44.83545,-86.06285
2322,Sassafras albidum,44.8386,-86.0065
1882,Prunus serotina,44.841356,-86.061417
2133,Quercus rubra,44.841462,-86.061211
2104,Quercus rubra,44.843108,-86.064033
408,Acer saccharum,44.84373,-86.064422
2059,Quercus rubra,44.843813,-86.061814
873,Fagus grandifolia,44.843863,-86.062705
990,Fagus grandifolia,44.8439,-86.0626
1077,Fagus grandifolia,44.8439,-86.062583
455,Acer saccharum,44.843903,-86.064461
2408,Tilia americana,44.844089,-86.064536
1183,Fagus grandifolia,44.849164,-86.035418
1844,Prunus serotina,44.849887,-86.030825
1624,Ostrya virginiana,44.850463,-86.06467
837,Fagus grandifolia,44.850742,-86.029358
2726,Tsuga canadensis,44.851291,-87.260809
1011,Fagus grandifolia,44.852013,-86.046019
1097,Fagus grandifolia,44.852787,-86.039978
1093,Fagus grandifolia,44.853038,-86.059686
1946,Quercus ellipsoidalis,44.855895,-87.875
1944,Quercus ellipsoidalis,44.856301,-87.874588
1661,Ostrya virginiana,44.856556,-86.065444
1571,Ostrya virginiana,44.8566,-86.065467
1556,Ostrya virginiana,44.856611,-86.065541
1647,Ostrya virginiana,44.85675,-86.06572
1640,Ostrya virginiana,44.857019,-86.065689
2401,Tilia americana,44.857128,-86.0661
1191,Fagus grandifolia,44.860951,-86.047564
1053,Fagus grandifolia,44.860953,-86.043039
1633,Ostrya virginiana,44.860962,-86.043107
2448,Tilia americana,44.861003,-86.043205
1151,Fagus grandifolia,44.861089,-86.043481
611,Betula alleghaniensis,44.872255,-87.24369
946,Fagus grandifolia,44.872255,-87.24369
1192,Fagus grandifolia,44.872567,-86.049459
839,Fagus grandifolia,44.872701,-86.049626
2773,Tsuga canadensis,44.872905,-86.011117
1128,Fagus grandifolia,44.872958,-86.049819
1627,Ostrya virginiana,44.873159,-86.050271
1582,Ostrya virginiana,44.873322,-86.050261
367,Acer saccharum,44.873479,-86.006507
1153,Fagus grandifolia,44.873815,-87.312961
880,Fagus grandifolia,44.87413,-86.008858
680,Betula alleghaniensis,44.875223,-87.209094
2465,Tilia americana,44.875538,-86.042137
1114,Fagus grandifolia,44.87585,-87.210983
2696,Tsuga canadensis,44.881017,-86.002778
1642,Ostrya virginiana,44.882428,-86.024334
2228,Quercus rubra,44.88503,-86.030346
1596,Ostrya virginiana,44.885769,-86.042592
921,Fagus grandifolia,44.886115,-87.284508
469,Acer saccharum,44.886548,-86.042975
2471,Tilia americana,44.886948,-86.043222
2661,Tsuga canadensis,44.887763,-86.007133
4,Acer pensylvanicum,44.88868,-86.005913
2830,Ulmus americana,44.88895,-86.042948
865,Fagus grandifolia,44.889595,-86.009931
2772,Tsuga canadensis,44.8902,-86.007195
1601,Ostrya virginiana,44.890761,-86.019325
2303,Sassafras albidum,44.890918,-86.034584
906,Fagus grandifolia,44.892022,-86.013511
1635,Ostrya virginiana,44.892241,-86.013774
2610,Tsuga canadensis,44.892267,-86.012751
236,Acer rubrum,44.893487,-86.008716
2614,Tsuga canadensis,44.893746,-86.007199
1251,Fraxinus pennsylvanica,44.894672,-87.267467
1587,Ostrya virginiana,44.8971,-87.217262
1918,Quercus alba,44.90033,-86.031274
1552,Ostrya virginiana,44.903477,-86.041758
