"","intercepts","slopes","R2"
"1",0.0636020063935019,0.00106027639955144,0.403547204940135
"2",0.073812539368093,0.00109828157278884,0.402708007239702
"3",0.0693334936051339,0.00112228897931583,0.403176266279696
"4",0.0646525318478337,0.00101199899130543,0.400458163201848
"5",0.0655460976847714,0.00111548853576298,0.403606992502197
"6",0.0749095231612256,0.0011098404263639,0.353620658189388
"7",0.0689581773565697,0.00104589628840369,0.383331966456365
"8",0.0665703727761882,0.00103668722925555,0.38617158606085
"9",0.0651241827238892,0.00101968464008117,0.380662365695125
"10",0.0645784760572409,0.00107247110690989,0.365169484468993
"11",0.0723228958634883,0.00104494994159617,0.359071960227729
"12",0.0718268663289782,0.00103395256974179,0.36893654799774
"13",0.0753754596377627,0.00101798683597498,0.366584265579121
"14",0.0716891140914596,0.00103648445798461,0.381421415885932
"15",0.0700130928600353,0.00108044650333939,0.40046478643712
"16",0.0688959651133055,0.00103486031513537,0.354011521958988
"17",0.0753279111346443,0.0010394893756349,0.348659460556949
"18",0.0714160695883501,0.00104392922967132,0.374201595434193
"19",0.0738747976540558,0.00105199078700509,0.365995792530527
"20",0.07426527355337,0.00100038170952092,0.365899290853458
"21",0.0696783609787708,0.00101633728677287,0.366782088377656
"22",0.0678759376636335,0.00108112176249224,0.397123649425668
"23",0.060653392687443,0.000971249045785823,0.377235443165698
"24",0.0692810184696852,0.00106725028739517,0.388712001781844
"25",0.0699548294649842,0.0010915439791993,0.388961285207978
"26",0.0706266103872625,0.00104181129358297,0.379691885933591
"27",0.0731810532248309,0.00104442820147799,0.368627478425791
"28",0.0690128716925773,0.00103166877987536,0.359116105326718
"29",0.0704411492764222,0.00106138081702249,0.411297043535993
"30",0.0680482897444035,0.000978549387234975,0.382113642054228
"31",0.0715011282728739,0.00101497070873323,0.359920592056829
"32",0.0703781690073528,0.00110188297440633,0.393291962694541
"33",0.074231351304175,0.00100536590757298,0.360468034558248
"34",0.0677656226420325,0.0010714132722566,0.399393954525
"35",0.0679065540894146,0.00107930635996738,0.389462039157541
"36",0.0738712733214657,0.00106979781380248,0.371822949417345
"37",0.0670539274541746,0.00102490012270825,0.383315182415775
"38",0.0708596998173542,0.00108678209878942,0.418802073856444
"39",0.0770729943627817,0.00105019860389995,0.360241076859255
"40",0.0677066053984805,0.00109331527870932,0.385169097014447
"41",0.0668315864273088,0.00102235848207199,0.38611079729957
"42",0.0705625005237093,0.0010563109817565,0.396941493791221
"43",0.0778846343026132,0.00102540729606277,0.350381387148185
"44",0.0680670369760628,0.0010761397859843,0.396535384633821
"45",0.0663249512219506,0.00113227178883657,0.414141531269744
"46",0.0714424333669964,0.000994317214270327,0.347516722152715
"47",0.0784357470350301,0.00104064260517531,0.363689188403337
