"","species","n","full_r2","full_constrained_var","full_unconstrained_var","geo_cor","lat_r2","lat_constrained_var","lat_unconstrained_var","long_r2","long_constrained_var","long_unconstrained_var","full_anova_p_value","full_anova_lat_p_value","full_anova_long_p_value","lat_anova_p_value","long_anova_p_value"
"90","Quercus_bicolor",258,0.48367198253456,0.487690099401995,0.512309900598005,-0.184667515430307,0.377186192009792,0.379609592040882,0.620390407959119,0.143533570904743,0.146866125103557,0.853133874896443,0.001,0.001,0.001,0.001,0.001
"91","Quercus_coccinea",641,0.263728813611344,0.266029661068808,0.73397033893119,0.15901455061428,0.23899010540964,0.240179183369937,0.759820816630061,0.0273956475494256,0.0289153418501297,0.971084658149871,0.001,0.001,0.001,0.001,0.001
"92","Quercus_falcata",3627,0.563456763912096,0.563697548929243,0.436302451070755,0.58518056824638,0.491466471324927,0.491606717747618,0.508393282252382,0.25646331652542,0.256668373525827,0.743331626474174,0.001,0.001,0.001,0.001,0.001
"93","Quercus_ilicifolia",75,0.596030492859151,0.606948587646742,0.393051412353259,0.721052555167896,0.371196268488727,0.379693616211853,0.620306383788148,0.0161158260338587,0.0294115581144823,0.970588441885518,0.001,0.001,0.001,0.001,0.104
"94","Quercus_imbricaria",785,0.57491857770138,0.576002969084794,0.423997030915207,-0.328434043109973,0.428734895346071,0.429463549816293,0.570536450183706,0.242318541625635,0.243284972057235,0.756715027942765,0.001,0.001,0.001,0.001,0.001
"95","Quercus_incana",680,0.530154488552753,0.531538422312538,0.46846157768746,-0.0427587283550244,0.297530585143385,0.298565149819167,0.701434850180832,0.239491366954385,0.240611409123818,0.759388590876182,0.001,0.001,0.001,0.001,0.001
"96","Quercus_laevis",1772,0.452986369802415,0.453604115291063,0.546395884708939,0.207010414318485,0.303961503586787,0.304354523629934,0.695645476370068,0.144497441913078,0.144980503775352,0.855019496224647,0.001,0.001,0.001,0.001,0.001
"97","Quercus_laurifolia",807,0.490289599595418,0.491554389670864,0.508445610329136,-0.099611434009388,0.313329846789377,0.314181794870283,0.685818205129718,0.193545637234913,0.194546200960428,0.805453799039572,0.001,0.001,0.001,0.001,0.001
"98","Quercus_lyrata",934,0.586754489686358,0.587640332152196,0.412359667847808,0.277202243493474,0.484292636134297,0.484845377145943,0.51515462285406,0.156933463956116,0.157837072247695,0.842162927752305,0.001,0.001,0.001,0.001,0.001
"99","Quercus_macrocarpa",5002,0.736232949397663,0.736338435120759,0.263661564879243,0.63474002284905,0.577005590028306,0.577090171993907,0.422909828006094,0.480953014188464,0.481056802827899,0.518943197172103,0.001,0.001,0.001,0.001,0.001
"100","Quercus_margaretta",86,0.567527264587698,0.577703093656223,0.422296906343776,0.0433383676068933,0.294646223351555,0.302944503076831,0.697055496923168,0.259693108304677,0.268402601148151,0.731597398851849,0.001,0.001,0.001,0.001,0.001
"101","Quercus_marilandica",5487,0.705288339094108,0.705395780457909,0.294604219542091,0.447468529309357,0.480952079011512,0.481046692194339,0.518953307805656,0.386198510969661,0.386310396038751,0.613689603961251,0.001,0.001,0.001,0.001,0.001
"102","Quercus_michauxii",2030,0.594126059859056,0.594526132742389,0.40547386725761,0.453459373027814,0.489015406755947,0.489267247363756,0.510732752636241,0.244705988976279,0.245078238365645,0.754921761634356,0.001,0.001,0.001,0.001,0.001
"103","Quercus_minima",500,0.462839927934059,0.464992874114684,0.535007125885314,-0.334343071322322,0.299617505585571,0.301021077718666,0.698978922281335,0.255353269916692,0.256845547932891,0.743154452067109,0.001,0.001,0.001,0.001,0.001
"104","Quercus_muehlenbergii",3550,0.620344718890706,0.620558669457688,0.379441330542314,0.580796961496492,0.4813038324434,0.481449985209688,0.518550014790312,0.338177231604288,0.338363713083125,0.661636286916874,0.001,0.001,0.001,0.001,0.001
"105","Quercus_nigra",8709,0.551821233729364,0.55192416867798,0.448075831322027,0.456826479568627,0.379727510666761,0.379798740856166,0.62020125914384,0.234916629382214,0.235004489208881,0.764995510791123,0.001,0.001,0.001,0.001,0.001
"106","Quercus_pagoda",759,0.672803573731036,0.673666888839925,0.326333111160076,0.412146232623307,0.565053506746989,0.565627314785581,0.434372685214418,0.242645273735983,0.243644422451371,0.756355577548629,0.001,0.001,0.001,0.001,0.001
"107","Quercus_palustris",614,0.592308550490888,0.593638702039042,0.406361297960958,0.174648245359129,0.447282836144964,0.448184495466098,0.551815504533902,0.130243802633739,0.131662654505462,0.868337345494538,0.001,0.001,0.001,0.001,0.001
"108","Quercus_phellos",4495,0.639112224559261,0.639272833271073,0.360727166728922,0.759050155425469,0.562540341771632,0.562637684819747,0.437362315180253,0.431587535617786,0.431714018142126,0.568285981857872,0.001,0.001,0.001,0.001,0.001
"109","Quercus_rubra",2270,0.276807517313893,0.277444972124546,0.722555027875454,-0.0409413179872983,0.239290804053136,0.239626065928829,0.760373934071171,0.0395438106604115,0.039967105587401,0.960032894412599,0.001,0.001,0.001,0.001,0.001
"110","Quercus_shumardii",2001,0.703843641010091,0.704139797369081,0.295860202630917,0.316146560408768,0.443905295857628,0.444183343209699,0.555816656790296,0.353506672470999,0.353829919134763,0.646170080865234,0.001,0.001,0.001,0.001,0.001
"111","Quercus_sinuata",284,0.649454004088737,0.6519313609503,0.3480686390497,0.68175608486473,0.403870700892064,0.405977164846509,0.594022835153492,0.424415525979764,0.426449393379128,0.573550606620871,0.001,0.001,0.001,0.001,0.001
"112","Quercus_stellata",7344,0.680268692515274,0.680355777169362,0.319644222830631,0.555709485837836,0.51412653347737,0.514192701728292,0.485807298271701,0.393639504315829,0.393722080986902,0.606277919013101,0.001,0.001,0.001,0.001,0.001
"113","Quercus_texana",215,0.73639703359419,0.738860612719478,0.26113938728052,0.458063448747764,0.377463167337977,0.380372217957893,0.619627782042106,0.367156865847651,0.370114076754905,0.629885923245095,0.001,0.001,0.001,0.001,0.001
"114","Quercus_velutina",1740,0.492629355072964,0.49321287507863,0.506787124921369,0.115542575432225,0.418637841154141,0.418972149468601,0.581027850531398,0.0800270386470777,0.0805560627766654,0.919443937223334,0.001,0.001,0.001,0.001,0.001
