"","intercepts","slopes","R2"
"1",0.229703047409162,0.000448947158949193,0.059459523448723
"2",0.230697720727436,0.000422931544986894,0.0542189595004783
"3",0.229778279528718,0.00041966927765908,0.0548944221094128
"4",0.235681381824782,0.000416765102901578,0.0523873590889943
"5",0.234570470226795,0.000418221928308549,0.0517532245070237
"6",0.229872492918372,0.000425629900518202,0.0545512548462956
"7",0.230599964544457,0.000432474498012637,0.0564287648961402
"8",0.231420106745884,0.000452708939005917,0.0593994356645727
"9",0.232412767703154,0.00042379289159135,0.0532812781511665
"10",0.231799943921976,0.000437798908987868,0.0555242989491467
"11",0.229320935678455,0.000430811274344492,0.0560647025227143
"12",0.232333314183207,0.000422047302152151,0.0531963715504932
"13",0.227582253516555,0.00045089302795463,0.060484336490703
"14",0.228825855788326,0.000422007303912928,0.0547538947277684
"15",0.232190101262618,0.000428374715840089,0.0531860818130266
"16",0.233467320337664,0.000427544690966098,0.053785197274933
"17",0.232902769917667,0.0004279679522079,0.054853605707728
"18",0.230641331373528,0.000432128940356907,0.0560137708691253
"19",0.22828045451918,0.000432839745781723,0.0578272742884609
"20",0.23113895318673,0.000427333326774716,0.0565370238112823
"21",0.22765944029163,0.00044144508312942,0.0585963929872564
"22",0.227531082923139,0.000401657626106132,0.0506284900297943
"23",0.23204241721343,0.000424221317314826,0.0548460890233146
"24",0.232535274218062,0.000448192401818571,0.0589651141124239
"25",0.230514048393654,0.000414106390032126,0.0514311524291933
"26",0.231646909371899,0.000423267055724123,0.0538983046756349
"27",0.229224394629524,0.000398066710826277,0.0497397643484893
"28",0.230125862557592,0.00042356751698799,0.0533051086004943
"29",0.233712986491513,0.000429572849669674,0.0545426496199636
"30",0.231783874397953,0.000433231476101705,0.0555433298581679
"31",0.228900070541918,0.00040624431505177,0.049699992765206
"32",0.226542141851013,0.000417145394510926,0.0550924677506363
"33",0.228351830937941,0.000431626130783413,0.0583403035909758
"34",0.232175311293546,0.000399073472335664,0.0483740816760567
"35",0.229286414096366,0.000438803970833216,0.0570803703618346
"36",0.231256178256475,0.000406184104078877,0.0504090155728157
"37",0.232458771358757,0.000426933839156712,0.0546445894578415
"38",0.232578218823026,0.000403806430363404,0.0496788579027806
"39",0.23243583868619,0.000428550699256454,0.0553908593377644
"40",0.232939729681205,0.000425152847145034,0.0545793285654417
"41",0.22967827047554,0.000432962260191412,0.0585619445395897
"42",0.229855687243724,0.000438445523678011,0.0582507144147864
"43",0.226870605360359,0.000414843755862901,0.0535054572569109
"44",0.234146727340744,0.000442880864573108,0.0581809743652459
