"","species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
"239668","Annona glabra",-80.318598,25.788742,30.4422715229714,17.1086001537648,1529.30104228667,-0.00678969366926598,-0.00150346067042968,-0.00119854714663688,0.0517497237300127,0.00695421553477304,3.35950917141544,24.25,1531.1526498438,30.4211069772309,17.0788930227691
"239740","Annona glabra",-80.322385,25.826773,30.4438414515391,17.0364556058476,1535.55657491379,3.29944795906162e-06,-6.61860872276365e-05,-9.47177070181067e-05,-0.629155462181639,6.6268276767751e-05,4.76219882682493,24.25,1537.96887926675,30.4500007629395,17.0333376110018
"239972","Annona glabra",-80.30559,25.819314,30.2733333149792,17.1617350716161,1533.70836557046,1.06221177613038e-34,1.73472347597681e-18,2.49239080378208e-18,-0.00852144168242108,1.73472347597681e-18,1.5707963267949,24.25,1533.68738569652,30.2655508274884,17.1499996185303
"240124","Annona glabra",-80.223625,25.785238,29.7631133823761,18.0502907822515,1513.17893516444,-3.18663532839115e-34,-1.73472347597681e-18,-2.56757665029604e-18,-0.86042442425383,1.73472347597681e-18,4.71238898038469,24.3500003814697,1516.39584571461,29.7739859705434,18.0499992370605
"240134","Annona glabra",-80.308747,25.77391,30.3131287597789,17.2096616058978,1527.46257185767,-3.18663532839115e-34,-1.73472347597681e-18,-2.52003660545076e-18,0.0837791458027769,1.73472347597681e-18,4.71238898038469,24.2681526752236,1527.09181282547,30.3033287495688,17.1966712504312
"240184","Annona glabra",-80.322559,25.797255,30.4485527063458,17.0372478527902,1531.85457235678,0,0,0,-0.423032845714657,0,1.5707963267949,24.25,1533.4325005937,30.4500007629395,17.0311154226767
"240222","Annona glabra",-80.287688,25.820572,30.1546040105661,17.3520895852152,1528.49775393024,-0.000131664597205938,-0.00247718554950885,-0.00355449400656566,-0.104743366925225,0.00248068467079408,4.65928806427129,24.25,1530.10222515918,30.1511059453847,17.3488940546153
"240710","Annona glabra",-80.23905,25.783403,29.8398617772186,17.9340866959935,1513.77624631829,4.24884710452153e-34,6.93889390390723e-18,1.02355001154151e-17,-0.826370703167337,6.93889390390723e-18,1.5707963267949,24.3500003814697,1516.86556059413,29.8500003814697,17.9333388241564
"241075","Annona glabra",-80.27678,25.782266,30.1974108205431,17.7597923759777,1541.84753940631,-0.0098580275491057,0.0416471480877873,0.0623837100125582,0.436389003968799,0.0428110392048431,1.8032220628903,24.3500003814697,1521.26107970638,30.1199947149285,17.5800041406623
"241151","Annona glabra",-80.239141,25.783457,29.8385395769673,17.9321603862883,1513.56147538539,0,0,0,-0.88691626958665,0,1.5707963267949,24.3500003814697,1516.88000422485,29.8500003814697,17.9322277088011
"241152","Annona glabra",-80.239686,25.783465,29.8367487447581,17.9243900549684,1513.29118069905,0,0,0,-0.968866516984479,0,1.5707963267949,24.3500003814697,1516.92000259745,29.8500003814697,17.9255610166692
