"","species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
"47134","Acer pensylvanicum",-85.10385,45.590478,22.8476981493433,-10.4747586368541,866.269380007855,0.0216493109686959,-0.0451153682959221,0.0441578783576065,-1.8886192961404,0.0500617825485489,5.15979967546515,6.47876485630387,861.369883313492,22.9144482875328,-10.4555599469074
"52050","Acer pensylvanicum",-85.117253,45.57153,23.0406481418932,-10.4059757544697,846.374526987771,-0.0563066741572299,-0.0920201359092401,0.0986577909683891,-1.61537145108275,0.108090601545383,4.16326893188109,6.56110195919126,852.639175285243,22.9655495468501,-10.4000078145839
"779628","Ostrya virginiana",-85.107952,45.543702,22.611573481483,-10.3891488537971,837.562441043004,0.0156932357737284,-0.10712229596407,0.108543856496541,-0.212980017482086,0.108478338808163,4.85785254971033,6.3472461618706,833.191212049249,22.6905747501376,-10.4066712844894
"40671","Acer pensylvanicum",-85.104183,45.364392,23.2783599218641,-10.1308304122911,881.914856544944,0.0167661346779147,0.00246564194439339,-0.00434721390260456,1.2166389272066,0.0169472758206507,0.146014237048063,6.77472370843775,880.379971087112,23.299744948919,-10.1508425014308
"45129","Acer pensylvanicum",-85.170812,45.359239,23.2335385346256,-9.99018965969439,910.288384627416,0.00542973947487786,-0.00614512549100206,0.00579464044193518,-2.48010944630278,0.00820037471093357,5.43606053138005,6.81222865785228,908.757262885183,23.24915891379,-9.95222659678093
"201075","Acer saccharum",-85.183603,45.334779,23.176850831292,-9.97775229988935,906.824488901811,0.00149073733673274,0.0649627032331514,-0.0675743438204792,-0.890058152406861,0.0650256206861353,1.54785276571777,6.75,908.362530225339,23.1499996185303,-9.94999980926514
"201865","Acer saccharum",-85.187157,45.351074,23.1380787517881,-9.92662961236876,911.948276992851,0.0377910031415451,-0.0276227281929261,0.0244608015873786,0.973553100954206,0.0468271002753523,5.65199853377901,6.81445087745893,905.999285079551,23.2144508033152,-9.94999980926514
"203907","Acer saccharum",-85.180776,45.350387,23.1980464134171,-9.95484652840728,910.819727164131,0.00876548516822267,0.0076973918142,-0.00896550934113842,-0.269364247464182,0.0116657509118129,0.720610064877492,6.80667310705919,910.001964065129,23.2066729958282,-9.94999980926514
"267176","Betula alleghaniensis",-85.188486,45.351824,23.1950960780748,-9.96155997397668,907.486540666178,0.0158913216779407,-0.000624774814909736,-0.0011164891987341,-0.794265278742794,0.0159042690718618,6.24389007298533,6.82333975791588,905.086661381401,23.2233397261577,-9.94999980926514
"275595","Betula alleghaniensis",-85.188209,45.351357,23.2300647925724,-9.94751976847312,904.516904309919,0.00240130010441437,0.0220938588630391,-0.0231908605816782,0.374150412783649,0.0222257998073205,1.46253496406882,6.81778420763032,905.372956914973,23.2177841493812,-9.94999980926514
"773327","Ostrya virginiana",-85.139747,45.364221,23.0605152043127,-10.1653399797007,916.932831836303,0.0244601534528292,-0.00979260025235192,0.0075888813155822,-3.73924596133051,0.0263506133002583,5.9023780239559,6.71432880697873,911.530570981331,23.1200079359943,-10.1078998039715
"773852","Ostrya virginiana",-85.185274,45.351508,23.2287850434339,-9.92894927934674,906.290589938431,0.00791083152577261,0.0295266542663876,-0.0315215720710656,1.61152235758859,0.0305727942789001,1.30902258618621,6.82000642774449,906.945114103566,23.2200063800917,-9.94999980926514
"775671","Ostrya virginiana",-85.189693,45.3508,23.2097655780876,-9.92949218405928,904.93676717229,0.00950202984142313,0.014330290508213,-0.015924527177918,1.37234073935885,0.0171952009942045,0.985285720082352,6.81111754728762,904.852720119895,23.2111174572494,-9.94999980926513
"44064","Acer pensylvanicum",-85.247144,45.335655,23.0812379189141,-9.83869371062587,912.882156142124,0.0627380044381424,-0.0252625929626512,0.0187888399299122,-5.8291065754726,0.0676849132002931,5.90038096324679,6.86155274511415,900.255302876061,23.2328934690864,-9.75
"52829","Acer pensylvanicum",-85.248517,45.339257,22.7235750566389,-9.76427905239066,942.854839253003,0.263341561392106,-0.00359792781708834,-0.0266798223941199,-0.794968146933191,0.266509875680309,6.26952356707129,6.89555642217132,899.82090159238,23.25,-9.75
"204017","Acer saccharum",-85.247194,45.335686,23.0812379189141,-9.83869371062587,912.882156142124,0.0627380044381424,-0.0252625929626512,0.0187888399299122,-5.8291065754726,0.0676849132002931,5.90038096324679,6.86155274511415,900.255302876061,23.2328934690864,-9.75
"270409","Betula alleghaniensis",-85.226762,45.330422,23.257442298019,-9.87486037214604,894.841441230595,-0.00367034382264182,-0.00131239816040969,0.00178588987791806,-1.63251124860783,0.00389793402447033,3.48499375253972,6.84999990463257,895.248272918267,23.25,-9.85000038146973
"494867","Fagus grandifolia",-85.247116,45.33609,23.2136016949264,-9.80880974343454,902.178654985669,0.00091856912262699,-0.030252189238676,0.0311222157385776,-4.1007071317236,0.0302707543460653,4.74274337814681,6.86125617463082,900.133083820808,23.2365233870498,-9.75
"769528","Ostrya virginiana",-85.247257,45.336073,23.2547174374283,-9.81882441474584,899.142351933207,-0.016222138277694,-0.011293894553539,0.0135416807805384,-4.46880368208623,0.0197676685477916,3.74976546591357,6.86313286036196,900.189377681602,23.2368689230806,-9.75
"1239729","Tilia americana",-85.189968,45.350924,23.1595486518659,-9.92035269741038,908.683273896033,0.028276624745125,-0.0204025668920462,0.0180187063707891,1.45977769215175,0.0348758557153627,5.65815223271718,6.8122286573447,904.690622801194,23.2122285726046,-9.94999980926514
"1247957","Tilia americana",-85.249618,45.335191,23.1539453901545,-9.73642059368536,907.199235820182,0.0271076866889801,-0.0806053779258941,0.0800348787703713,-0.327306471228904,0.0851443209363966,5.03680824756407,6.88225855797769,901.148046556208,23.2355209799511,-9.75
"43298","Acer pensylvanicum",-85.363652,45.06815,23.8977086578107,-9.56345392957509,882.594708078165,-0.0494203537375874,0.0976821507638284,-0.0891068716297068,0.233375164688236,0.109692095340553,2.03917686343485,7.26221766551897,893.353374118982,23.75,-9.55000019073487
"49068","Acer pensylvanicum",-85.365976,45.077517,23.6923378368029,-9.52706344973341,892.252513030336,-0.00519857278931342,-0.048933482586934,0.0500323270995895,-1.40518580891979,0.0492287312144646,4.60654843625031,7.28999541694685,891.721851702933,23.700658854533,-9.51711232248204
"50359","Acer pensylvanicum",-85.362483,45.073028,23.6825243893714,-9.60732981729848,896.131140189031,0.00448220027463508,-0.0515116924760849,0.0508912689205321,-4.29784739568773,0.051729397810056,4.79918363093772,7.25,893.11341210128,23.7228343317754,-9.55000019073486
"115431","Acer rubrum",-85.363052,45.111656,23.5618219024261,-9.43352033575466,904.307769374744,-0.0040497152976078,-0.236474928722157,0.239512900352191,-1.88571737296124,0.238771956879363,4.69526530688443,7.25,898.228418772982,23.6499996185303,-9.45848788061849
