"","species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
"1","Acer saccharum",-71.598048,45.002035,21.9387952738105,-15.7286396004383,1226.4574100503,0.101973929620218,-0.0350041459405768,0.00363431831034329,-0.61958209688125,0.108024500870462,5.95252247171946,4.33971050480037,1195.21030626018,22.1163836805131,-15.7312615882679
"2","Prunus serotina",-71.440813,45.042385,22.8109556690163,-15.7180363329967,1229.2637737842,-0.00116992149676752,-0.00329665144178918,0.00502230564138625,-3.29864946274775,0.00349809618925146,4.37137178304838,4.76245355061978,1227.1736734628,22.7997942475773,-15.6748866461016
"3","Acer pensylvanicum",-83.303537,45.0339,23.7499226124227,-9.92513533292626,812.074913227175,-0.0827630493180626,-0.0201425087124707,0.0132847971220914,0.964200282944432,0.0852822276849799,3.38032695731323,6.78744894759563,824.010787100852,23.5822105669843,-9.94999980926514
"4","Fraxinus pennsylvanica",-83.26497,45.02085,23.378821385408,-9.78747453782946,820.731519414507,0.0175960879444472,0.0546125747934429,-0.0471353980555618,-0.004281621090693,0.0574088386595168,1.25910040036282,6.75,820.143070034976,23.3771546416413,-9.77777324145699
"5","Quercus rubra",-83.321787,45.039589,23.6538243675762,-10.0213443034731,817.516414703947,0.00880092250389728,-0.00251863041204976,0.00275044427604116,1.8080946987381,0.00915434743579899,6.00445698249509,6.82332678789577,817.501639817213,23.6573289307826,-10.0500001907349
"6","Acer pensylvanicum",-83.318509,45.100107,23.2211689394437,-9.93743206057192,838.854787797886,-0.00661199334003471,0.00157944682042828,-0.00191973172450198,0.738202591223001,0.00679807473396403,2.90711068445337,6.65000009536743,840.702159386189,23.1966599839954,-9.94999980926514
"7","Acer pensylvanicum",-83.317458,45.106286,23.1342317676444,-9.94756978070215,843.6674711235,0.0179652311794085,0.0212500877362678,-0.0178349597392712,0.376478567401013,0.027830122128173,0.868967699078212,6.65000009536743,842.266753645717,23.1499996185303,-9.94999980926514
"8","Fagus grandifolia",-83.316795,45.106475,23.1298760422658,-9.94136692254492,843.780963989703,0.013037962251689,-0.00595699087923923,0.00638040434110739,0.431160953053232,0.0143348622166334,5.85461160709054,6.65000009536743,842.421327474336,23.1499996185303,-9.94999980926514
"9","Fraxinus pennsylvanica",-83.327195,45.192515,23.010596241105,-9.93494931111011,809.815176813282,-0.00857840845746119,0.0521317143519617,-0.0480937197615821,1.51500749610515,0.0528574094483699,1.73388735925179,6.55000019073486,813.543400833032,22.9500007629395,-9.94999980926514
"10","Acer pensylvanicum",-83.493759,45.359634,22.8130966831041,-10.1151172568574,861.328851274204,0.0245905628120951,0.015875328372892,-0.0119591855442783,-0.888873126777421,0.0292739918638431,0.573266123536896,6.34999990463257,857.97188680731,22.8500003814697,-10.099705235745
"11","Betula alleghaniensis",-83.483552,45.342377,22.9346630062936,-10.0396314233041,861.166433429688,-0.027530935342583,0.000950059053567401,-0.00402866437174623,0.631766028351128,0.0275508084166739,3.10709755986612,6.38999337254228,866.336180261298,22.8704397334741,-10.0500001907349
"12","Acer rubrum",-83.604801,45.94805,22.1608252082525,-11.1714701919647,840.744940342676,-0.00325760694849431,-0.0133821781343005,0.00996787056205827,0.0863297965580803,0.0137734051909859,4.47360451763621,5.55000019073486,841.552508067323,22.155550573692,-11.1762417386227
"13","Acer rubrum",-83.577848,45.949036,22.1680151494008,-11.1831372312576,853.511261755432,-0.00263288261047729,-0.00224169138551685,0.00151721183531232,-0.0876769697036745,0.0034579327303139,3.84691106814802,5.55000019073486,854.433403908922,22.1571137674147,-11.1828921531599
"14","Acer saccharum",-83.623054,45.970737,22.1829742023958,-11.2259304368729,864.958899291928,-0.0225142686159989,-0.0359362774191711,0.0255891671833149,1.14547925272033,0.042419185896036,4.1527079273688,5.44999980926514,869.316391649398,22.1499946827537,-11.2500065322459
"15","Betula alleghaniensis",-83.563443,45.947954,22.2075284284417,-11.195195250517,854.234114784265,-0.0340447842981072,-0.0235418533079099,0.0154373356705834,-1.62902511651039,0.0414034481306798,3.74658882490977,5.52599298801366,858.844920572979,22.1526657150595,-11.1740068212515
"16","Fagus grandifolia",-83.541689,45.935088,22.2659051217922,-11.1635201043307,843.192271733417,-0.0353756017318241,0.0145685737448213,-0.0137525184071604,-0.556327491037194,0.0382673648579,2.75093365745433,5.55000019073486,849.752097662328,22.1777709721972,-11.1499996185303
"17","Acer pensylvanicum",-83.878312,45.462597,23.4163792752539,-10.6565170955095,868.26244939932,0.0268164280913765,0.0272890650387029,-0.0241863700406886,-0.161934756263463,0.0382691611453939,0.794133411862455,6.44999980926514,865.202898439882,23.4495924055776,-10.6499996185303
"18","Acer pensylvanicum",-83.887858,45.465446,23.4248584870977,-10.7182264632787,860.800740277925,-0.0095843047504936,0.00457750908702561,-0.00537293192166201,2.03702731181305,0.0106215219938796,2.69602125428456,6.38807738358623,863.997099817869,23.3880780419911,-10.75
"19","Acer pensylvanicum",-83.878578,45.463628,23.4527593403286,-10.6460952828429,864.776374165163,0.00608074457058996,0.0154164298537545,-0.0145138129623443,0.369618853765814,0.0165730778780358,1.19509851144291,6.44999980926514,864.929674272373,23.4486167470979,-10.6499996185303
"20","Acer pensylvanicum",-83.933975,45.49153,23.306203996607,-10.8432909312003,878.897001531735,0.144215590257983,0.0240180728102817,-0.0110973614402048,-0.81700380659683,0.146727848898076,0.165028187145474,6.44999980926514,857.160599154241,23.5777784325455,-10.8277728831598
"21","Acer pensylvanicum",-83.880347,45.464237,23.3779409444981,-10.6539252806726,871.018577954728,0.0692536721258674,0.121117190464208,-0.112027334754772,1.95056375664518,0.139975261935367,1.05137733429451,6.44049802129945,864.692991500991,23.4404989296657,-10.6622172825739
"22","Acer rubrum",-83.887443,45.469275,23.282160461276,-10.7527810921699,875.553902507589,0.0839817180668028,0.0171029341854354,-0.00894258425928735,-0.232175112391654,0.0858108109702659,0.200903354237194,6.43371065279572,863.27249655981,23.4337115287972,-10.7477731649323
"23","Acer saccharum",-83.887872,45.465456,23.4240864812933,-10.7193999826099,860.869124156237,-0.0102197617177126,0.00010685296415568,-0.00105398116430727,1.90535987306469,0.0102204982398474,3.1311375105334,6.3887810143842,863.989026073606,23.3887816761443,-10.75
"24","Fagus grandifolia",-83.887847,45.465439,23.4248584870977,-10.7182264632787,860.800740277925,-0.0095843047504936,0.00457750908702561,-0.00537293192166201,2.03702731181305,0.0106215219938796,2.69602125428456,6.38807738358623,863.997099817869,23.3880780419911,-10.75
"25","Fagus grandifolia",-83.887138,45.466975,23.3949287335966,-10.7366090837783,864.959450178236,0.0168834650373266,0.0211025866164286,-0.0190830943454961,0.685483327834371,0.0270286595409791,0.896015056052194,6.40803272707637,863.732001121927,23.4080334806359,-10.7444398188664
"26","Acer pensylvanicum",-83.735527,45.960713,22.0912266096706,-11.2240261022968,839.409919813061,0.0983003058740831,0.0472953024456777,-0.0303850539243162,1.63842960361142,0.109303702412596,0.448438600865478,5.57044997605248,826.347597688977,22.25,-11.2448896161643
"27","Acer pensylvanicum",-83.787868,45.994922,22.1977161936111,-11.3440388981131,830.313577526758,0.039507258474521,0.0310161763646771,-0.0214289606038888,-0.110459527308725,0.0502488913223481,0.665574087906621,5.55221780042323,825.251359578989,22.2520206433543,-11.3390973490417
"28","Acer pensylvanicum",-83.794229,45.988703,22.3373711722373,-11.2172661726073,816.969352059086,-0.0444710269453441,-0.0486512547233949,0.0346087626253515,1.87688337137745,0.0659615292588643,3.97185036359099,5.62888439436393,824.578358214481,22.2622760884105,-11.2532860598249
"29","Fagus grandifolia",-83.782775,45.996596,22.1826850322023,-11.3364107273766,831.819862496012,0.0388376818571991,-0.009174183487606,0.00874563479635282,0.564397544311826,0.0399171301404532,6.05121881990334,5.56111782504352,826.165912125035,22.2611176873217,-11.3500003814697
"30","Fagus grandifolia",-83.751893,45.999328,22.2061905203952,-11.3516875911342,840.339104522894,0.0107188453439678,0.0535064838178627,-0.0393915668966379,0.592294020123073,0.0545966848637054,1.37308543001655,5.49333984189061,841.114189325913,22.1808171981806,-11.3500003814697
"31","Ostrya virginiana",-83.751877,45.999185,22.2093961975793,-11.3489183596011,839.651226063148,0.00453655423737032,0.0407179956858809,-0.0301654544027822,0.619520133934373,0.0409814043092492,1.45983993340729,5.49222872653538,841.111325046989,22.1800271229571,-11.3500003814697
"32","Fagus grandifolia",-83.728492,45.991614,22.1521035900043,-11.3499745477668,853.723838583473,0.008313858794321,0.0162877741927707,-0.0117435523297335,0.152853116410464,0.0182879501297595,1.09883518165932,5.49888235112991,853.494658334606,22.1499996185303,-11.3500003814697
"33","Acer pensylvanicum",-83.929091,45.988696,22.4781446868133,-11.236642342552,840.119222319514,-0.0533675571112709,0.0275455821047936,-0.0226199962925141,1.53803807441713,0.0600932614777768,2.66510989780442,5.63443802133793,851.494342979969,22.3344382332344,-11.25
"34","Fraxinus pennsylvanica",-83.57181,45.34286,23.0334435425779,-10.2528704379064,883.011815919802,0.0126935397242114,0.00386587235691733,-0.0022719278181548,-0.217657953082551,0.0132695611998613,0.295629814488158,6.44999980926514,881.529932958811,23.0499992370605,-10.25
"35","Acer pensylvanicum",-83.796231,45.335177,23.4120802117194,-10.8597800489524,807.794357684809,-0.0139128844226164,0.00370341116775353,-0.00498316083732676,-0.492514189944454,0.0143978446644863,2.88143933147955,6.34999990463257,810.123689782516,23.3766606563273,-10.8533290858503
"36","Acer pensylvanicum",-84.008664,45.954412,22.3794301289829,-11.0790494008946,835.928055773005,0.0162393942139417,0.0190888005372738,-0.0146698039655811,-1.52199266620146,0.0250645522153717,0.865879252835745,5.65000009536743,833.352814085271,22.3998939886285,-11.054451140939
"37","Acer pensylvanicum",-84.000572,45.958679,22.4383614813629,-11.1311390020326,834.316499062895,-0.00306777177340065,0.0511537612810352,-0.040276487885727,-1.0358577461023,0.0512681243547627,1.63069616160086,5.66975230988372,836.13125120997,22.3944496082405,-11.1055619598494
