"","species","decimalLatitude","decimalLongitude","ph_d0_100","clay_d0_100","sand_d0_100","silt_d0_100","db_d0_100","ec_d0_100","texture_d0_100","elevation","real.species"
"535116","Nyssa ogeche",30.1089,-81.9067,4.8575,1.72616666666667,94.5,2.549,1.49731666666667,0.1,"Loamy Sand",3.215823174,"Ilex opaca"
"535117","Nyssa ogeche",30.3414,-83.9908,5.00933333333333,9.97166666666667,84.5131666666667,5.51516666666667,1.54121666666667,0.1,"Sandy Loam",11.60590649,"Ilex opaca"
"535161","Nyssa ogeche",30.205574,-81.806305,4.88985507246377,3.03333333333333,94.5,0.756935817805383,1.27106666666667,0.1,"Loamy Sand",19.44466972,"Ilex opaca"
"535166","Nyssa ogeche",30.703396,-85.928696,5.12237569060773,13.2194751381215,63.5875690607735,23.192955801105,1.3522375,0.1,"Sandy Loam",14.44864559,"Ilex opaca"
"535217","Nyssa ogeche",32.175025,-81.076192,4.8,42.95,29.02,28.03,1.413,0,"Clay",5.716473579,"Ilex opaca"
"535227","Nyssa ogeche",30.308163,-84.353783,5.45933333333333,2.12166666666667,94.7683333333333,3.11,1.46166666666667,0.1,"Loamy Sand",6.47228384,"Ilex opaca"
"535320","Nyssa ogeche",31.10445,-83.632775,4.742,14.534,75.429,10.037,1.59706666666667,0.666666666666667,"Sandy Loam",65.8875885,"Ilex opaca"
"535335","Nyssa ogeche",30.477005,-84.622815,4.65,3.7314,88.02275,7.313,1.26228,0.1,"Loamy Sand",32.10248566,"Ilex opaca"
"535337","Nyssa ogeche",30.792374,-86.61146,5.71975,3.835,89.48825,6.67675,1.554025,0.1,"Loamy Sand",41.03630447,"Ilex opaca"
"535360","Nyssa ogeche",31.492959,-83.381796,5,11.19,67.514,21.296,1.4638,0,"Sandy Loam",76.76191711,"Ilex opaca"
"535364","Nyssa ogeche",32.686646,-80.601427,5.5,3,93.2,3.8,1.6,0,"Loamy Sand",5.329192162,"Ilex opaca"
"535430","Nyssa ogeche",29.711728,-82.457469,5.0118,13.2032,82.1506,4.6462,1.52956,0.1,"Sandy Loam",54.89994049,"Ilex opaca"
"535452","Nyssa ogeche",32.769855,-80.44648,4.8,44.575,25.276,30.149,1.4,0,"Clay",1.769131422,"Ilex opaca"
"535470","Nyssa ogeche",32.842312,-81.805413,5,42.105,31.308,26.587,1.393,0,"Clay",62.7089386,"Ilex opaca"
"535509","Nyssa ogeche",30.567134,-81.524896,5.02,2.0244,94.5,2.2788,1.48098,0.1,"Loamy Sand",5.218794346,"Ilex opaca"
"535524","Nyssa ogeche",30.84387,-81.546828,4.88666666666667,4.38333333333333,89.1133333333333,6.50333333333333,1.4635,0.0333333333333333,"Loamy Sand",6.053791046,"Ilex opaca"
"535594","Nyssa ogeche",29.717108,-82.416205,4.89716666666667,16.92,75.499,7.581,1.53795,0.1,"Sandy Loam",43.37533569,"Ilex opaca"
"535596","Nyssa ogeche",30.004957,-84.559968,4.7,4.855,92.345,2.8,0.8572,0.1,"Loamy Sand",0.560912609,"Ilex opaca"
"535688","Nyssa ogeche",30.566523,-81.52252,5.02,2.0244,94.5,2.2788,1.48098,0.1,"Loamy Sand",3.240101814,"Ilex opaca"
"535717","Nyssa ogeche",30.127497,-84.290688,5.041,4.63,91.1218571428572,4.24814285714286,1.49634285714286,0.1,"Loamy Sand",2.284549475,"Ilex opaca"
"535741","Nyssa ogeche",30.245989,-83.287954,4.635,1.892,96.298,1.81,1.57316666666667,0.1,"Loamy Sand",25.15280342,"Ilex opaca"
"535777","Nyssa ogeche",30.453943,-81.517166,5.0125,2.905,94.5,0.706125,1.4868375,0.1,"Loamy Sand",2.366829157,"Ilex opaca"
"535782","Nyssa ogeche",29.864891,-82.602829,5.1254,2.3036,94.474,3.2224,1.50204,0.1,"Loamy Sand",14.07369232,"Ilex opaca"
"535836","Nyssa ogeche",31.37723,-81.401612,4.6,3.565,95.24,1.195,1.4707,0,"Loamy Sand",1.649079919,"Ilex opaca"
"535855","Nyssa ogeche",29.679819,-82.541527,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",25.62051201,"Ilex opaca"
"535866","Nyssa ogeche",30.38563,-81.498292,5.3,2.1925,94.5,0.7095,1.523925,0.1,"Loamy Sand",6.073509216,"Ilex opaca"
"535895","Nyssa ogeche",30.09787,-83.176675,5.415,2.79625,94.4415,2.76225,1.486225,0.1,"Loamy Sand",11.76069546,"Ilex opaca"
"535903","Nyssa ogeche",30.006517,-84.562371,4.7,4.855,92.345,2.8,0.8572,0.1,"Loamy Sand",0.529527545,"Ilex opaca"
"535908","Nyssa ogeche",30.385948,-81.498642,5.3,2.1925,94.5,0.7095,1.523925,0.1,"Loamy Sand",6.812965393,"Ilex opaca"
"535917","Nyssa ogeche",30.497338,-86.424988,4.97366666666667,2.63433333333333,90.63,6.73566666666667,1.66801666666667,0.1,"Loamy Sand",4.434533119,"Ilex opaca"
"536056","Nyssa ogeche",29.486323,-82.974058,5.5521158129176,10.5365256124722,87.0768374164811,2.38663697104677,1.53017817371938,0.20022271714922,"Loamy Sand",3.456409454,"Ilex opaca"
"536069","Nyssa ogeche",30.347126,-81.540522,5.24,2.442,94.5,1.68,1.4823,0.1,"Loamy Sand",9.965971947,"Ilex opaca"
"536230","Nyssa ogeche",29.44912,-83.022716,5.08,2.548,96.4102,1.0418,1.46018,0.1,"Loamy Sand",3.343064785,"Ilex opaca"
"536239","Nyssa ogeche",30.575045,-84.951981,5.25475,17.503,72.4065,10.0905,1.47475,0.1,"Sandy Loam",26.22011375,"Ilex opaca"
"536321","Nyssa ogeche",29.578871,-82.484675,5.34,4.695,93.2472,2.0578,1.51994,0.1,"Loamy Sand",19.5326519,"Ilex opaca"
"536369","Nyssa ogeche",30.321111,-85.008006,4.70766666666667,19.9823333333333,66.9136666666667,13.104,1.457,0.1,"Sandy Loam",16.79911995,"Ilex opaca"
"536399","Nyssa ogeche",29.555694,-82.612309,4.8632,4.786,91.952,3.262,1.52718,0.1,"Loamy Sand",17.67970657,"Ilex opaca"
"536426","Nyssa ogeche",31.979397,-81.171342,5,13.39,74.913,11.697,1.5035,0,"Sandy Loam",3.638654947,"Ilex opaca"
"536521","Nyssa ogeche",32.831699,-81.168373,5.84,8.66,84.14,7.2,1.543,0,"Sandy Loam",22.51823997,"Ilex opaca"
"536565","Nyssa ogeche",29.656034,-82.297071,4.96366666666667,7.17833333333333,87.7686666666667,5.053,1.55283333333333,0.1,"Loamy Sand",44.92179108,"Ilex opaca"
"536575","Nyssa ogeche",30.603482,-83.416708,5.3072,21.8834,66.5678,11.5488,1.57202,0.4216,"Sandy Loam",50.17853165,"Ilex opaca"
"536604","Nyssa ogeche",30.104614,-83.115844,5.5582,9.5148,85.5608,4.9244,1.49702,0.1,"Loamy Sand",10.89929485,"Ilex opaca"
"536623","Nyssa ogeche",31.135433,-83.619705,5.86,19.16,71.228,9.612,1.6056,1,"Sandy Loam",77.49996948,"Ilex opaca"
"536630","Nyssa ogeche",30.478305,-84.304092,5.18625,12.06875,78.44925,9.482,1.61475,0.325,"Sandy Loam",68.12613678,"Ilex opaca"
"536644","Nyssa ogeche",29.91984,-82.769673,5.48928571428571,4.27301587301587,90.8896825396825,4.83730158730159,1.48787698412698,0.1,"Loamy Sand",8.147027969,"Ilex opaca"
"536813","Nyssa ogeche",29.675367,-81.262642,5.07775,1.20225,97.36625,1.4315,1.505025,0.1,"Loamy Sand",5.7883811,"Ilex opaca"
"536868","Nyssa ogeche",30.538957,-83.87615,5.2026,14.175,76.0284,9.7966,1.52168,0.28,"Sandy Loam",51.96298218,"Ilex opaca"
"536873","Nyssa ogeche",29.76465,-81.286636,5.0285,1.42625,97.81675,0.757,1.58145,1,"Loamy Sand",6.209460258,"Ilex opaca"
"536905","Nyssa ogeche",30.450306,-84.104385,5.33933333333333,4.04566666666667,87.074,8.88033333333333,1.61926666666667,0.1,"Loamy Sand",14.50824928,"Ilex opaca"
"536930","Nyssa ogeche",31.261817,-81.301747,6.335,2.25,96.65,1.1,1.575,0,"Loamy Sand",3.524069786,"Ilex opaca"
"536973","Nyssa ogeche",30.125478,-83.226098,5.40742857142857,4.27914285714286,91.5721428571429,4.14871428571429,1.48401428571429,0.1,"Loamy Sand",12.90752983,"Ilex opaca"
"537010","Nyssa ogeche",31.885755,-81.203933,4.68025,10.0225,80.631,8.8465,1.433375,0.325,"Sandy Loam",2.075744867,"Ilex opaca"
"537022","Nyssa ogeche",30.409652,-84.638418,5.219,3.2792,91.734,4.9868,1.47896,0.1,"Loamy Sand",20.54837036,"Ilex opaca"
"537058","Nyssa ogeche",29.654103,-82.370675,4.58866666666667,6.57333333333333,90.2253333333333,3.20133333333333,1.50173333333333,0.1,"Loamy Sand",22.89104652,"Ilex opaca"
"537102","Nyssa ogeche",30.703522,-84.192093,5.09,21.79,66.39,11.82,1.638,1,"Sandy Loam",79.79655457,"Ilex opaca"
"537117","Nyssa ogeche",32.136606,-81.247055,4.698,36.725,36.924,26.351,1.4405,0,"Clay Loam",5.968241692,"Ilex opaca"
"537129","Nyssa ogeche",30.714875,-85.6977,5.22,8.05566666666667,86.7946666666667,5.14966666666667,1.48853333333333,0.1,"Loamy Sand",34.79012299,"Ilex opaca"
"537243","Nyssa ogeche",30.1994,-83.92463,4.869,2.7368,94.1586,3.1046,1.53126,0.1,"Loamy Sand",4.783427715,"Ilex opaca"
"537245","Nyssa ogeche",29.669703,-82.242212,4.9018,4.591,91.6458,3.7632,1.50068,0.1,"Loamy Sand",23.4437809,"Ilex opaca"
"537247","Nyssa ogeche",29.914112,-82.577811,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",11.56666946,"Ilex opaca"
"537253","Nyssa ogeche",29.67062,-82.319458,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",56.3496666,"Ilex opaca"
"537283","Nyssa ogeche",30.126644,-81.547386,4.9,3.9025,94.5,0.80425,1.474075,0.1,"Loamy Sand",2.756189346,"Ilex opaca"
"537287","Nyssa ogeche",30.713117,-85.929899,5.37016666666667,6.45333333333333,88.6425,4.90416666666667,1.52691666666667,0.1,"Loamy Sand",17.10982895,"Ilex opaca"
"537311","Nyssa ogeche",29.874395,-82.499029,5.06116666666667,14.7366666666667,80.2535,5.00983333333333,1.52805,0.1,"Sandy Loam",46.50506973,"Ilex opaca"
"537365","Nyssa ogeche",32.173436,-81.076665,4.8,42.95,29.02,28.03,1.413,0,"Clay",2.966287851,"Ilex opaca"
"537422","Nyssa ogeche",30.864548,-83.954328,5.86,19.16,71.228,9.612,1.6056,1,"Sandy Loam",80.40045166,"Ilex opaca"
"537432","Nyssa ogeche",32.189512,-81.079375,5.3,14.98,74.424,10.596,1.496,0,"Sandy Loam",4.1033535,"Ilex opaca"
"537483","Nyssa ogeche",31.143695,-82.210471,4.886,9.06,85.36,5.58,1.54593333333333,0,"Loamy Sand",36.71193695,"Ilex opaca"
"537486","Nyssa ogeche",29.726264,-82.409146,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",54.96055603,"Ilex opaca"
"537511","Nyssa ogeche",30.394041,-81.723962,5.11333333333333,11.4858333333333,80.7701666666667,8.31216666666667,1.49175,0.1,"Sandy Loam",5.94438982,"Ilex opaca"
"537535","Nyssa ogeche",30.384825,-83.171517,5.36666666666667,1.91866666666667,94.5,3.58133333333333,1.45636666666667,0.1,"Loamy Sand",13.59009552,"Ilex opaca"
"537572","Nyssa ogeche",30.238752,-81.700666,5.1026,12.768,76.432,10.8,1.42672,0.1,"Sandy Loam",1.851495028,"Ilex opaca"
"537595","Nyssa ogeche",29.602325,-82.238693,4.93941605839416,7.94525547445255,86.3880778588808,5.66666666666667,1.27054,0.1,"Loamy Sand",20.57479858,"Ilex opaca"
"537630","Nyssa ogeche",30.750787,-85.551835,5.0065,15.9065,72.841,11.2525,1.48535,0.1,"Sandy Loam",43.03184128,"Ilex opaca"
"537637","Nyssa ogeche",30.64731,-83.234077,5.3,13.36,79.1,7.54,1.3588,0,"Sandy Loam",38.19761276,"Ilex opaca"
"537747","Nyssa ogeche",29.558826,-82.32642,5.69525616698292,4.79411764705882,93.0567362428843,2.14914611005693,1.50876660341556,0.1,"Loamy Sand",25.63577461,"Ilex opaca"
"537763","Nyssa ogeche",30.920127,-83.341547,5.86,19.16,71.228,9.612,1.6056,1,"Sandy Loam",64.31970215,"Ilex opaca"
"537833","Nyssa ogeche",29.71107,-82.455375,4.89716666666667,16.92,75.499,7.581,1.53795,0.1,"Sandy Loam",42.95818329,"Ilex opaca"
"537869","Nyssa ogeche",30.023022,-81.333078,5.07775,1.20225,97.36625,1.4315,1.505025,0.1,"Loamy Sand",3.169372797,"Ilex opaca"
"537872","Nyssa ogeche",30.523433,-84.573232,5.03325,25.538,64.16425,10.29775,1.62205,0.775,"Sandy Loam",56.79036331,"Ilex opaca"
"537899","Nyssa ogeche",30.293808,-83.025764,5.3004,3.2382,92.5058,4.256,1.58852,0.1,"Loamy Sand",28.38182449,"Ilex opaca"
"537909","Nyssa ogeche",31.177273,-83.538788,4.85066666666667,8.798,77.383,13.819,1.5878,0.799,"Sandy Loam",58.11981583,"Ilex opaca"
"537952","Nyssa ogeche",30.496282,-86.419851,4.97366666666667,2.63433333333333,90.63,6.73566666666667,1.66801666666667,0.1,"Loamy Sand",3.937046051,"Ilex opaca"
"538004","Nyssa ogeche",32.165635,-81.115197,5.3125,4.375,95.0125,0.6125,1.49875,1,"Loamy Sand",2.126347542,"Ilex opaca"
"538022","Nyssa ogeche",31.879013,-81.39132,4.6,35.92,38.192,25.888,1.392,0,"Clay Loam",2.38914609,"Ilex opaca"
"538031","Nyssa ogeche",30.810695,-85.226342,5.00242857142857,32.2427142857143,57.5228571428571,10.2344285714286,1.4745,0.1,"Sandy Clay Loam",27.29418182,"Ilex opaca"
"538160","Nyssa ogeche",30.712013,-86.878635,5.155,23.4855,56.1325,20.382,1.536625,0.1,"Sandy Loam",12.28977203,"Ilex opaca"
"538240","Nyssa ogeche",29.660636,-82.365228,5.26066666666667,6.5,88.78,4.72,1.5524,0.1,"Loamy Sand",25.00332069,"Ilex opaca"
"538296","Nyssa ogeche",30.287207,-82.974049,5.4632,11.3952,84.0332,4.5716,1.5373,0.1,"Sandy Loam",32.22341919,"Ilex opaca"
"538348","Nyssa ogeche",29.562513,-82.63002,5.4384,2.3236,95.6296,2.0468,1.50016,0.1,"Loamy Sand",17.76940918,"Ilex opaca"
"538408","Nyssa ogeche",30.127132,-83.133356,5.319,2.0572,94.5,3.4428,1.47192,0.1,"Loamy Sand",16.19865036,"Ilex opaca"
"538446","Nyssa ogeche",31.978359,-81.170244,5,13.39,74.913,11.697,1.5035,0,"Sandy Loam",3.786600828,"Ilex opaca"
"538519","Nyssa ogeche",32.583507,-80.813876,4.6,39,51.32,9.68,1.6,0,"Sandy Clay",3.322762966,"Ilex opaca"
"538530","Nyssa ogeche",30.404261,-84.59395,5.21766666666667,5.653,89.06,5.287,1.50066666666667,0.1,"Loamy Sand",27.41312218,"Ilex opaca"
"538545","Nyssa ogeche",30.142925,-84.298972,5.646,3.05,93.26475,3.68525,1.536575,0.1,"Loamy Sand",8.348096848,"Ilex opaca"
"538560","Nyssa ogeche",30.005169,-84.560719,4.7,4.855,92.345,2.8,0.8572,0.1,"Loamy Sand",-0.262160122,"Ilex opaca"
"538603","Nyssa ogeche",29.504435,-82.322894,5.26666666666667,4.3925,93.7526666666667,1.85483333333333,1.53641666666667,0.1,"Loamy Sand",27.46902847,"Ilex opaca"
"538656","Nyssa ogeche",32.163022,-80.772955,4.9865,4.815,90.3705,4.8145,1.42275,0,"Loamy Sand",3.027358532,"Ilex opaca"
"538678","Nyssa ogeche",30.573368,-84.947395,5.249,9.551,85.08875,5.36025,1.4845,0.1,"Loamy Sand",68.71250153,"Ilex opaca"
"538737","Nyssa ogeche",30.76214,-81.470631,4.88666666666667,4.38333333333333,89.1133333333333,6.50333333333333,1.4635,0.0333333333333333,"Loamy Sand",4.23069191,"Ilex opaca"
"538785","Nyssa ogeche",30.707108,-86.878423,5.04752475247525,12.4990099009901,63.1042904290429,24.396699669967,1.3805,0.1,"Sandy Loam",7.048873901,"Ilex opaca"
"538790","Nyssa ogeche",30.691564,-85.979884,5.3415,10.6821666666667,78.9335,10.3843333333333,1.61538333333333,0.748333333333333,"Sandy Loam",75.23178101,"Ilex opaca"
"538840","Nyssa ogeche",30.457778,-84.526944,5.275,2.177,92.987,4.836,1.6425,0.1,"Loamy Sand",20.93221664,"Ilex opaca"
"538871","Nyssa ogeche",32.019089,-81.315628,5.087,32.125,32.607,35.268,1.3587,0,"Clay Loam",1.173713803,"Ilex opaca"
"539001","Nyssa ogeche",30.716806,-85.928375,4.86825,13.48775,77.67625,8.836,1.51625,0.1,"Sandy Loam",18.41413116,"Ilex opaca"
"539055","Nyssa ogeche",30.627446,-83.313871,5.24416666666667,5.15716666666667,88.2296666666667,6.61316666666667,1.60796666666667,0.4,"Loamy Sand",24.74127388,"Ilex opaca"
"539060","Nyssa ogeche",30.891785,-84.290797,4.85066666666667,8.798,77.383,13.819,1.5878,0.799,"Sandy Loam",56.32596588,"Ilex opaca"
"539061","Nyssa ogeche",32.618237,-80.780257,5.237,13.27,76.391,10.339,1.63,0,"Sandy Loam",8.858546257,"Ilex opaca"
"539075","Nyssa ogeche",30.559142,-84.949914,5.249,9.551,85.08875,5.36025,1.4845,0.1,"Loamy Sand",71.20763397,"Ilex opaca"
"539149","Nyssa ogeche",30.693511,-85.980223,5.06190909090909,16.8827272727273,71.5675454545455,11.5497272727273,1.51247272727273,0.1,"Sandy Loam",66.16737366,"Ilex opaca"
"539153","Nyssa ogeche",30.175824,-84.305949,5.70175,2.89775,92.63075,4.4715,1.5216,0.1,"Loamy Sand",5.478365898,"Ilex opaca"
"539156","Nyssa ogeche",30.277058,-84.988804,4.97366666666667,2.63433333333333,90.63,6.73566666666667,1.66801666666667,0.1,"Loamy Sand",22.20545578,"Ilex opaca"
"539161","Nyssa ogeche",30.455795,-84.092828,5.45933333333333,2.12166666666667,94.7683333333333,3.11,1.46166666666667,0.1,"Loamy Sand",15.78151512,"Ilex opaca"
"539178","Nyssa ogeche",30.799946,-81.459073,4.88666666666667,4.38333333333333,89.1133333333333,6.50333333333333,1.4635,0.0333333333333333,"Loamy Sand",6.184542656,"Ilex opaca"
"539207","Nyssa ogeche",31.938555,-81.31366,4.6,35.75,38.06,26.19,1.395,0,"Clay Loam",3.910944462,"Ilex opaca"
"539213","Nyssa ogeche",30.3056,-84.34825,5.41466666666667,7.26433333333333,86.2863333333333,6.44933333333333,1.51376666666667,0.1,"Loamy Sand",3.296736479,"Ilex opaca"
"539215","Nyssa ogeche",30.236692,-81.705008,5.1026,12.768,76.432,10.8,1.42672,0.1,"Sandy Loam",1.658337831,"Ilex opaca"
"539279","Nyssa ogeche",33.090703,-81.668063,5.5,6,92.7,1.3,1.48,0,"Loamy Sand",74.83850861,"Ilex opaca"
"539328","Nyssa ogeche",30.403625,-84.646433,5.219,3.2792,91.734,4.9868,1.47896,0.1,"Loamy Sand",20.41989899,"Ilex opaca"
"539329","Nyssa ogeche",29.610932,-82.371107,5.06116666666667,14.7366666666667,80.2535,5.00983333333333,1.52805,0.1,"Sandy Loam",29.34056854,"Ilex opaca"
"539353","Nyssa ogeche",30.456657,-83.218616,4.84266666666667,8.87466666666667,85.114,6.01133333333333,1.496,0.1,"Loamy Sand",19.65773201,"Ilex opaca"
"539414","Nyssa ogeche",29.663714,-82.248664,5.5414,1.858,96.292,1.85,1.51892,0.1,"Loamy Sand",23.12477684,"Ilex opaca"
"539506","Nyssa ogeche",30.727478,-86.676593,5.71975,3.835,89.48825,6.67675,1.554025,0.1,"Loamy Sand",37.7985611,"Ilex opaca"
"539517","Nyssa ogeche",29.796339,-82.014846,5.02,1.1102,94.5,2.6446,1.47848,0.1,"Loamy Sand",45.48757935,"Ilex opaca"
"539561","Nyssa ogeche",32.022586,-81.266105,5,27.7,59.454,12.846,1.591,0,"Sandy Clay Loam",5.964845657,"Ilex opaca"
"539563","Nyssa ogeche",30.55935,-84.950692,5.249,9.551,85.08875,5.36025,1.4845,0.1,"Loamy Sand",67.94730377,"Ilex opaca"
"539570","Nyssa ogeche",32.133542,-80.794831,4.6,2.985,96.415,0.6,1.427,1,"Loamy Sand",1.515673876,"Ilex opaca"
"539582","Nyssa ogeche",30.93667,-81.756455,5.05,9.2,84.048,6.752,1.513,0,"Sandy Loam",4.357923031,"Ilex opaca"
"539650","Nyssa ogeche",30.86455,-83.95435,5.86,19.16,71.228,9.612,1.6056,1,"Sandy Loam",80.40045166,"Ilex opaca"
"539703","Nyssa ogeche",29.565532,-82.323765,4.93941605839416,7.94525547445255,86.3880778588808,5.66666666666667,1.27054,0.1,"Loamy Sand",17.69342613,"Ilex opaca"
"539720","Nyssa ogeche",29.99483,-84.989724,4.51733333333333,4.66566666666667,89.1446666666667,6.18966666666667,1.49143333333333,0.1,"Loamy Sand",9.264183998,"Ilex opaca"
"539741","Nyssa ogeche",30.720113,-85.930405,4.86825,13.48775,77.67625,8.836,1.51625,0.1,"Sandy Loam",14.29291058,"Ilex opaca"
"539763","Nyssa ogeche",30.688349,-86.562267,4.80233333333333,1.62333333333333,94.302,4.07466666666667,1.6774,0.1,"Loamy Sand",20.36676788,"Ilex opaca"
"539802","Nyssa ogeche",30.448708,-86.57543,4.97366666666667,2.63433333333333,90.63,6.73566666666667,1.66801666666667,0.1,"Loamy Sand",9.514577866,"Ilex opaca"
"539806","Nyssa ogeche",30.776783,-81.461267,4.88666666666667,4.38333333333333,89.1133333333333,6.50333333333333,1.4635,0.0333333333333333,"Loamy Sand",4.336556435,"Ilex opaca"
"539818","Nyssa ogeche",29.867209,-81.276052,5.53,1.70357142857143,97.408,0.888428571428571,1.56335714285714,1,"Loamy Sand",1.727637649,"Ilex opaca"
"539860","Nyssa ogeche",31.955799,-81.29856,4.6,44.8,7.86,47.34,0.79,1,"Silty Clay",0.979058206,"Ilex opaca"
"539910","Nyssa ogeche",30.023511,-81.333272,5.19983333333333,1.33666666666667,97.854,0.809333333333333,1.56771666666667,1,"Loamy Sand",3.185599566,"Ilex opaca"
"539911","Nyssa ogeche",30.335474,-82.686104,4.8584,2.9584,92.5164,4.5252,1.50988,0.1,"Loamy Sand",23.66603279,"Ilex opaca"
"539991","Nyssa ogeche",30.499747,-86.42474,4.97366666666667,2.63433333333333,90.63,6.73566666666667,1.66801666666667,0.1,"Loamy Sand",0.969280005,"Ilex opaca"
"540033","Nyssa ogeche",29.733528,-81.827797,5.1,3,94,3,1.5,0.1,"Loamy Sand",20.90434074,"Ilex opaca"
"540073","Nyssa ogeche",30.458192,-84.981459,5.40613496932515,23.5386503067485,55.7846625766871,20.6766871165644,1.46378,0.1,"Sandy Loam",17.88138199,"Ilex opaca"
"540152","Nyssa ogeche",29.698078,-82.341972,4.98725,5.82625,89.89125,4.2825,1.5360625,0.1,"Loamy Sand",52.1864624,"Ilex opaca"
"540206","Nyssa ogeche",29.671773,-81.266234,5.07775,1.20225,97.36625,1.4315,1.505025,0.1,"Loamy Sand",3.839236259,"Ilex opaca"
"540212","Nyssa ogeche",32.492963,-82.493293,5.5,2.28,93.94,3.78,1.654,0.1,"Loamy Sand",61.7823143,"Ilex opaca"
"540264","Nyssa ogeche",29.988906,-81.939667,4.66633499170813,4.835,67.93825,2.823875,1.214975,0.1,"Loamy Sand",30.89633942,"Ilex opaca"
"540266","Nyssa ogeche",29.378497,-83.043792,6.1257048092869,7.84825870646766,86.9056384742952,5.24610281923715,1.198125,0.1,"Loamy Sand",1.765215516,"Ilex opaca"
"540269","Nyssa ogeche",31.876872,-81.39132,4.888,40.5,27.92,31.58,1.328,0,"Clay",2.162040234,"Ilex opaca"
"540278","Nyssa ogeche",30.00864,-84.564587,4.7,4.855,92.345,2.8,0.8572,0.1,"Loamy Sand",-0.262160122,"Ilex opaca"
"540312","Nyssa ogeche",31.115172,-83.577988,4.742,14.534,75.429,10.037,1.59706666666667,0.666666666666667,"Sandy Loam",56.72817612,"Ilex opaca"
"540394","Nyssa ogeche",32.618205,-80.78048,5.237,13.27,76.391,10.339,1.63,0,"Sandy Loam",8.679864883,"Ilex opaca"
"540405","Nyssa ogeche",30.700219,-85.926756,4.80233333333333,1.62333333333333,94.302,4.07466666666667,1.6774,0.1,"Loamy Sand",15.91759586,"Ilex opaca"
"540422","Nyssa ogeche",30.801224,-81.960808,5.5994,2.8052,92.8584,5.5302,1.46934,0.1,"Loamy Sand",2.769437313,"Ilex opaca"
"540435","Nyssa ogeche",30.011875,-81.331763,5.19983333333333,1.33666666666667,97.854,0.809333333333333,1.56771666666667,1,"Loamy Sand",1.87743783,"Ilex opaca"
"540519","Nyssa ogeche",32.388275,-83.539055,5.16666666666667,50.8816666666667,21.9876666666667,27.1306666666667,1.33766666666667,0,"Clay",76.29751587,"Ilex opaca"
"540544","Nyssa ogeche",31.162797,-81.601772,4.88666666666667,4.38333333333333,89.1133333333333,6.50333333333333,1.4635,0.0333333333333333,"Loamy Sand",5.806280136,"Ilex opaca"
"540555","Nyssa ogeche",30.368655,-84.272278,5.45933333333333,2.12166666666667,94.7683333333333,3.11,1.46166666666667,0.1,"Loamy Sand",13.0278101,"Ilex opaca"
"540652","Nyssa ogeche",29.666371,-81.252158,5.07775,1.20225,97.36625,1.4315,1.505025,0.1,"Loamy Sand",2.999759912,"Ilex opaca"
"540722","Nyssa ogeche",30.127231,-81.549453,4.9,3.9025,94.5,0.80425,1.474075,0.1,"Loamy Sand",2.579237461,"Ilex opaca"
"540727","Nyssa ogeche",29.635002,-82.412468,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",24.39087868,"Ilex opaca"
"540733","Nyssa ogeche",29.716373,-82.391956,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",53.92061234,"Ilex opaca"
"540799","Nyssa ogeche",30.613525,-84.353237,5.018,8.7944,81.5202,9.6854,1.51406,0.1,"Sandy Loam",40.34631348,"Ilex opaca"
"540816","Nyssa ogeche",29.691612,-82.404081,5.47242857142857,4.95614285714286,91.6931428571429,3.35071428571429,1.57968571428571,0.1,"Loamy Sand",52.01378632,"Ilex opaca"
"540887","Nyssa ogeche",30.455718,-84.516165,5.275,2.177,92.987,4.836,1.6425,0.1,"Loamy Sand",20.96520424,"Ilex opaca"
"540948","Nyssa ogeche",29.675592,-81.7547,5.77833333333333,2.24766666666667,93.2811666666667,4.47116666666667,1.50008333333333,0.1,"Loamy Sand",4.202989578,"Ilex opaca"
"541016","Nyssa ogeche",30.532471,-84.286787,5.524,15.2896666666667,73.379,11.3313333333333,1.5871,0.1,"Sandy Loam",45.54280853,"Ilex opaca"
"541036","Nyssa ogeche",30.712658,-85.92903,5.37016666666667,6.45333333333333,88.6425,4.90416666666667,1.52691666666667,0.1,"Loamy Sand",17.07691383,"Ilex opaca"
"541082","Nyssa ogeche",32.190155,-81.080222,5.3,14.98,74.424,10.596,1.496,0,"Sandy Loam",5.04506731,"Ilex opaca"
"541097","Nyssa ogeche",32.190147,-81.080239,5.3,14.98,74.424,10.596,1.496,0,"Sandy Loam",5.04506731,"Ilex opaca"
"541118","Nyssa ogeche",32.143865,-80.77734,4.9865,4.815,90.3705,4.8145,1.42275,0,"Loamy Sand",2.138924599,"Ilex opaca"
"541124","Nyssa ogeche",30.506737,-81.555372,4.775,3.8525,90.9155,5.232,1.55065,0.1,"Loamy Sand",8.203814507,"Ilex opaca"
