"","species","decimalLatitude","decimalLongitude","ph_d0_100","clay_d0_100","sand_d0_100","silt_d0_100","db_d0_100","ec_d0_100","texture_d0_100","elevation","X","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C","microclim.dist.mean","topo.dist.mean","soil.dist.mean"
"816830","Prunus americana",40.70538,-105.238372,6.86607142857143,11.6696428571429,66.6821428571429,21.6482142857143,1.48892857142857,0,"Sandy Loam",1679.364624,339384,28.326681137085,-7.09425973892212,435.834289550781,0.0324753522872925,0.626970708370209,-1.40858292579651,-16.0835018157959,0.678737998008728,1.51904535293579,8.42186260223389,425.721649169922,28.3218631744385,-6.8707332611084,0.156749857665958,0.31292471101285,0.251675221845886
"816831","Prunus americana",39.514819,-105.078734,7.2,6.875,67.9,19.6,1.5425,0,"Sandy Loam",1660.249268,874214,29.5758304595947,-8.06051635742188,471.6513671875,-0.000160949886776507,-0.0102427182719111,0.0171296074986458,-1.02490329742432,0.0102441618219018,4.69667673110962,9.04333019256592,471.461853027344,29.5780048370361,-8.05667018890381,0.158336317476077,0.133951232253176,0.272360799351529
"816832","Prunus americana",39.785112,-105.195747,7.48085106382979,38.4468085106383,30.3293617021277,31.223829787234,1.30340425531915,0.612765957446809,"Clay Loam",1867.881226,874215,28.1980247497559,-8.00417995452881,485.377746582031,-0.098561704158783,0.4310562312603,-0.789047122001648,7.0798487663269,0.458028644323349,1.79558372497559,7.86840009689331,495.819519042969,27.7944679260254,-8.13219261169434,0.153115745737914,0.26980183344132,0.27390996443511
"816833","Prunus americana",42.093083,-87.774253,6.83866666666667,26.2016666666667,36.9733333333333,36.825,1.572,0,"Loam",189.9450989,527823,27.5789165496826,-6.96615934371948,1010.58032226562,-0.00757655687630177,0.0010555557673797,0.000866964168380946,-0.611161053180695,0.00764980725944042,3.00316500663757,9.94999980926514,1012.22650146484,27.5620937347412,-6.96209478378296,0.156540131619904,0.110120513039283,0.242034045649704
"816834","Prunus americana",39.99188,-105.12124,7.8975,21.2875,53.69025,25.02225,1.541825,0.16,"Sandy Loam",1629.197266,874218,29.5793323516846,-7.55438470840454,463.171783447266,-0.036648515611887,-0.000867004680912942,0.00790648814290762,0.151559114456177,0.0366669856011868,3.1652455329895,9.09403228759766,465.249664306641,29.4940319061279,-7.60596752166748,0.166791770663792,0.12430724201086,0.242527950530871
"816835","Prunus americana",43.929592,-95.962372,6.9,31.62,29.3073333333333,39.0726666666667,1.45,0,"Clay Loam",520.1375732,874219,26.7471199035645,-13.1487464904785,799.374572753906,0.197297796607018,-0.0557718202471733,0.00028755672974512,-5.72858142852783,0.206493407487869,6.00769472122192,7.05311489105225,769.957214355469,27.2368755340576,-13.043327331543,0.213809243994285,0.159223719239181,0.240166472622634
"816836","Prunus americana",39.661808,-105.205362,7.116,21.2,61.01,17.79,1.3685,0.11,"Sandy Loam",1886.514282,250,26.9772912629571,-9.15468800131151,514.563677536734,0.154131334603266,0.256010867375799,-0.505322663002741,-12.9258822424599,0.303464053805465,1.02887085998062,7.42824083680312,498.662692234391,27.3282413189853,-8.8717592716705,0.170382215858318,0.226315384673598,0.241302212787358
"816837","Prunus americana",44.547672,-94.996052,7.9,29.68,36.203,34.117,1.4643,0,"Clay Loam",252.2960052,874221,28.3299179077148,-13.9590435028076,719.469177246094,0,0,0,-0.797147750854492,0,1.57079637050629,7.62691879272461,719.565063476562,28.3269195556641,-13.9499998092651,0.194684119477827,0.103612519360473,0.261925231794342
"816838","Prunus americana",39.998958,-105.28291,7.0652,21.56,54.0878,24.3522,1.48872,0,"Sandy Loam",1733.567627,874222,27.3024616241455,-7.98899745941162,481.039855957031,0.0912750437855721,0.0868888348340988,-0.21062345802784,-7.05800342559814,0.12635500729084,0.760784149169922,8.06596755981445,472.780426025391,27.5270729064941,-7.81717872619629,0.169353031732068,0.15768022345433,0.232001033335574
"816839","Prunus americana",40.167399,-105.139273,7.79933333333333,24.7533333333333,47.5333333333333,27.7133333333333,1.43926666666667,0,"Other",1521.231567,332665,29.5054931640625,-7.05076169967651,436.945220947266,0.139074876904488,0.0352115370333195,-0.0895538032054901,-0.865239024162292,0.143959879875183,0.247973129153252,9.48199653625488,430.783935546875,29.7819957733154,-6.84999990463257,0.167986407379588,0.136915378253246,0.262817863787217
