"","species","decimalLatitude","decimalLongitude","ph_d0_100","clay_d0_100","sand_d0_100","silt_d0_100","db_d0_100","ec_d0_100","texture_d0_100","elevation","X","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C","microclim.dist.mean","topo.dist.mean","soil.dist.mean"
"1021142","Quercus pagoda",33.350985,-91.56585,5.354,23.67,8.44,67.89,1.4406,2,"Silt Loam",39.52649307,1087434,32.7900657653809,3.0858097076416,1426.26745605469,-0.0113694788888097,-0.00367556721903384,0.00444740708917379,-0.558109760284424,0.0119491275399923,3.4542715549469,17.9500007629395,1428.74462890625,32.772403717041,3.04999995231628,0.193116148516138,0.0617538827609294,0.228324027803049
"1021143","Quercus pagoda",35.772413,-79.040314,4.75,36.685,37.843,25.472,1.39265,0,"Clay Loam",75.00054169,1087435,31.632791519165,1.08486557006836,1243.10205078125,0.0201894231140614,0.0430526845157146,-0.0182934198528528,1.46623814105988,0.0475694499909878,1.13229835033417,16.0431957244873,1243.90649414062,31.6363925933838,1.10346877574921,0.160857859274495,0.0682368917614317,0.254939241793521
"1021144","Quercus pagoda",37.361592,-88.925828,5.177,23.64,3,73.36,1.4545,0,"Silt Loam",120.3352585,1087436,31.4812030792236,-1.99480962753296,1245.724609375,0.00440784497186542,0.0277639906853437,-0.0142585011199117,5.85642433166504,0.0281154159456491,1.41334915161133,14.5448684692383,1236.75952148438,31.4359855651855,-2.04999995231628,0.209226088232071,0.0875642898792038,0.235009868895859
"1021145","Quercus pagoda",30.18761,-93.246267,5.6665,26.763,17.244,55.993,1.4665,0.285,"Silt Loam",3.887296677,1087438,32.2516059875488,7.24202394485474,1628.32629394531,0.0032291654497385,-0.00335978646762669,-0.00381979788653553,0.11300764977932,0.0046600247733295,5.47796535491943,19.9500007629395,1628.31665039062,32.25,7.2466607093811,0.309579021809106,0.0683590190181158,0.212248297436576
"1021146","Quercus pagoda",30.71432,-94.90713,4.444,14.4233333333333,55.6833333333333,29.8933333333333,1.39533333333333,0.1,"Sandy Loam",62.52815247,1087439,32.7262153625488,6.52078866958618,1340.5966796875,0.117176458239555,-0.0952682346105576,-0.144355267286301,-1.14724707603455,0.151597738265991,5.6005482673645,19.75,1351.40209960938,33.0266609191895,7.15000009536743,0.227015929732157,0.123051750396147,0.269133345168985
"1021147","Quercus pagoda",35.902471,-78.891187,5.12,47.725,25.858,26.417,1.2845,0,"Clay",90.76834869,1087440,31.4903450012207,0.945118308067322,1171.20825195312,-0.00129045953508466,0.00083200930384919,-0.000655379728414118,-1.42263031005859,0.00153542414773256,2.56892490386963,15.8922176361084,1174.81372070312,31.4922180175781,0.949999988079071,0.175727420028265,0.0635163631050735,0.26251564598337
"1021148","Quercus pagoda",30.727118,-94.13558,5.54,0.794,93.722,5.484,1.49,0.31,"Loamy Sand",21.03368759,1087441,33.7743186950684,6.7391185760498,1509.8134765625,0.0285492390394211,0.0949258133769035,0.0278126876801252,1.10588192939758,0.0992890819907188,1.27864873409271,19.75,1498.66650390625,33.75,6.69207286834717,0.305886829179712,0.0961329282199538,0.378693644655734
"1021149","Quercus pagoda",30.64871,-91.199334,6.29233333333333,22.147,5.912,71.941,1.44066666666667,4.04,"Silt Loam",28.75563622,1087442,32.3399124145508,6.22793579101562,1622.42260742188,0.0105171743780375,-0.0023147885221988,-0.00353860389441252,0.186347499489784,0.0107691083103418,6.06654357910156,19.3500003814697,1620.20849609375,32.3499984741211,6.25,0.286290960833707,0.0622044268191538,0.265936874433519
"1021150","Quercus pagoda",37.969922,-87.502258,5.053,25.7,16.62,57.68,1.5735,0,"Silt Loam",116.6376801,1087443,30.867130279541,-2.41053032875061,1214.71862792969,-0.015734089538455,-0.0435753203928471,0.0329691804945469,-0.679703831672668,0.0463455244898796,4.36587953567505,14.1521711349487,1210.25817871094,30.8500003814697,-2.45000004768372,0.242018835804319,0.0713777083862458,0.215672699558206
"1021151","Quercus pagoda",37.93857,-76.894988,4.654,24.365,45.887,29.748,1.48425,0,"Loam",14.83695984,1087444,30.5533714294434,-0.590462327003479,1109.63684082031,0.0185337569564581,0.0620422288775444,-0.0381313748657703,-2.91474795341492,0.0647966936230659,1.28050684928894,14.6749105453491,1122.30969238281,30.5749111175537,-0.525089144706726,0.242846369461669,0.0887559863993439,0.241040613111039
"1021152","Quercus pagoda",30.358582,-95.700029,7.9,50,22.1,27.9,1.35,1,"Clay",96.51617432,1087445,33.7283706665039,6.93536615371704,1202.66723632812,-0.0595055818557739,-0.0416970364749432,0.0231273006647825,0.0486431755125523,0.0727246478199959,3.75280499458313,19.8500003814697,1204.37170410156,33.6267166137695,6.75,0.274352097754293,0.0773090991553013,0.331414379528219
"1021153","Quercus pagoda",37.247495,-76.792388,4.6,40.05,11.142,48.808,1.291,0,"Silty Clay",5.974241257,1087446,29.9285907745361,0.663007915019989,1128.52197265625,0.0154541889205575,-0.00562076829373837,0.0022930963896215,-0.203586801886559,0.0164453461766243,5.93435335159302,15.25,1125.88427734375,29.9500007629395,0.684186458587646,0.246148657441068,0.0673108024778717,0.271169503468164
"1021154","Quercus pagoda",30.974028,-85.006578,5.272,10.918875,82.985625,6.0955,1.497875,0.1,"Sandy Loam",29.33572769,1087447,32.3764419555664,5.96759605407715,1387.34521484375,0.0121453870087862,0.0206917077302933,0.00237333890981972,1.95334684848785,0.0239951591938734,1.04001367092133,19.4500007629395,1380.03088378906,32.3499984741211,5.94999980926514,0.215798098250624,0.0677933482586571,0.326722966549157
"1021155","Quercus pagoda",36.773877,-76.127874,4.628,20.6864406779661,33.1562711864407,46.1572881355932,1.34765,0,"Loam",2.609687805,1087448,29.3786315917969,2.11995697021484,1220.08276367188,-0.0239343699067831,-0.00330644543282688,-0.00146702432539314,0.424312263727188,0.0241640284657478,3.27887010574341,15.5500001907349,1223.36999511719,29.3333282470703,2.06667160987854,0.244896471655243,0.0688280227109027,0.241596568239241
"1021156","Quercus pagoda",36.00037,-79.043457,5.545,32.35,17.78,49.87,1.4947,0,"Silty Clay Loam",155.2546692,1087449,31.1811294555664,0.751157879829407,1230.28686523438,-0.0162848923355341,0.00767065398395061,-0.00711960811167955,5.25423908233643,0.0180019903928041,2.70138931274414,15.5077714920044,1223.12536621094,31.1077709197998,0.663333654403687,0.174038197067147,0.0936410479776428,0.246109898413365
"1021157","Quercus pagoda",36.672717,-88.808484,5.19666666666667,21.1683333333333,23.2466666666667,55.585,1.45106666666667,0,"Silt Loam",142.8018188,1087450,31.5944786071777,-1.13504981994629,1362.896484375,-0.029432762414217,-0.0248604472726583,0.0199379082769156,4.3292031288147,0.0385365337133408,3.84297394752502,14.9999952316284,1350.36169433594,31.4999961853027,-1.25,0.19561673150646,0.0899416483808526,0.204977559996603
"1021158","Quercus pagoda",30.024858,-95.287413,6.953,43.355,24.428,32.217,1.449,0,"Clay",16.19813538,1087451,33.2209587097168,7.13412094116211,1375.96044921875,0.0576024278998375,-0.0297050513327122,-0.0641925483942032,-2.73570442199707,0.0648561790585518,5.80706405639648,20.25,1389.38684082031,33.4000053405762,7.44999980926514,0.260783849239821,0.0869909175042211,0.278972619603461
"1021159","Quercus pagoda",37.361709,-88.923644,5.161,23.88,3,73.12,1.4825,0,"Silt Loam",109.855278,1087452,31.3343296051025,-2.19195580482483,1239.57165527344,0.0808717235922813,0.0492310933768749,-0.0555519163608551,1.21647644042969,0.0948200896382332,0.546832382678986,14.54749584198,1237.412109375,31.4397258758545,-2.04999995231628,0.218174996374328,0.0910112402129318,0.235465866723356
"1021160","Quercus pagoda",29.766727,-95.452109,4.22,31.693,19.122,49.185,1.4458,0.152,"Silty Clay Loam",17.58190536,1087453,33.2979431152344,7.72777366638184,1349.00170898438,0.0310321412980556,-0.00507675111293793,-0.0276179518550634,0.447027385234833,0.0314498506486416,6.12102508544922,20.5499992370605,1348.67260742188,33.3499984741211,7.84999990463257,0.274879946202386,0.0661154279772598,0.26298814677226
"1021161","Quercus pagoda",32.782761,-80.004936,4.7,16.97,66.779,16.251,1.446,0,"Sandy Loam",1.513208866,1087454,30.8472671508789,6.20119524002075,1259.94287109375,-0.00140494818333536,-0.0037429986987263,0.000952247239183635,-1.13757228851318,0.00399800017476082,4.35330820083618,18.7055492401123,1262.68054199219,30.8534545898438,6.20123195648193,0.229109881513795,0.0718863684186306,0.285270281413982
"1021162","Quercus pagoda",38.258916,-76.520161,4.5956,21.2102,26.5194,52.2704,1.5849,0,"Silt Loam",30.02002335,1087455,28.4087600708008,0.272836893796921,1249.578125,-0.0030965234618634,0.000202963623451069,-0.000683262653183192,0.294484466314316,0.00310317310504615,3.07614064216614,14.2541122436523,1249.65905761719,28.3969974517822,0.260004967451096,0.292961066770457,0.0631182249748914,0.223489090445696
"1021163","Quercus pagoda",36.89547,-88.013363,5.455,34.865,16.3775,48.7575,1.3819,0,"Silty Clay Loam",119.4216232,1087456,30.53297996521,-0.565904974937439,1222.84155273438,-0.0507088862359524,0.0491186454892159,0.00144619075581431,-1.47679495811462,0.070656456053257,2.37212300300598,14.9413118362427,1238.62866210938,30.4433326721191,-0.65868753194809,0.214601079850273,0.0845696722779573,0.248564573826566
"1021164","Quercus pagoda",36.971817,-89.091664,5.306,24.05,6.36,69.59,1.49215,0,"Silt Loam",115.5362778,1087457,31.3315525054932,-1.63156127929688,1310.92834472656,0.0875647366046906,-0.0296606328338385,-0.0267223585397005,4.40101766586304,0.0925840139389038,5.95658731460571,14.8977737426758,1287.86926269531,31.4385795593262,-1.50222659111023,0.205419435320661,0.102480279776339,0.227230402522254
"1021165","Quercus pagoda",32.841831,-83.606972,5.06,23.4,57.78,18.82,1.624,0,"Sandy Loam",110.1102982,1087458,32.7443428039551,3.65954613685608,1195.89587402344,-0.0107564590871334,-0.00199919496662915,-0.00116961158346385,2.82545208930969,0.0109408851712942,3.32535576820374,17.911693572998,1191.46911621094,32.696662902832,3.59666085243225,0.185793256435795,0.0696138503715616,0.272172181007516
"1021166","Quercus pagoda",30.617747,-88.17302,4.8,12.72,55.922,31.358,1.5982,1,"Other",23.93443489,1087459,30.9065608978271,7.44312953948975,1904.1298828125,0.0191815420985222,-0.0316283404827118,-0.00866743456572294,1.82822465896606,0.0369987562298775,5.25755023956299,19.5855484008789,1891.42810058594,30.9013023376465,7.48554992675781,0.431958836192985,0.0715740051096698,0.285084622494298
"1021167","Quercus pagoda",31.708412,-91.17575,5.73666666666667,17.2806666666667,19.7348333333333,62.9845,1.46275,0,"Silt Loam",51.01831436,1087460,33.1132125854492,5.34275770187378,1505.21630859375,-0.0411828868091106,-0.0490456409752369,0.0124842599034309,1.91101133823395,0.0640868544578552,4.01391410827637,18.8077735900879,1498.20068359375,33.0077743530273,5.20777368545532,0.252211421030391,0.0790293025204513,0.222586274566907
"1021168","Quercus pagoda",38.233732,-75.71684,4.82183333333333,18.375,33.733,44.097,1.52486666666667,0,"Loam",3.627767563,1087461,29.4529110584045,-0.276959584969553,1161.76208804148,0.000826877354740006,0.0019504900007811,-0.00121840612317458,-0.291438107119208,0.00211852404220582,1.1698296644906,14.4499998092651,1162.6499183674,29.4500007629395,-0.278339240464524,0.268318667026732,0.069431663879896,0.234729745404057
"1021169","Quercus pagoda",35.855266,-89.106396,5.424,21.7066666666667,3.53333333333333,74.76,1.47633333333333,0,"Silt Loam",91.49884033,1087462,31.943717956543,-0.226452067494392,1383.24597167969,-0.00616355100646615,-0.017140120267868,0.00567671190947294,0.26247826218605,0.0182156469672918,4.36718940734863,16.0136909484863,1380.61840820312,31.9281425476074,-0.25,0.182330664957078,0.0590356434383963,0.240329439301207
"1021170","Quercus pagoda",30.491302,-91.03238,4.852,23.395,8.525,68.08,1.5,0,"Silt Loam",14.34332657,1087463,32.1783866882324,6.58131647109985,1720.54650878906,0.00626968406140804,0.0231994092464447,0.00895516760647297,0.735413908958435,0.0240339916199446,1.30684971809387,19.4500007629395,1713.33813476562,32.1500015258789,6.55000019073486,0.325384703913948,0.0665862554720128,0.226818794600423
"1021171","Quercus pagoda",32.209933,-95.208365,5.5,20.38,55.37,24.25,1.4021,1,"Sandy Loam",125.7902374,1087464,34.2525787353516,4.6370849609375,1190.8095703125,-0.0170809552073479,-0.0105874948203564,0.0145846456289291,1.82401955127716,0.0200974736362696,3.69647431373596,18.8500003814697,1185.60888671875,34.201114654541,4.55000019073486,0.257950489611677,0.0698122501412635,0.25686940744046
"1021172","Quercus pagoda",30.349938,-91.072209,5.26,26.5,7.652,65.848,1.4,0,"Silt Loam",8.872591972,1087465,32.2123527526855,7.08736371994019,1770.69543457031,-0.0801206976175308,-0.0576113425195217,-0.00877462327480316,0.955129444599152,0.0988441705703735,3.76499438285828,19.6499996185303,1786.94091796875,32.0499992370605,6.89888286590576,0.354955524665125,0.0989497362219159,0.222080222539617
"1021173","Quercus pagoda",35.915727,-90.571694,5.045,12,20.7,67.3,1.4444,0,"Silt Loam",80.21714783,1087466,32.2154579162598,-0.482558220624924,1248.77917480469,-0.000174700733623467,0.022282226011157,-0.00284923170693219,-0.213548257946968,0.0222847554832697,1.57863652706146,15.9099941253662,1252.12109375,32.2046661376953,-0.495336264371872,0.177898359071725,0.058744186987753,0.226240378573559
"1021174","Quercus pagoda",33.812888,-80.822967,5.14,41.305,15.113,43.582,1.3785,0,"Silty Clay",30.36945915,1087467,32.6584243774414,3.36433887481689,1079.82238769531,-0.00573596870526671,-0.0397093780338764,0.00774673838168383,0.73791378736496,0.040132287889719,4.56893253326416,17.8433284759521,1074.46569824219,32.6500015258789,3.34999990463257,0.215551474052104,0.0675863154130915,0.248226284665454
"1021175","Quercus pagoda",37.83202,-87.98967,5.25166666666667,24.4866666666667,10.4433333333333,65.07,1.5164,0,"Silt Loam",110.6312408,1087468,30.857494354248,-2.54167461395264,1149.41357421875,-0.00169229554012418,-0.000324963330058381,0.000886595225892961,-0.0550449341535568,0.00172321451827884,3.33130836486816,14.2013101577759,1149.73962402344,30.8500003814697,-2.54999995231628,0.260625056664628,0.062912567974427,0.219245437144717
"1021176","Quercus pagoda",36.572344,-90.067187,5.164,22.062,1.594,76.344,1.522,1,"Silt Loam",120.5766373,1087469,31.6006088256836,-1.36619567871094,1224.80725097656,-0.0318777859210968,0.0315508246421814,0.00563881266862154,0.449524581432343,0.0448664464056492,2.36134934425354,15.0500001907349,1230.9296875,31.529993057251,-1.45000004768372,0.196394276875435,0.0705923472038689,0.249266270497796
"1021177","Quercus pagoda",36.803457,-87.985672,5.455,34.865,16.3775,48.7575,1.3819,0,"Silty Clay Loam",115.9919662,1087470,30.4089183807373,-0.656036555767059,1286.685546875,0.065607875585556,0.0355293825268745,-0.0457630082964897,3.58987307548523,0.0746799260377884,0.4963259100914,15.0733375549316,1279.02392578125,30.4733390808105,-0.550000011920929,0.218105274801629,0.0917509703430012,0.248564573826566
"1021178","Quercus pagoda",30.804158,-91.387703,5.424,22.545,1.855,75.6,1.4432,0.3,"Silt Loam",54.94966888,1087471,32.3880348205566,6.1919150352478,1546.41711425781,0.0135667016729712,0.044442180544138,0.0140739046037197,1.56192123889923,0.0464835278689861,1.27451503276825,19.25,1536.38220214844,32.3499984741211,6.15000009536743,0.261859792990418,0.0691834006993519,0.243678085889018
"1021179","Quercus pagoda",37.75413,-75.773287,4.6,10.69,57.953,31.357,1.3123,0,"Other",0.971556962,466,27.4999581976851,1.60021564511862,1152.82110082582,-0.00791810294295542,0.00565772184588482,-0.00364448937735281,0.583702311776742,0.00973186316203563,2.5211814504361,14.6499996185303,1153.95020401074,27.4785800610166,1.5774624492914,0.344861947645138,0.0692068580189847,0.292678578873416
"1021180","Quercus pagoda",35.681658,-79.084273,4.85911602209945,36.5828729281768,19.3530386740332,44.0640883977901,1.40828729281768,0,"Silty Clay",74.37251282,1087473,31.4503231048584,0.913424670696259,1232.00561523438,0.093508705496788,0.137169554829597,-0.0489093251526356,-2.01722884178162,0.166782274842262,0.972457051277161,16.0397911071777,1243.19519042969,31.5797958374023,1.10867357254028,0.165187704372532,0.135887075920037,0.243203016750329
