"","species","decimalLatitude","decimalLongitude","ph_d0_100","clay_d0_100","sand_d0_100","silt_d0_100","db_d0_100","ec_d0_100","texture_d0_100","elevation","X","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C","microclim.dist.mean","topo.dist.mean","soil.dist.mean"
"922152","Quercus nigra",32.525402,-94.793221,5.186,12.225,69.756,18.019,1.3838,0.5,"Sandy Loam",105.3716583,985856,34.053524017334,4.12334775924683,1242.04504394531,-0.00686286762356758,-0.0388247445225716,-0.000367035740055144,-2.6867516040802,0.0394368581473827,4.53743076324463,18.5499992370605,1246.22961425781,34.0788841247559,4.15000009536743,0.181730928244658,0.0685787307509929,0.227659040089676
"922153","Quercus nigra",30.358614,-96.682172,6.448,28.39,52.57,19.04,1.4573,1,"Sandy Clay Loam",89.13599396,985857,34.739070892334,6.55824756622314,1045.4013671875,0.00718067400157452,0.00348733016289771,-0.00448656734079123,-0.927624583244324,0.00798278767615557,0.45210587978363,20.3500003814697,1047.17321777344,34.75,6.57913398742676,0.244799766335745,0.0712432364645548,0.273471029711165
"922154","Quercus nigra",33.457287,-84.764612,5.8,41.72,34.476,23.804,1.4,0,"Clay",262.9228516,985858,31.2217464447021,2.1158971786499,1291.68212890625,0.0317887887358665,0.0206126030534506,-0.00287481979466975,1.79314959049225,0.0378958284854889,0.575266301631927,16.5888938903809,1283.62622070312,31.2420444488525,2.15000009536743,0.165080469335179,0.137385334613146,0.275587452527724
"922155","Quercus nigra",29.045292,-81.450051,5.41232638888889,2.52777777777778,96.1789930555556,1.29322916666667,1.56734375,1,"Loamy Sand",3.009492636,985859,31.7573127746582,10.4624156951904,1391.75280761719,0.00017890649905894,0.0012110541574657,0.000290841358946636,-0.0121203986927867,0.00122419791296124,1.42412924766541,21.3500003814697,1391.83569335938,31.75,10.4499998092651,0.20541386373447,0.0691101743202698,0.320813677112427
"922156","Quercus nigra",33.793129,-83.718332,5.487,24.47,33.525,42.005,1.4372,0,"Loam",256.1828003,985860,30.679515838623,1.50891292095184,1353.85192871094,0.222467228770256,-0.0898638516664505,0.104770049452782,-7.54929828643799,0.242295414209366,5.89928531646729,16.25,1295.59741210938,31.1177730560303,1.95000004768372,0.184872324574091,0.246061483605456,0.258339713009423
"922157","Quercus nigra",32.274087,-94.567998,5.172,21.04,61.68,17.28,1.4832,0.1,"Sandy Loam",94.12075043,985861,34.0600433349609,4.31942653656006,1289.41577148438,0.00476259598508477,-0.07401392608881,-0.0191846955567598,-1.3149733543396,0.074235163629055,4.77664756774902,18.7088832855225,1288.90161132812,34.1088829040527,4.4088830947876,0.172377732205133,0.0712306231064576,0.216753244577388
"922158","Quercus nigra",34.227296,-77.864873,4.846,5.996,88.5486,5.4554,1.54342,0.2,"Loamy Sand",13.90533829,985862,29.2393726569176,5.80715465446028,1491.28140727572,-0.0143040522722336,0.0113732890708584,-0.00602850333857304,1.91143128471618,0.0182755245674456,2.46984079330244,17.8500003814697,1491.49916060708,29.1710344593674,5.74444338636159,0.225329964205762,0.0735769995338648,0.273413974897745
"922159","Quercus nigra",38.527033,-75.47416,5.2886,5.976,82.648,11.376,1.60282,0,"Sandy Loam",11.22416019,985863,29.9660758972168,-0.932273805141449,1176.166015625,-0.00603063497692347,5.70342090213671e-05,-0.000867843278683722,0.422199875116348,0.00603094138205051,3.13213562965393,14.1937484741211,1176.47778320312,29.9500007629395,-0.949999988079071,0.256270164093337,0.0693490389474912,0.249747167505034
"922160","Quercus nigra",35.310781,-83.187583,4.5,11.5,45.3,43.2,1.53,0,"Loam",635.0025024,985864,27.7746715545654,-1.53994333744049,1321.79321289062,0.0104957949370146,0.183839753270149,-0.146614477038383,-7.01973915100098,0.185195937752724,1.51376616954803,13.4297904968262,1374.41833496094,27.8297901153564,-1.35132646560669,0.348874600471288,0.326831927855764,0.279340201721074
"922161","Quercus nigra",30.740122,-93.111359,5.356,22.16,59.132,18.708,1.536,0,"Sandy Loam",31.26623344,985865,33.1748886108398,6.15207290649414,1585.29516601562,0.00755129801109433,0.00991727225482464,-0.000414418464060873,0.529741227626801,0.0124652488157153,0.920020699501038,19.4500007629395,1582.48608398438,33.1655616760254,6.15000009536743,0.195760387177073,0.0801703822183124,0.219789517291861
"922162","Quercus nigra",38.696511,-75.764197,4.9808,11.5,62.43,22.506,1.44732,0.2,"Sandy Loam",4.911324501,985866,29.8260669708252,-1.05968379974365,1149.48193359375,0.00882958807051182,-0.0390916466712952,0.0307529345154762,-1.88379991054535,0.0400871448218822,4.93453025817871,14.1669940948486,1144.97131347656,29.8500003814697,-1.04999995231628,0.282166064072169,0.0838042995997292,0.222516673492636
"922163","Quercus nigra",34.6,-87.47,5.124,21.87,47.96,30.17,1.5891,0.1,"Loam",212.7489624,985867,31.3168888092041,1.17881071567535,1418.48425292969,0.0214008018374443,0.0641709715127945,-0.0183752682060003,5.77193450927734,0.0676971524953842,1.24889886379242,16.1499996185303,1408.67834472656,31.25,1.14999997615814,0.172763632222619,0.134335511112823,0.245647688611597
"922164","Quercus nigra",28.294144,-82.043317,6.8494,18.0286,78.5158,3.4556,1.56888,0.1,"Sandy Loam",27.13200951,985868,31.763500213623,10.4686279296875,1396.25329589844,-0.000110937915451359,0.00261679291725159,0.000839561980683357,0.256359606981277,0.00261914636939764,1.61316561698914,21.8372020721436,1395.50158691406,31.75,10.4499998092651,0.22050834940823,0.0530946263414713,0.279417176522192
"922165","Quercus nigra",37.532675,-77.472515,5,32.1,39.732,28.168,1.3996,0,"Clay Loam",55.27566528,985869,31.3866271972656,-0.2367292791605,1132.9326171875,-0.057137705385685,-0.0126878554001451,0.0122071616351604,4.93377161026001,0.0585629418492317,3.36010456085205,14.963321685791,1129.36352539062,31.271505355835,-0.393339455127716,0.224175982874976,0.10736172886123,0.249651510144089
"922166","Quercus nigra",32.852399,-79.773751,4.6,6,84.858,9.142,1.498,0,"Sandy Loam",3.017456055,985870,29.7898845672607,7.75383329391479,1313.10546875,-0.000795601867139339,-0.00270251021720469,0.000644019746687263,0.404631733894348,0.0028171909507364,4.4260835647583,19.1233348846436,1311.68676757812,29.7766647338867,7.73666572570801,0.199113381567976,0.0917154798302896,0.255687566724847
"922167","Quercus nigra",32.66197,-89.163107,4.8,16.92,50.3845,32.6955,1.56975,0,"Loam",161.3200226,985871,32.3136940002441,3.35275340080261,1557.53747558594,0.0451964028179646,-0.058979507535696,-0.00814363453537226,3.40023112297058,0.0743739828467369,5.36624526977539,17.6553039550781,1532.1728515625,32.3458061218262,3.45000004768372,0.171407296666381,0.117687920726454,0.2617970360549
"922168","Quercus nigra",35.202784,-78.976788,4.732,4.45,91.86,3.69,1.644,0,"Loamy Sand",51.2061882,985872,31.9107189178467,1.5256735086441,1165.74133300781,-0.0312218479812145,0.00400976045057178,-0.00553619815036654,0.645114243030548,0.0314834788441658,3.01386380195618,16.4901103973389,1171.23962402344,31.8500003814697,1.45000004768372,0.182750196186727,0.067557656716858,0.297227758081289
"922169","Quercus nigra",28.093236,-82.438339,5.3736,1.751,97.3578,0.8912,1.56688,1,"Loamy Sand",16.53575897,985873,31.2960948944092,11.213173866272,1357.15832519531,-0.0088620837777853,0.0157907363027334,0.000838803534861654,0.96917325258255,0.0181085541844368,2.08221316337585,21.9500007629395,1357.9716796875,31.25,11.1499996185303,0.224054579446676,0.0704340727537447,0.295179876549731
"922170","Quercus nigra",29.925597,-90.12865,6.9345,32.103,12.7395,55.1575,1.444,0.193333333333333,"Silty Clay Loam",2.243020058,985874,31.0755481719971,9.08290958404541,1954.31359863281,-0.00465768156573176,0.00499565713107586,0.00351853342726827,0.100428596138954,0.00683017633855343,2.32119750976562,20.5499992370605,1952.96850585938,31.0499992370605,9.05000019073486,0.311366381823159,0.0852820078261678,0.34932429355213
"922171","Quercus nigra",32.718392,-80.26813,4.7,10,75.1,14.9,1.479,0,"Sandy Loam",4.640951633,985875,31.2045154571533,6.20801734924316,1299.64245605469,-0.0201856698840857,0.0180840492248535,-0.00197852333076298,0.538075149059296,0.0271048713475466,2.41105532646179,18.6595668792725,1305.10925292969,31.1499996185303,6.13042593002319,0.147972791336265,0.0658005669802101,0.249669729233009
"922172","Quercus nigra",29.14366,-95.73085,7.783,46.599,13.893,39.508,1.3561,1.374,"Clay",9.55193615,985876,32.9817543029785,8.69145584106445,1316.53918457031,0.0462603345513344,0.00669237924739718,-0.0306637715548277,0.937884390354156,0.0467589497566223,0.14367102086544,20.9500007629395,1313.39404296875,33.0499992370605,8.85000038146973,0.189194873672235,0.06999166808806,0.360737989044823
"922173","Quercus nigra",34.515877,-82.519065,5.41371237458194,44.6989966555184,38.1013377926421,17.1996655518395,1.42408026755853,0,"Clay",253.3840179,985877,31.2780818939209,1.32486355304718,1219.5732421875,0.0507880859076977,-0.022280627861619,0.0213997662067413,0.810804069042206,0.0554888695478439,5.86977005004883,16.0499992370605,1202.59875488281,31.3500003814697,1.39428901672363,0.167553121575239,0.131424942160742,0.26483314550732
"922174","Quercus nigra",34.239659,-83.867612,5.065,38.67,36.83,24.5,1.5258,0,"Clay Loam",351.0198364,985878,30.2873458862305,1.2053964138031,1475.87780761719,0.0199828259646893,-0.0509881787002087,0.0272854603827,-3.25601720809937,0.054791521281004,5.08590269088745,15.5500001907349,1468.70556640625,30.3666687011719,1.25,0.206949476373018,0.15560888030557,0.251045495363498
"922175","Quercus nigra",32.575897,-88.823784,4.90833333333333,20.3416666666667,51.1983333333333,28.46,1.59936666666667,0.754,"Loam",114.6311722,985879,32.6829414367676,3.78330039978027,1416.13854980469,-0.0273034535348415,0.091052733361721,-0.0041220155544579,1.37142693996429,0.0952020362019539,1.86212849617004,17.9292602539062,1428.93725585938,32.5751838684082,3.65000009536743,0.154874818097394,0.108706217900815,0.246459449277873
"922176","Quercus nigra",35.918212,-78.390166,5.495,18.18,63.48,18.34,1.61025,0,"Sandy Loam",88.23886871,985880,31.1311187744141,0.854790568351746,1223.86389160156,0.0192270036786795,0.0457573048770428,-0.0221097059547901,-2.90977144241333,0.0496531389653683,1.17300236225128,15.75,1236.07678222656,31.1709976196289,0.920004904270172,0.180538876521742,0.092448550501096,0.224403281889271
