"X","species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
771429,"Ostrya virginiana",-81.925087,29.430528,31.7708797454834,9.1323413848877,1331.93859863281,0.136923730373383,-0.00287544378079474,0.0252233128994703,0.437749445438385,0.137385696172714,6.26218795776367,20.8988838195801,1291.61254882812,31.9988842010498,9.49019050598145
770732,"Ostrya virginiana",-82.975803,29.48802,30.8588161468506,9.33764934539795,1416.64538574219,0.00936118420213461,-0.00621351320296526,0.00130535918287933,0.701141893863678,0.0112358722835779,5.69720268249512,20.5499992370605,1410.80310058594,30.8577842712402,9.34671401977539
771774,"Ostrya virginiana",-82.944481,29.564758,31.3569164276123,8.73072242736816,1383.23876953125,0.016467796638608,-0.00363805238157511,0.002066470682621,1.77163183689117,0.0168656669557095,6.065758228302,20.4500007629395,1372.53881835938,31.3500003814697,8.7448616027832
774033,"Ostrya virginiana",-82.9818,29.4975,30.9354381561279,9.34190464019775,1415.50598144531,-0.00081515678903088,0.000642154191154987,-0.000115060174721293,-0.0191664323210716,0.00103771046269685,2.4743549823761,20.5499992370605,1415.91296386719,30.9266719818115,9.32777214050293
774823,"Ostrya virginiana",-82.973662,29.485812,30.794017791748,9.27996063232422,1416.44421386719,0.025496881455183,-0.0146184572950006,0.00351165398024023,-0.619420170783997,0.0293945409357548,5.76259708404541,20.5560836791992,1409.25305175781,30.8500003814697,9.35608386993408
776987,"Ostrya virginiana",-82.974774,29.485826,30.8612251281738,9.3822135925293,1406.4326171875,-0.00332549680024385,0.0116678811609745,-0.000690169632434845,-0.351308166980743,0.0121328318491578,1.84844744205475,20.5586013793945,1410.123046875,30.8500003814697,9.35860157012939
779579,"Ostrya virginiana",-82.97278,29.49361,30.9255123138428,9.28048706054688,1414.54772949219,0.0089471498504281,-0.0105853145942092,0.00136186031159014,0.69180166721344,0.0138604715466499,5.41411399841309,20.5499992370605,1408.2900390625,30.9255619049072,9.29122638702393
773444,"Ostrya virginiana",-82.779831,29.954789,32.1370048522949,7.73129463195801,1353.08703613281,0.0102725010365248,-0.00128848024178296,0.00126187014393508,-0.0715609639883041,0.0103531777858734,6.15840673446655,20.25,1350.39636230469,32.1500015258789,7.75
776256,"Ostrya virginiana",-82.76972,29.917038,32.1653213500977,7.74897050857544,1350.10803222656,0.0149521138519049,0.00491006672382355,0.00192363758105785,2.0455150604248,0.0157383251935244,0.317291468381882,20.25,1340.42236328125,32.1500015258789,7.75
779585,"Ostrya virginiana",-82.783934,29.954309,32.0644989013672,7.59804153442383,1376.80651855469,0.0621374733746052,-0.0124259162694216,0.00756490649655461,1.39686512947083,0.0634102150797844,6.08581399917603,20.25,1353.78100585938,32.1500015258789,7.75
769328,"Ostrya virginiana",-82.358238,29.645666,32.1583023071289,8.65304756164551,1254.57250976562,-0.107556633651257,-0.0278664696961641,-0.0187719985842705,1.64259326457977,0.111337803304195,3.39510488510132,20.3499965667725,1275.54724121094,31.9500007629395,8.34999752044678
769671,"Ostrya virginiana",-82.371933,29.655083,32.0274124145508,8.33131980895996,1288.84826660156,0.00761424144729972,-0.0109926257282495,0.000889469753019512,0.000359948113327846,0.0133725516498089,5.31817722320557,20.3486423492432,1285.63256835938,32.0377731323242,8.34864234924316
770223,"Ostrya virginiana",-82.40615,29.6111,31.9591178894043,8.22836875915527,1288.89465332031,0.0535754859447479,0.00583019619807601,0.00921166222542524,0.675454437732697,0.0539178997278214,0.108395554125309,20.4156875610352,1273.32409667969,32.0344505310059,8.35000038146973
770228,"Ostrya virginiana",-82.358422,29.646529,31.9986152648926,8.38292503356934,1288.19091796875,-0.00135838822461665,-0.0241118315607309,-0.00103624619077891,3.36586904525757,0.0241524130105972,4.65611124038696,20.3448867797852,1276.46643066406,31.9500007629395,8.34488582611084
771881,"Ostrya virginiana",-82.364012,29.646805,31.9834117889404,8.39724540710449,1263.53100585938,-0.0297871120274067,-0.0209596771746874,-0.00563468737527728,-2.45917892456055,0.0364303067326546,3.75476360321045,20.3500003814697,1276.03942871094,31.9666633605957,8.35000038146973
773065,"Ostrya virginiana",-82.368161,29.632478,32.0270118713379,8.45230293273926,1263.91857910156,-0.0258976500481367,-0.00342245004139841,-0.00443952297791839,1.92155051231384,0.0261257868260145,3.27298426628113,20.3500003814697,1265.21545410156,31.9500007629395,8.35000038146973
773179,"Ostrya virginiana",-82.368152,29.632592,32.0042495727539,8.41360569000244,1268.74475097656,-0.0124761518090963,-0.00956985726952553,-0.00240703136660159,2.1139235496521,0.0157244056463242,3.79591798782349,20.3500003814697,1265.25732421875,31.9500007629395,8.35000038146973
773581,"Ostrya virginiana",-82.386117,29.662867,32.009635925293,8.34331035614014,1291.23193359375,-0.0277511738240719,-0.0036734058521688,-0.00465873116627336,0.738605260848999,0.0279968976974487,3.27319693565369,20.25,1296.33093261719,31.9444389343262,8.25
773883,"Ostrya virginiana",-82.371426,29.655245,32.0173149108887,8.3127555847168,1293.80993652344,0.0190678499639034,-0.00688471458852291,0.0029105197172612,0.742408692836761,0.0202740859240294,5.93668794631958,20.3491973876953,1285.84033203125,32.0355491638184,8.34919834136963
774527,"Ostrya virginiana",-82.358086,29.657636,31.5673847198486,7.76864337921143,1326.93237304688,0.157438471913338,-0.087085135281086,0.0230180136859417,-5.68456315994263,0.180903673171997,5.77793645858765,20.319149017334,1290.13806152344,31.9500007629395,8.31914901733398
