"species","decimalLatitude","decimalLongitude","ph_d0_100","clay_d0_100","sand_d0_100","silt_d0_100","db_d0_100","ec_d0_100","texture_d0_100","elevation"
"Betula lenta",40.32313,-74.740303,5.4894,28.122,16.0354,55.8426,1.435,0,"Silty Clay Loam",69.43587494
"Betula lenta",42.492855,-72.733867,5.3858934169279,5.29780564263323,58.833855799373,35.8683385579937,1.1578313253012,0,"Other",360.9656067
"Betula lenta",40.924501,-73.944738,5.21111111111111,11.5971193415638,44.819341563786,43.5835390946502,1.51106995884774,0,"Loam",124.3889771
"Betula lenta",42.302045,-71.559809,5.44207792207792,6.0987012987013,62.8467532467532,31.0545454545455,1.470675,0,"Other",98.26000977
"Betula lenta",42.676245,-72.329573,5.04458438287154,7.74055415617128,58.5113350125945,33.7481108312343,1.39383693045564,0,"Other",290.6347656
"Betula lenta",43.779478,-70.328657,4.65811965811966,5.36633663366337,56.3663366336634,38.2673267326733,0.998803418803419,0,"Other",102.8169327
"Betula lenta",40.741707,-73.738572,5.68070588235294,8.35364705882353,61.1098823529412,30.5364705882353,1.55851764705882,0,"Other",57.85125351
"Betula lenta",42.118331,-71.742381,5.09390243902439,7.33333333333333,59.6361788617886,33.030487804878,1.38818181818182,0,"Other",219.5609589
"Betula lenta",42.101955,-72.420336,5.44207792207792,6.0987012987013,62.8467532467532,31.0545454545455,1.470675,0,"Other",184.4163055
"Betula lenta",42.110253,-73.49633,5,18.5,36.4226804123711,45.0773195876289,1.30773195876289,0,"Loam",575.4559937
"Betula lenta",43.788537,-71.195458,4.9014652014652,3.13539651837524,63.7096774193548,31.9620493358634,1.30562271062271,0,"Other",176.2477112
"Betula lenta",40.387037,-74.033104,5.004,16.3775,60.79,22.8325,1.475675,0,"Sandy Loam",48.57388306
"Betula lenta",40.865763,-73.875528,5.17475247524752,10.3861386138614,44.950495049505,44.6633663366337,1.42623762376238,0,"Loam",20.56683922
"Betula lenta",40.045698,-75.20139,5.2936,20.92125,33.639,45.43975,1.391275,0,"Loam",75.05390167
"Betula lenta",40.731328,-73.76873,5.28496240601504,7.55639097744361,64.5112781954887,27.9323308270677,1.472175,0,"Sandy Loam",29.16631126
"Betula lenta",42.67645,-72.330011,5.04458438287154,7.74055415617128,58.5113350125945,33.7481108312343,1.39383693045564,0,"Other",285.3090515
"Betula lenta",40.364578,-78.147819,5.0156,19.2252032520325,26.8739837398374,52.6813008130081,1.3712,0,"Silt Loam",247.4900208
"Betula lenta",40.582787,-74.553365,5.92,29.765,25.2936666666667,44.9413333333333,1.389,0,"Clay Loam",109.371254
"Betula lenta",40.755213,-74.28975,4.557,12.603,41.825,45.572,1.3208,0,"Loam",99.81693268
"Betula lenta",42.939168,-73.880997,5.78309178743961,11.3236714975845,36.4980676328502,52.1782608695652,1.40874396135266,0,"Silt Loam",119.3207779
"Betula lenta",40.595617,-74.572626,5.7395,23.60875,28.649,47.74225,1.459375,0,"Loam",62.49497604
"Betula lenta",42.672347,-72.324494,5.04458438287154,7.74055415617128,58.5113350125945,33.7481108312343,1.39383693045564,0,"Other",267.1515198
"Betula lenta",43.090262,-73.204532,5.37400468384075,10.42037470726,37.9632318501171,51.616393442623,1.43454332552693,0,"Silt Loam",231.4266815
"Betula lenta",40.3903,-74.433586,4.8168,5.694,83.2216,11.0844,1.5598,0,"Sandy Loam",34.45146561
"Betula lenta",40.924428,-73.944467,5.21111111111111,11.5971193415638,44.819341563786,43.5835390946502,1.51106995884774,0,"Loam",126.113945
"Betula lenta",43.191986,-77.512737,6.17366666666667,12.7266666666667,56.1913333333333,31.082,1.42553333333333,0,"Other",111.2770691
"Betula lenta",41.510246,-71.787281,5.343,6.6625,61.655,31.6825,1.28164,0,"Other",105.6110229
"Betula lenta",42.406968,-71.326906,5.3676,6.12,47.842,46.038,1.35548,0,"Loam",60.08021545
"Betula lenta",41.4144,-74.10581,5.09747899159664,12.5614035087719,34.2280701754386,53.2105263157895,1.28655462184874,0,"Silt Loam",378.1393738
"Betula lenta",41.417012,-78.822584,4.99478079331942,29.1464968152866,16.3940552016985,54.4594479830149,1.39561586638831,0,"Silty Clay Loam",469.491272
"Betula lenta",40.735759,-73.764136,5.41139240506329,6.85088607594937,74.0686075949367,19.0805063291139,1.443275,0,"Sandy Loam",26.88254929
"Betula lenta",40.871446,-73.456922,5.1605,8.61,66.6255,24.7645,1.385,0,"Sandy Loam",8.27372551
"Betula lenta",41.230638,-74.234648,5.28524305555556,14.0139616055846,39.260907504363,46.7251308900524,1.49144097222222,0,"Loam",245.6635742
"Betula lenta",39.633987,-77.437765,4.75609756097561,22.0579268292683,39.4121951219512,38.5298780487805,1.39817073170732,0,"Loam",420.3279114
"Betula lenta",40.741433,-73.739977,5.68070588235294,8.35364705882353,61.1098823529412,30.5364705882353,1.55851764705882,0,"Other",51.12258911
"Betula lenta",42.744467,-73.95705,5.8,4.37,79.122,16.508,1.35,0,"Sandy Loam",98.78971863
"Betula lenta",40.924445,-73.944604,5.21111111111111,11.5971193415638,44.819341563786,43.5835390946502,1.51106995884774,0,"Loam",125.3368378
"Betula lenta",40.727144,-73.76236,5.28496240601504,7.55639097744361,64.5112781954887,27.9323308270677,1.472175,0,"Sandy Loam",52.43426132
"Betula lenta",42.240471,-72.640752,5.35,6.35875,67.77575,25.8655,1.5744,0,"Sandy Loam",137.651062
"Betula lenta",42.444473,-71.418438,5.28911917098446,1.80388601036269,83.1966321243523,14.999481865285,1.497975,0.01325,"Sandy Loam",44.17905426
