"X","species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
798195,"Pinus echinata",-91.304707,36.993625,31.268705368042,-2.2774715423584,1304.26867675781,-0.0344647467136383,0.0749306902289391,-0.0151548935100436,2.43357181549072,0.0825706273317337,2.00189781188965,13.7733535766602,1312.52709960938,31.1744384765625,-2.34999990463257
798397,"Pinus echinata",-91.117055,36.813148,31.4847660064697,-1.95872008800507,1438.20581054688,-0.024071104824543,-0.0178062506020069,0.0135241253301501,4.54912853240967,0.0299457609653473,3.77849197387695,14.097336769104,1426.70983886719,31.3973369598389,-2.04999995231628
798931,"Pinus echinata",-91.157264,36.905281,31.423059463501,-2.08510112762451,1361.59020996094,-0.0550394393503666,0.0160223376005888,0.0133567992597818,7.36247301101685,0.0573555640876293,2.85831499099731,13.9499998092651,1352.16516113281,31.2655620574951,-2.25
799231,"Pinus echinata",-91.090355,36.797058,31.4242782592773,-2.09714031219482,1468.09350585938,0.0706455484032631,-0.0543489307165146,-0.00617602514103055,6.39297819137573,0.0892509296536446,5.62743473052979,14.1499996185303,1436.74694824219,31.4666728973389,-2.04999995231628
798005,"Pinus echinata",-92.7564,36.7472,30.9699211120605,-2.26277589797974,1295.55810546875,0.0890373438596725,-0.270162999629974,0.0222333036363125,11.8911066055298,0.288439810276031,5.03074789047241,13.741304397583,1233.91064453125,31.1202964782715,-2.25
796976,"Pinus echinata",-92.611777,36.106772,31.9963932037354,-0.773768842220306,1270.63623046875,-0.0306552741676569,0.026469212025404,0.00985098816454411,9.85801219940186,0.0405125021934509,2.42934346199036,14.75,1253.38049316406,31.85666847229,-0.949999988079071
797348,"Pinus echinata",-92.611792,36.106803,31.9963932037354,-0.773768842220306,1270.63623046875,-0.0306552741676569,0.026469212025404,0.00985098816454411,9.85801219940186,0.0405125021934509,2.42934346199036,14.75,1253.38049316406,31.85666847229,-0.949999988079071
797876,"Pinus echinata",-92.53544,36.27118,33.0093002319336,-0.711738169193268,1055.51721191406,-0.0363586135208607,-0.0444342568516731,0.036306157708168,8.30534648895264,0.0574454553425312,4.02661466598511,15.4274072647095,1038.85998535156,32.9288902282715,-0.876670897006989
797925,"Pinus echinata",-92.453142,36.0859,32.3333435058594,-1.0265851020813,1236.15307617188,0.0690886303782463,-0.375200122594833,0.094252422451973,-0.876558899879456,0.391427159309387,4.89448738098145,15.2389736175537,1177.67858886719,32.5482864379883,-0.852567791938782
797926,"Pinus echinata",-92.360356,36.180147,32.1745529174805,-1.27685368061066,1163.21740722656,0.137743353843689,0.0826842114329338,-0.103517957031727,-2.67657780647278,0.161353871226311,0.540623366832733,15.1185121536255,1170.546875,32.3944358825684,-0.949999988079071
