"X","species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
401729,"Chamaecyparis thyoides",-81.686667,29.185,31.8585624694824,10.1648006439209,1339.83447265625,0.000339076505042613,0.00385202956385911,0.000625163724180311,0.0355862490832806,0.00386693398468196,1.48299717903137,21.25,1339.99267578125,31.8500003814697,10.1499996185303
402134,"Chamaecyparis thyoides",-81.6867,29.185,31.8585624694824,10.1648006439209,1339.83447265625,0.000339076505042613,0.00385202956385911,0.000625163724180311,0.0355862490832806,0.00386693398468196,1.48299717903137,21.25,1339.99267578125,31.8500003814697,10.1499996185303
402302,"Chamaecyparis thyoides",-81.669702,29.208629,31.8769664764404,10.2719755172729,1327.15368652344,-0.0259072259068489,-0.00732637057080865,-0.0058749970048666,2.45277214050293,0.0269264802336693,3.41718912124634,21.1499996185303,1326.76330566406,31.7875232696533,10.1655597686768
401548,"Chamaecyparis thyoides",-81.869203,29.567025,32.0281181335449,9.22006893157959,1299.39978027344,0.0129981236532331,0.0159373804926872,0.0035073459148407,-1.5375235080719,0.0205672290176153,0.886630535125732,20.75,1301.92785644531,32.0617332458496,9.25
401870,"Chamaecyparis thyoides",-81.941714,29.544034,32.0241088867188,9.23837852478027,1304.76940917969,0.00293307797983289,0.013456174172461,0.00147302309051156,-2.09837532043457,0.0137725658714771,1.35618054866791,20.7091045379639,1311.55749511719,32.0499992370605,9.25
401900,"Chamaecyparis thyoides",-81.877527,29.570312,32.0428428649902,9.25879859924316,1297.59020996094,-0.00452386913821101,0.00502070412039757,-0.000399705430027097,-1.56020867824554,0.00675822142511606,2.30418729782104,20.75,1303.97058105469,32.0499992370605,9.25
402198,"Chamaecyparis thyoides",-81.877519,29.57033,32.0428428649902,9.25879859924316,1297.59020996094,-0.00452386913821101,0.00502070412039757,-0.000399705430027097,-1.56020867824554,0.00675822142511606,2.30418729782104,20.75,1303.97058105469,32.0499992370605,9.25
402249,"Chamaecyparis thyoides",-81.878817,29.570495,32.0245208740234,9.23087120056152,1299.88403320312,0.00248321751132607,-0.00269213248975575,0.00022469689429272,-1.76810169219971,0.00366251356899738,5.45744180679321,20.75,1304.14929199219,32.0499992370605,9.25
402542,"Chamaecyparis thyoides",-81.8904,29.6239,32.0296173095703,8.99754238128662,1328.28979492188,-0.00865883938968182,-0.00136687885969877,-0.00154720840509981,1.06925928592682,0.00876617524772882,3.29816007614136,20.5499992370605,1327.45776367188,31.9907398223877,8.94999980926514
402963,"Chamaecyparis thyoides",-81.871064,29.566394,31.9958209991455,9.17939567565918,1304.44067382812,0.0195814445614815,-0.0139099527150393,0.00230388413183391,-1.4186270236969,0.0240214634686708,5.66553735733032,20.75,1301.79895019531,32.0499992370605,9.25
403057,"Chamaecyparis thyoides",-81.885187,29.584945,32.0648651123047,9.16699409484863,1305.31945800781,-0.000385324645321816,-0.00318510108627379,-0.000303250621072948,0.557372212409973,0.00320832966826856,4.59199666976929,20.678882598877,1303.56225585938,32.0499992370605,9.14999961853027
401551,"Chamaecyparis thyoides",-81.650908,29.199883,31.7304840087891,10.2309427261353,1333.65661621094,-0.00919386744499207,-0.0704213157296181,-0.0123666487634182,-0.925699055194855,0.0710787698626518,4.58256816864014,21.1999988555908,1333.80969238281,31.75,10.2705602645874
401724,"Chamaecyparis thyoides",-81.65012,29.20095,31.6755924224854,10.1716184616089,1341.82287597656,0.0294343177229166,-0.0306298844516277,0.000758106296416372,-1.04493796825409,0.0424930043518543,5.4778847694397,21.2000007629395,1334.1318359375,31.75,10.2816724777222
401818,"Chamaecyparis thyoides",-81.63,29.2,31.7582397460938,10.3625793457031,1340.42846679688,-0.000723377917893231,-0.00174816034268588,-0.000403349433327094,0.0359324589371681,0.00189191557001323,4.32004833221436,21.245756149292,1340.46398925781,31.75,10.3500003814697
402188,"Chamaecyparis thyoides",-81.650833,29.19978,31.7555313110352,10.262246131897,1332.88757324219,-0.0180888567119837,-0.0707797780632973,-0.0140569936484098,-0.349251985549927,0.0731197968125343,4.46217918395996,21.2001724243164,1333.85021972656,31.75,10.2706470489502
402344,"Chamaecyparis thyoides",-81.651328,29.200014,31.7044143676758,10.2225971221924,1328.22534179688,0.00106205325573683,-0.0254870373755693,-0.00366682233288884,-2.49811172485352,0.0255119241774082,4.75403499603271,21.1993560791016,1333.607421875,31.75,10.268572807312
402552,"Chamaecyparis thyoides",-81.650938,29.19995,31.7192993164062,10.2239151000977,1332.36889648438,-0.00486741540953517,-0.0580989792943001,-0.00970229227095842,-1.43941462039948,0.0583355948328972,4.62880611419678,21.1997756958008,1333.76867675781,31.75,10.2704496383667
402771,"Chamaecyparis thyoides",-81.650908,29.199939,31.7222919464111,10.2168760299683,1335.95837402344,-0.00288858870044351,-0.0697874426841736,-0.0111116729676723,-0.756129860877991,0.0699041187763214,4.67102146148682,21.199800491333,1333.80834960938,31.75,10.271017074585
403046,"Chamaecyparis thyoides",-81.652278,29.198295,31.7969379425049,10.394341468811,1304.96801757812,-0.0449589490890503,0.0533487871289253,-0.00019843052723445,-3.75008201599121,0.0698234736919403,2.27105808258057,21.2096500396729,1333.30017089844,31.75,10.257607460022
