"species","decimalLongitude","decimalLatitude","high_temp_C","low_temp_C","moisture_mm","northness","eastness","windward_exposure","mTPI","slope","aspect","macro_bio1_mean_annual_temp_C","macro_bio12_total_annual_precip_mm","macro_bio5_max_temp_warm_month_C","macro_bi06_min_temp_cold_month_C"
"Prunus serotina",-88.999245,35.956692,31.8064918518066,-0.300462633371353,1375.81433105469,0.0155573086813092,0.00166164466645569,-0.00776116829365492,-1.78470158576965,0.0156464334577322,0.106404587626457,15.8625316619873,1379.99084472656,31.8500003814697,-0.25
"Prunus serotina",-88.823186,35.704396,31.8680362701416,-0.0248227473348379,1396.0771484375,-0.00586986169219017,-0.0136284474283457,0.00527905020862818,0.403486371040344,0.0148393400013447,4.30569458007812,15.8500003814697,1393.42529296875,31.8500003814697,-0.0500000007450581
"Prunus serotina",-88.833445,35.942605,31.8332214355469,-0.291915029287338,1362.40673828125,0.0144123984500766,-0.0100241089239717,-0.00516256131231785,-1.0820164680481,0.0175565276294947,5.67547273635864,15.768328666687,1363.00732421875,31.8683300018311,-0.25
"Prunus serotina",-88.335899,35.155622,32.0757484436035,0.885513782501221,1375.12353515625,-0.0255360808223486,-0.100231871008873,0.0233542639762163,-1.11741268634796,0.10361897200346,4.46292591094971,16.25,1367.45031738281,32.0688934326172,0.850000023841858
"Prunus serotina",-88.333966,35.142136,31.8735408782959,0.733591973781586,1383.93493652344,0.0456706956028938,0.00355339469388127,-0.0234928410500288,-0.145917803049088,0.045824758708477,0.0776482746005058,16.2055511474609,1381.9775390625,31.9500007629395,0.850000023841858
"Prunus serotina",-88.6598,35.52956,32.1120185852051,0.364011645317078,1359.0458984375,-0.00485917693004012,0.109351292252541,-0.014376881532371,6.90812015533447,0.109678968787193,1.61520349979401,15.884449005127,1355.11254882812,31.9821510314941,0.245625972747803
"Prunus serotina",-88.393145,35.56617,31.6797657012939,-0.135644987225533,1401.98168945312,0.11772558838129,-0.0841055661439896,-0.0501991994678974,3.26254534721375,0.145192205905914,5.66284656524658,15.8143148422241,1375.03112792969,31.8656959533691,0.150000005960464
"Prunus serotina",-88.485606,35.732012,31.7775897979736,-0.0697475671768188,1342.61657714844,0.00662403088063002,-0.0470501445233822,0.00472351582720876,-0.188123777508736,0.0475320406258106,4.85225629806519,15.6499996185303,1336.44445800781,31.7986850738525,-0.0500000007450581
"Prunus serotina",-88.211615,35.429643,32.1414680480957,0.572103977203369,1331.10266113281,-0.024200301617384,0.118231564760208,-0.00265783374197781,1.62448620796204,0.120977759361267,1.77269315719604,16.0309410095215,1343.33605957031,32.0377731323242,0.449999988079071
"Prunus serotina",-88.124461,35.821538,31.5226268768311,0.236048430204391,1411.38452148438,-0.0427050031721592,-0.160694375634193,0.0560975037515163,-1.07970559597015,0.167047888040543,4.45264005661011,15.6020002365112,1393.17370605469,31.4977760314941,0.150000005960464
"Prunus serotina",-88.004219,35.87088,31.0118465423584,0.290882915258408,1428.73937988281,0.02887780405581,-0.0111444480717182,-0.0135322231799364,0.710243403911591,0.0309585612267256,5.91487789154053,15.4522285461426,1423.830078125,31.0500240325928,0.349999994039536
"Prunus serotina",-88.021242,35.838856,31.7154941558838,0.521239280700684,1418.77319335938,-0.0731101706624031,-0.0745213106274605,0.0571716353297234,-2.25196480751038,0.10458654910326,3.93654894828796,15.8288879394531,1416.91882324219,31.6282939910889,0.349407970905304
"Prunus serotina",-89.775415,35.175082,32.151611328125,0.732656717300415,1392.41674804688,0.00182148709427565,-0.00183700572233647,-0.000784860516432673,-1.87860870361328,0.00258697126992047,5.49354553222656,16.4500007629395,1397.59851074219,32.1754760742188,0.75
"Prunus serotina",-89.994448,35.14671,32.1663780212402,0.700237512588501,1380.44519042969,-0.0338844917714596,0.0425516255199909,0.0139992441982031,1.89113855361938,0.0544217079877853,2.2432861328125,16.3622283935547,1382.203125,32.0600547790527,0.562228262424469
"Prunus serotina",-89.822853,35.13567,32.2991905212402,0.773389637470245,1378.31286621094,-0.00069612282095477,-0.0421078056097031,0.00258100731298327,2.68962478637695,0.0421260148286819,4.69585847854614,16.4655513763428,1365.96179199219,32.2699928283691,0.75
"Prunus serotina",-89.745143,35.252102,32.2792816162109,0.933507859706879,1380.09619140625,-0.0515037924051285,0.0682384520769119,0.0206038523465395,0.575988113880157,0.085597924888134,2.21733808517456,16.4500007629395,1389.84460449219,32.1500015258789,0.75
"Prunus serotina",-89.824806,35.085591,32.1308670043945,0.674806773662567,1393.4248046875,0.0255043338984251,-0.0124062411487103,-0.0117820464074612,-0.833892464637756,0.0283655002713203,5.83044719696045,16.3500003814697,1392.78601074219,32.1859397888184,0.75
"Prunus serotina",-89.986646,35.149281,32.0619697570801,0.601394534111023,1384.09106445312,0.00549775594845414,-0.0054162279702723,-0.00234533636830747,0.893090665340424,0.00771764386445284,5.50525712966919,16.3933391571045,1380.57202148438,32.0552978515625,0.600266993045807
"Prunus serotina",-89.98977,35.14628,32.0914840698242,0.617026090621948,1386.54736328125,-0.0223711747676134,-0.0344465039670467,0.0123781198635697,0.333254903554916,0.0410850420594215,4.13640260696411,16.3566722869873,1383.38427734375,32.0517044067383,0.556672692298889
"Prunus serotina",-89.994003,35.146593,32.1564178466797,0.709587097167969,1371.33740234375,-0.0460832901299,0.0535657592117786,0.0192558839917183,-0.628644287586212,0.0707198157906532,2.28124690055847,16.3611183166504,1382.36511230469,32.058521270752,0.561117112636566
