"","intercepts","slopes","R2"
"1",0.239282601450161,0.00050828817556192,0.0686812016887147
"2",0.24520789954513,0.000436590506664641,0.049906581390049
"3",0.241821677758481,0.00059102475039682,0.0902512982710446
"4",0.237425117597499,0.000472552915660906,0.0633202650358632
"5",0.24539136885095,0.000416979206383063,0.0498272647860393
"6",0.240709217344291,0.000453516764447024,0.0559989097731332
"7",0.2377600509785,0.000483746920920972,0.062608263692483
"8",0.246623947808526,0.000432672924541655,0.0505732295050465
"9",0.241378185034807,0.000461012754107778,0.0615793851234625
"10",0.247243787067242,0.000388045775772356,0.0434169862448169
"11",0.238891108999237,0.000492754105248449,0.0670916174297956
"12",0.243990533087199,0.000496234497704393,0.0647956101533312
"13",0.244637897541568,0.000408314084716492,0.0452656054564905
"14",0.243084798424912,0.000460848902052165,0.0582798242261152
"15",0.23832863720335,0.000540147278300113,0.0813894570382694
"16",0.24062544112553,0.00046653085736988,0.0633931504485093
"17",0.248226738996154,0.000429350842332981,0.04913848469005
"18",0.248460430804199,0.000442407973432283,0.0542616496427616
"19",0.234043411032467,0.000466141342121662,0.0597275568037314
"20",0.241116080259054,0.000509139808198096,0.0788981992475001
"21",0.241849626457991,0.00046683512544542,0.0570990452022971
"22",0.238113726146883,0.000626842504376409,0.0999069726307806
"23",0.250255807045548,0.000459029544327806,0.0625553991289167
"24",0.238644348192629,0.000554369450849584,0.0782263914792984
"25",0.247489438807937,0.000461476207746326,0.0573513349608442
"26",0.240833379005987,0.000454461053044093,0.0531667474562815
"27",0.235927818277001,0.000443814883222657,0.0574678243080194
"28",0.231951792494401,0.000514646427369944,0.0715283209970717
"29",0.240527826457921,0.000486452156752448,0.0647845137648149
"30",0.237127698720684,0.000492183749258791,0.0641807673833529
"31",0.246278540809142,0.00049341095640151,0.0623605895392929
"32",0.24237614551071,0.000476447205426989,0.0588010797195032
"33",0.241401317478623,0.000468476880816599,0.0564296984924362
"34",0.248114919153792,0.000437702756329275,0.0530577804851776
"35",0.240256320803814,0.000536728124641469,0.079827660412979
"36",0.232578664232505,0.000503671098482707,0.0716131898296994
"37",0.240401754662811,0.000446011060229729,0.0574857616834639
"38",0.240710577161873,0.000466279272888987,0.0603526702571602
"39",0.23938679154235,0.000537999318138034,0.0759899886881314
"40",0.2463188903859,0.000473926849830808,0.0618208377041797
"41",0.244679746766006,0.000448268673141594,0.0525475930865008
"42",0.241033821373773,0.000490349817557703,0.0659859288883953
"43",0.243748283036577,0.000426019409772568,0.0492122543481216
"44",0.235992959341549,0.000477479412897355,0.0623295517431641
"45",0.248712035775616,0.000419030078770562,0.0462209571100665
"46",0.243885846695638,0.000499483406689948,0.0734806782618216
"47",0.238684035880347,0.000465581344252595,0.0665640442231923
"48",0.243421688884986,0.000514322886658404,0.0691686735728746
"49",0.241409671399418,0.000424580030271356,0.0526513257289096
"50",0.229298189753066,0.0004846318003081,0.0671577915599384
